image_name,c1,c2,c3,c4,c5,c_total,MOS,SD,MOS_zscore
3866688343.jpg,1,19,70,13,0,103,2.92233009708738,0.588939232331658,50.9230769230769
9439964500.jpg,0,11,80,12,0,103,3.00970873786408,0.4747578460372,55.4811320754717
10346758803.jpg,0,11,45,40,5,101,3.38613861386139,0.747934449396509,63.5336134453782
9720517445.jpg,0,3,54,41,2,100,3.42,0.589127072091164,64.6869158878505
16057476.jpg,9,47,43,10,0,109,2.4954128440367,0.77726792667233,41.6363636363636
6599596287.jpg,0,2,44,59,1,106,3.55660377358491,0.553434104637671,71.6456310679612
7165704390.jpg,0,0,32,68,3,103,3.71844660194175,0.512920811993036,75.3263888888889
7586560076.jpg,0,2,52,50,1,105,3.47619047619048,0.556348640264187,66.2108695652174
450063799.jpg,0,12,58,32,0,102,3.19607843137255,0.62993345061479,61.3472222222222
8718592525.jpg,0,4,36,61,5,106,3.63207547169811,0.637337791847025,70.5869565217391
9784161203.jpg,33,64,9,1,0,107,1.79439252336449,0.625530985869761,20.25
5037000610.jpg,0,3,34,66,0,103,3.61165048543689,0.54652215405893,69.3571428571429
3525647615.jpg,1,21,70,14,0,106,2.91509433962264,0.603449205315764,52.4151785714286
2102208013.jpg,0,1,14,83,7,105,3.91428571428571,0.482666585716303,81.0176991150443
5378902324.jpg,0,2,51,77,1,131,3.58778625954198,0.538805359570648,73.125
7102405013.jpg,0,2,60,38,2,102,3.3921568627451,0.565630512031092,64.1776315789474
3916850615.jpg,0,1,60,45,0,106,3.41509433962264,0.513956168750047,65.7625
3174536924.jpg,0,23,66,21,1,111,3.0,0.660578259075816,54.7648305084746
6041797981.jpg,0,2,73,34,0,109,3.29357798165138,0.496333823848313,64.8411214953271
5912584970.jpg,0,0,46,59,0,105,3.56190476190476,0.498532645405292,68.8652173913043
2329115753.jpg,2,10,81,8,0,101,2.94059405940594,0.50639475072749,51.7
6052669253.jpg,0,4,49,48,0,101,3.43564356435644,0.572989381824104,65.4722222222222
4258446622.jpg,0,10,91,24,0,125,3.112,0.511418016007233,60.0243902439024
8659008037.jpg,0,2,45,64,0,111,3.55855855855856,0.534018806013501,70.4258474576271
5008940426.jpg,0,6,80,26,0,112,3.17857142857143,0.506076334275034,59.8782051282051
8351013561.jpg,0,19,79,12,0,110,2.93636363636364,0.529449648952236,52.6858974358974
3494272101.jpg,0,1,52,54,3,110,3.53636363636364,0.569520524672599,69.8448275862069
6264868738.jpg,1,41,49,7,0,98,2.63265306122449,0.632255903789858,40.6438053097345
5468320493.jpg,0,1,49,54,0,104,3.50961538461538,0.521297714310625,67.6629464285714
3272637437.jpg,0,4,40,57,5,106,3.59433962264151,0.644068938735339,70.2410714285714
7319984198.jpg,0,0,40,64,2,106,3.64150943396226,0.519865902952877,73.0873786407767
4492298311.jpg,0,5,35,67,2,109,3.60550458715596,0.608859720872538,67.3466386554622
8322388606.jpg,0,16,73,23,0,112,3.0625,0.589414887757265,55.4358974358974
4347028779.jpg,0,4,68,28,0,100,3.24,0.514830559553826,60.85
549547230.jpg,0,24,72,7,0,103,2.83495145631068,0.525750395161586,48.1428571428571
8573160777.jpg,0,27,59,16,0,102,2.8921568627451,0.643426205622019,52.6902654867257
9239862860.jpg,1,3,53,46,2,105,3.42857142857143,0.633323693776651,66.9276315789474
7154960969.jpg,0,15,77,16,0,108,3.00925925925926,0.538175706470443,54.804347826087
1266777709.jpg,1,5,58,42,0,106,3.33018867924528,0.61290406478708,64.1442307692308
7909059554.jpg,1,12,42,52,3,110,3.4,0.756622140979355,61.5466101694915
8645927718.jpg,0,2,32,71,2,107,3.68224299065421,0.542498253907659,72.9621848739496
7006866482.jpg,0,1,37,67,1,106,3.64150943396226,0.519865902952877,73.2923728813559
11252644224.jpg,0,4,60,39,0,103,3.33980582524272,0.552239612285735,64.5872641509434
4236732050.jpg,0,1,59,44,0,104,3.41346153846154,0.51408466914511,67.5606796116505
6998702838.jpg,0,3,67,35,2,107,3.33644859813084,0.565417281767723,63.8325892857143
3596718064.jpg,0,1,47,81,0,129,3.62015503875969,0.503018986495732,74.6958955223881
6638453859.jpg,0,2,31,68,2,103,3.67961165048544,0.546173717839859,75.85
9540532896.jpg,0,1,18,74,18,111,3.98198198198198,0.602750996107649,82.1716101694915
264173063.jpg,5,66,36,3,0,110,2.33636363636364,0.609967253253567,34.9705882352941
4236329723.jpg,20,82,11,0,0,113,1.92035398230089,0.51998614199175,24.5125
2601194994.jpg,0,18,76,11,0,105,2.93333333333333,0.523792873528243,51.0689655172414
6781694906.jpg,1,12,78,16,0,107,3.01869158878505,0.549121226111612,56.8897058823529
2568268182.jpg,0,27,61,13,0,101,2.86138613861386,0.616923057930193,47.5586956521739
5957529687.jpg,0,1,32,75,3,111,3.72072072072072,0.525204222983285,72.5233050847458
535787632.jpg,1,48,47,3,0,99,2.52525252525253,0.577528766726489,38.5995575221239
289395722.jpg,7,42,47,2,0,98,2.44897959183673,0.659935157383168,38.3177570093458
5222301193.jpg,7,72,29,3,0,111,2.25225225225225,0.61004423786638,33.0375
1067765170.jpg,0,23,75,9,0,107,2.86915887850467,0.533484666709199,51.175
10893404795.jpg,0,58,42,0,0,100,2.42,0.496044963748858,36.8761467889908
9205194326.jpg,0,17,83,41,1,142,3.1830985915493,0.637144764714956,61.5
7171867098.jpg,1,1,35,59,5,101,3.65346534653465,0.63930655501655,68.6061946902655
3385696346.jpg,0,8,59,31,2,100,3.27,0.633333333333333,58.4579646017699
5869585652.jpg,0,0,8,64,33,105,4.23809523809524,0.580513855989964,88.3888888888889
5209102120.jpg,0,0,34,72,3,109,3.71559633027523,0.510840685451281,71.5128205128205
3758843972.jpg,0,3,61,41,1,106,3.37735849056604,0.559810004991987,64.343220338983
6269063819.jpg,0,22,65,15,0,102,2.93137254901961,0.60131545437867,51.625
8310619532.jpg,0,10,65,25,2,102,3.18627450980392,0.625060664887306,61.6703539823009
2789763994.jpg,0,0,43,57,1,101,3.58415841584158,0.515117981295029,69.2570754716981
4405802084.jpg,1,34,73,3,0,111,2.7027027027027,0.532482942016064,46.5883620689655
6202637984.jpg,0,0,30,77,0,107,3.7196261682243,0.451295671882312,77.05
2725180694.jpg,0,1,35,73,2,111,3.68468468468468,0.521919220186105,71.0897435897436
2363717244.jpg,0,2,23,71,8,104,3.81730769230769,0.587316144781357,75.5296610169491
6711764573.jpg,0,1,36,62,1,100,3.63,0.525222415609412,71.5490654205608
5306558367.jpg,4,53,60,2,1,120,2.525,0.634610977242732,41.6207627118644
6052981024.jpg,0,8,44,54,1,107,3.44859813084112,0.647690306554005,66.925
9101482614.jpg,0,2,52,55,0,109,3.48623853211009,0.537736664505389,68.546875
2790138273.jpg,0,6,56,36,0,98,3.30612244897959,0.58164649456993,59.2610619469027
3403374656.jpg,0,10,67,26,1,104,3.17307692307692,0.598417130425389,58.8973214285714
6031659162.jpg,0,0,48,58,3,109,3.58715596330275,0.547908636177939,70.0663716814159
3475877294.jpg,7,90,14,0,0,111,2.06306306306306,0.432314685033931,29.3156779661017
6347069171.jpg,2,20,65,23,0,110,2.99090909090909,0.683963818795398,51.4705882352941
8162335542.jpg,2,49,51,3,0,105,2.52380952380952,0.589902829273897,38.95
5442770752.jpg,0,23,67,10,0,100,2.87,0.562372319964831,50.4243119266055
8494992418.jpg,0,1,57,43,4,105,3.47619047619048,0.589902829273897,69.002427184466
6001836316.jpg,2,45,47,9,2,105,2.65714285714286,0.744577467021132,44.6764705882353
8399489944.jpg,0,5,76,31,0,112,3.23214285714286,0.519565703206553,60.8653846153846
6800438108.jpg,0,0,23,80,9,112,3.875,0.522036897663874,76.4487179487179
3285865052.jpg,0,33,63,10,0,106,2.78301886792453,0.601659878307022,49.3950892857143
9474360756.jpg,0,1,39,67,1,108,3.62962962962963,0.522263094664423,73.2821100917431
5489747456.jpg,1,15,81,8,0,105,2.91428571428571,0.502192992979594,50.0695652173913
6346767698.jpg,0,1,54,47,1,103,3.46601941747573,0.538981137226463,66.9263392857143
9823108104.jpg,0,0,40,61,0,101,3.6039603960396,0.491512114210669,69.9027777777778
5529999885.jpg,0,6,69,31,0,106,3.23584905660377,0.544266860183807,61.0334821428571
2799634889.jpg,0,3,65,32,2,102,3.32352941176471,0.565716311123285,62.2236842105263
8701957904.jpg,0,3,66,35,1,105,3.32380952380952,0.545880342186223,62.2349137931034
8595845896.jpg,0,9,76,21,0,106,3.11320754716981,0.522279886960478,57.4864864864865
2510458503.jpg,0,0,38,59,9,106,3.72641509433962,0.609965164780893,74.3173913043478
6407770545.jpg,0,10,53,41,3,107,3.34579439252336,0.688213488957717,61.3844537815126
3740923361.jpg,1,77,29,3,0,110,2.30909090909091,0.53750109102436,34.275
9843144115.jpg,0,8,65,36,1,110,3.27272727272727,0.604404186244844,61.4276315789474
10319713194.jpg,82,30,0,0,0,112,1.26785714285714,0.444833056186754,7.99152542372881
4005784260.jpg,0,0,47,58,3,108,3.59259259259259,0.547501325685026,69.9810924369748
6591706349.jpg,0,10,47,42,2,101,3.35643564356436,0.686791939612596,63.4426605504587
4985166775.jpg,1,7,59,40,0,107,3.28971962616822,0.629605234124999,60.60625
5090174589.jpg,5,82,20,0,0,107,2.14018691588785,0.464770142637808,30.49375
9257583469.jpg,0,0,17,81,5,103,3.88349514563107,0.449421651742142,81.7430555555556
7931367844.jpg,0,1,19,70,14,104,3.93269230769231,0.595524131992075,82.1642857142857
9991658304.jpg,0,1,12,85,6,104,3.92307692307692,0.455650770978557,79.3378378378378
8142530403.jpg,0,3,63,43,2,111,3.3963963963964,0.576498510276074,67.1434782608696
6011321842.jpg,0,1,75,26,0,102,3.24509803921569,0.454597515593999,62.2
5168834860.jpg,0,0,9,71,30,110,4.19090909090909,0.566584075487033,86.3205128205128
5434982423.jpg,1,85,49,2,0,137,2.37956204379562,0.530418631300868,38.0684931506849
7340239088.jpg,3,43,62,3,0,111,2.58558558558559,0.594955589915881,43.9423076923077
5748221179.jpg,0,6,73,24,0,103,3.1747572815534,0.513106350364809,60.8672566371681
10118773964.jpg,0,12,74,14,1,101,3.03960396039604,0.546274511197583,53.0733944954128
2759049308.jpg,1,35,64,2,0,102,2.65686274509804,0.535753342818227,45.3819444444444
8438601990.jpg,0,5,57,43,1,106,3.37735849056604,0.592859578470624,66.475
6166766826.jpg,0,1,51,53,2,107,3.52336448598131,0.555347832401704,68.6205357142857
4691973869.jpg,11,56,30,4,0,101,2.26732673267327,0.705564867448924,34.0
7066539033.jpg,0,0,44,65,2,111,3.62162162162162,0.52317308198155,71.2307692307692
3247974707.jpg,0,12,66,22,0,100,3.1,0.577350269189626,59.575
6844145276.jpg,0,0,33,67,7,107,3.75700934579439,0.563699396261691,73.8504464285714
5932521378.jpg,4,70,30,2,0,106,2.28301886792453,0.564922531244132,33.8613445378151
4947500856.jpg,0,1,36,68,0,105,3.63809523809524,0.502375310282017,73.3276699029126
3934821151.jpg,0,5,37,56,3,101,3.56435643564356,0.638996738397911,69.5683962264151
8431868669.jpg,0,2,51,53,2,108,3.50925925925926,0.571853362851923,67.3495762711864
3241852622.jpg,1,17,66,15,4,103,3.03883495145631,0.712938273832897,53.827731092437
8391472456.jpg,0,1,56,49,3,109,3.4954128440367,0.571285963468144,66.5619469026549
8270648540.jpg,0,4,63,34,1,102,3.31372549019608,0.562533029294091,60.85
6942312836.jpg,0,1,28,74,3,106,3.74528301886792,0.517527468876994,74.9004237288136
2114797362.jpg,0,12,67,21,0,100,3.09,0.570220584643798,56.9428571428571
3670445078.jpg,15,89,39,2,0,145,2.19310344827586,0.626903232433243,31.7397260273973
5375536055.jpg,0,2,51,56,1,110,3.50909090909091,0.554306816398272,67.9871794871795
2636294461.jpg,0,2,45,61,3,111,3.58558558558559,0.579474189063099,67.5546218487395
5547599151.jpg,1,50,49,5,0,105,2.55238095238095,0.604167456106596,41.627358490566
4515471665.jpg,0,5,53,44,2,104,3.41346153846154,0.617080141812204,65.4353448275862
7819211312.jpg,0,21,75,6,0,102,2.85294117647059,0.495465753949974,50.1316964285714
10895044423.jpg,13,56,40,0,0,109,2.24770642201835,0.654839014748017,32.4747899159664
4343304474.jpg,1,38,57,10,0,106,2.71698113207547,0.643720095651342,47.0067567567568
8220742117.jpg,32,60,8,1,0,101,1.78217821782178,0.626162285610362,20.125
7875422248.jpg,0,1,28,80,4,113,3.76991150442478,0.517701816367335,74.1217948717949
3767933394.jpg,0,2,31,65,5,103,3.70873786407767,0.587968719342113,75.0943396226415
4705856366.jpg,0,15,67,24,0,106,3.08490566037736,0.603449205315764,56.8995327102804
7908884988.jpg,0,1,41,56,0,98,3.56122448979592,0.51904604270297,70.9722222222222
6698669369.jpg,0,0,14,79,13,106,3.99056603773585,0.507003954504498,79.9130434782609
7899104502.jpg,4,14,58,24,0,100,3.02,0.738275358555671,51.0840707964602
1543929747.jpg,11,53,35,5,0,104,2.32692307692308,0.729972837535723,33.7203389830508
5064165053.jpg,0,1,29,76,8,114,3.79824561403509,0.567244926285394,76.2205882352941
6077930890.jpg,8,66,26,1,0,101,2.1980198019802,0.583434691807027,30.1041666666667
3091624267.jpg,90,22,1,0,0,113,1.21238938053097,0.432007924729486,4.94871794871795
6951573031.jpg,1,35,61,9,0,106,2.73584905660377,0.62185416744646,47.6013513513514
5270848965.jpg,0,2,52,47,3,104,3.49038461538462,0.591118608959406,67.515625
5302119756.jpg,0,1,38,62,1,102,3.61764705882353,0.527353145004104,72.8407079646018
3780702032.jpg,0,0,36,62,3,101,3.67326732673267,0.531204497177671,70.9357798165138
9873105273.jpg,0,5,61,37,1,104,3.32692307692308,0.581966997568077,64.3223684210526
5724656586.jpg,0,5,51,52,3,111,3.47747747747748,0.630250265541711,65.1281512605042
4568150681.jpg,0,0,29,82,4,115,3.78260869565217,0.491731789246233,74.2543103448276
1946326263.jpg,0,9,39,56,1,105,3.46666666666667,0.666025332543548,67.0736607142857
4625946312.jpg,5,63,36,3,1,108,2.37037037037037,0.66406553826703,37.1890756302521
4143454418.jpg,0,19,94,22,0,135,3.02222222222222,0.552695790481455,56.5789473684211
5215856083.jpg,0,3,45,60,1,109,3.54128440366972,0.569797073880386,71.0526315789474
6236533476.jpg,0,3,55,80,0,138,3.55797101449275,0.540587892230949,71.3541666666667
4095383312.jpg,4,49,45,7,0,105,2.52380952380952,0.680712834732799,39.4495412844037
3324248317.jpg,1,9,58,35,2,105,3.26666666666667,0.683130051063973,59.6418918918919
8410894233.jpg,2,34,59,10,0,105,2.73333333333333,0.654373844377301,47.9926470588235
6886226928.jpg,0,4,46,55,2,107,3.51401869158878,0.604456499695956,68.0855263157895
4475438101.jpg,0,1,59,47,2,109,3.45871559633028,0.553308401241235,65.9868421052632
3872509611.jpg,3,34,52,7,0,96,2.65625,0.662183390085604,43.6642857142857
8485122834.jpg,0,1,49,66,5,121,3.6198347107438,0.581036406591811,73.325
6298978484.jpg,1,12,62,28,1,104,3.15384615384615,0.664921789243146,59.8096330275229
8668432915.jpg,0,2,56,74,7,139,3.61870503597122,0.606674033876721,74.1689655172414
9482512663.jpg,0,0,28,91,7,126,3.83333333333333,0.501996015920445,80.4146341463415
4791175187.jpg,0,9,61,36,1,107,3.27102803738318,0.622988740592157,61.1764705882353
3376076568.jpg,0,10,79,21,1,111,3.11711711711712,0.551670829698929,56.9625
5211888253.jpg,12,73,19,0,0,104,2.06730769230769,0.544423148479607,28.7775229357798
7253541416.jpg,0,2,51,83,1,137,3.60583941605839,0.533546186235752,75.0055555555556
4908270930.jpg,0,31,65,4,0,100,2.73,0.529054808029367,46.3371559633027
6746835381.jpg,0,2,19,78,4,103,3.81553398058252,0.519191921436553,79.8602941176471
149836125.jpg,5,28,47,22,0,102,2.84313725490196,0.817447101134248,46.7563025210084
4926787829.jpg,0,17,65,20,1,103,3.04854368932039,0.632124348289149,55.1939655172414
10836905604.jpg,0,0,31,69,3,103,3.72815533980583,0.508634750057745,75.9932432432432
552629141.jpg,10,72,24,1,0,107,2.14953271028037,0.579585706260149,30.5379464285714
6866519003.jpg,0,3,47,46,0,96,3.44791666666667,0.559507145275228,67.1617647058823
3154777716.jpg,0,12,82,13,0,107,3.00934579439252,0.4855521483138,55.8513513513514
4732496293.jpg,0,21,68,10,0,99,2.88888888888889,0.551230328704296,51.025
9585740831.jpg,0,1,44,66,1,112,3.59821428571429,0.527783422490079,70.5560344827586
9424726743.jpg,1,16,72,14,0,103,2.96116504854369,0.576029855181602,54.5857142857143
9154088552.jpg,0,1,45,55,4,105,3.59047619047619,0.583346415342582,69.7737068965517
5969471767.jpg,0,18,79,4,0,101,2.86138613861386,0.447877281636321,48.9105504587156
8629754639.jpg,0,10,76,22,0,108,3.11111111111111,0.535354425937356,57.9174311926606
5003482891.jpg,0,1,53,52,0,106,3.4811320754717,0.520643047000473,67.4194915254237
4805041131.jpg,0,11,63,27,0,101,3.15841584158416,0.595527887967083,57.3876146788991
7971560974.jpg,0,3,35,61,0,99,3.58585858585859,0.553469594506218,73.3276699029126
5159845899.jpg,0,2,69,36,0,107,3.31775700934579,0.506525918819812,64.225
6538847583.jpg,0,5,61,35,0,101,3.2970297029703,0.557576083695231,64.7083333333333
9125517985.jpg,1,39,54,10,1,105,2.72380952380952,0.686339763573604,47.0558252427184
8742323176.jpg,1,18,62,27,0,108,3.06481481481481,0.673575314054563,55.6995798319328
9681377633.jpg,36,58,8,0,0,102,1.72549019607843,0.599618075558597,18.0298165137615
7351425672.jpg,0,0,45,78,8,131,3.7175572519084,0.57210554647931,76.1119402985075
10597114264.jpg,0,0,38,65,2,105,3.65714285714286,0.515687954032345,72.8928571428571
2602795550.jpg,9,66,25,2,0,102,2.19607843137255,0.614014797871709,31.375
4395388551.jpg,0,4,62,39,2,107,3.36448598130841,0.589091455315854,63.9495798319328
2495556421.jpg,0,0,16,80,6,102,3.90196078431373,0.456196152044242,78.6875
11215941184.jpg,0,3,38,59,5,105,3.62857142857143,0.624147770612408,73.4077669902913
5876051594.jpg,0,2,43,53,1,99,3.53535353535354,0.559028518003738,71.125
8564299084.jpg,0,2,60,38,0,100,3.36,0.52261966393479,63.775
10620356404.jpg,0,10,68,28,0,106,3.16981132075472,0.576883220223454,56.454347826087
8523976721.jpg,0,6,55,44,4,109,3.42201834862385,0.65678196931384,64.8827433628319
169625095.jpg,0,40,58,5,0,103,2.66019417475728,0.569716098170618,43.9831932773109
6782909752.jpg,0,11,50,41,4,106,3.35849056603774,0.71963852361589,62.875
11269474243.jpg,0,0,32,60,7,99,3.74747474747475,0.577528766726489,74.0608108108108
5279579302.jpg,37,66,5,0,0,108,1.7037037037037,0.55128158687148,19.094537815126
11408357925.jpg,0,12,68,28,0,108,3.14814814814815,0.593025110417193,58.1906779661017
5353881693.jpg,0,17,73,17,0,107,3.0,0.566352113954854,55.65625
9373483438.jpg,0,3,52,48,0,103,3.43689320388349,0.554304066633732,68.8165137614679
223186789.jpg,0,15,61,28,1,105,3.14285714285714,0.656748567808626,57.1
6285601097.jpg,0,3,37,66,0,106,3.59433962264151,0.548214450336683,73.6933962264151
7678821440.jpg,0,3,37,50,7,97,3.62886597938144,0.666451855426463,73.3088235294118
6144141675.jpg,6,32,58,7,0,103,2.64077669902913,0.69809782072062,46.2593457943925
3021480593.jpg,0,0,21,75,11,107,3.90654205607477,0.541359404915138,77.468487394958
5876691783.jpg,0,0,25,69,10,104,3.85576923076923,0.56462495896549,74.804054054054
8036033409.jpg,0,3,63,38,3,107,3.38317757009346,0.593118713070191,65.6004464285714
4463467980.jpg,0,0,19,63,26,108,4.06481481481481,0.645229049356591,80.81875
7470410498.jpg,0,12,62,27,2,103,3.18446601941748,0.653010716897525,57.8738938053097
6157269517.jpg,0,18,76,16,0,110,2.98181818181818,0.558205154187778,54.8383620689655
10765812585.jpg,2,38,59,7,0,106,2.66981132075472,0.628250755415498,46.6448598130841
10773126784.jpg,0,0,19,77,6,102,3.87254901960784,0.480749592657772,78.475
6172349199.jpg,1,4,34,58,10,107,3.67289719626168,0.736843099636979,71.9915966386555
8501713418.jpg,0,0,20,69,15,104,3.95192307692308,0.58092339772589,77.6970338983051
2720757001.jpg,7,61,34,0,0,102,2.26470588235294,0.578945278424999,32.8541666666667
4054847919.jpg,0,0,34,61,6,101,3.72277227722772,0.567781857427448,76.9951923076923
3918062562.jpg,0,1,26,67,9,103,3.81553398058252,0.589908148641803,76.7435344827586
34796696.jpg,0,11,41,47,5,104,3.44230769230769,0.748161800123178,66.1538461538462
4292573500.jpg,0,1,55,54,1,111,3.4954954954955,0.537229828486737,65.4618644067797
5976052920.jpg,0,8,66,28,2,104,3.23076923076923,0.611075277500422,59.3340707964602
8132171428.jpg,0,3,56,44,1,104,3.41346153846154,0.567922067043096,67.445945945946
3980401611.jpg,1,40,60,6,0,107,2.66355140186916,0.597856631290651,45.4782608695652
2504686366.jpg,0,0,45,65,1,111,3.6036036036036,0.509532393104952,72.0338983050847
2946661592.jpg,0,3,36,63,5,107,3.65420560747664,0.615871889066098,71.0210084033613
5740846112.jpg,0,18,68,17,1,104,3.00961538461538,0.615262077045495,55.8035714285714
