image_name,Noise_Score,Noise_Score_to_MOS_scale
10154991453.jpg,3.255667393713477,4.915329002773019
10155925686.jpg,3.191919647387872,4.826806768210293
101601008.jpg,3.305771644803789,4.984905427403811
10164654253.jpg,3.201715419815697,4.840409502652855
10164842933.jpg,3.2734066078770425,4.939962263831768
10169304416.jpg,3.2573216943210426,4.917626219456919
10173544123.jpg,3.263640010623469,4.926400043003685
1017647143.jpg,3.248791071897429,4.9057803142653515
10177270623.jpg,3.160242977588132,4.7828194940585735
10177793964.jpg,3.26040206160228,4.921903719615376
10178112894.jpg,3.084477250361262,4.677608692673763
10178183416.jpg,3.195584569796216,4.831896001003379
10178914656.jpg,3.278852807368226,4.947525037053138
10183769356.jpg,3.1713983061945186,4.7983101532965495
10186643874.jpg,3.2149658763018305,4.858809525943679
10186680555.jpg,3.283354160470031,4.95377576524504
10186832194.jpg,3.275454590832652,4.942806160879531
10187102065.jpg,3.2837965555813327,4.954390089767385
10187522803.jpg,3.1862732256172155,4.8189659596918375
10191607755.jpg,3.234103204924072,4.885384255104286
10196228605.jpg,3.302241600106587,4.9800034902732575
10203647273.jpg,3.210721778917536,4.852916031572277
10205220286.jpg,3.280415741307257,4.949695378951192
10206674394.jpg,3.222253873498026,4.868929880536277
10207172624.jpg,3.279177552485196,4.947975988891823
10209014225.jpg,3.291695086722001,4.965358252041922
10209917915.jpg,2.820629702621764,4.3112212381197095
10211880874.jpg,3.13816607204123,4.752162770897569
10213881683.jpg,2.9915346447708018,4.548545508370336
10218118033.jpg,3.273343898790282,4.939875183914323
10221144393.jpg,3.014549657690804,4.580504918539324
10224586444.jpg,2.815247564397259,4.303747422497661
10226277514.jpg,3.035886753502478,4.610134317368278
10226524916.jpg,3.204142940899631,4.843780438931925
10227210045.jpg,3.2730829450494543,4.939512814896011
10241630856.jpg,3.1488858807090327,4.767048652706031
10241895785.jpg,3.0676175085453554,4.654196696082203
10244314384.jpg,3.293594482066924,4.9679958154059936
10244715656.jpg,2.8908676881232083,4.408756034032562
10246311914.jpg,3.151978938258747,4.771343774992133
10246318724.jpg,3.161898928736134,4.785119002737659
10258169584.jpg,3.258830328818533,4.919721159349761
10260190424.jpg,3.139568287433187,4.754109933691376
1026198859.jpg,3.294907227891187,4.969818737791095
10262588616.jpg,3.307359680248206,4.9871106260846645
10264804094.jpg,3.210400010427165,4.852469213175999
10264984793.jpg,3.2988617466292838,4.975310113651325
10265315316.jpg,3.218471860254644,4.863678051526668
10265809113.jpg,3.2521219651461646,4.910405703090267
10273804555.jpg,3.277452082266482,4.9455799437257415
10278246465.jpg,3.255009459873003,4.9144153740236085
1027833701.jpg,3.304913706223706,4.983714065440385
10279904885.jpg,2.7695912796749536,4.240347591469797
10280683815.jpg,3.1189477756758066,4.7254756072437125
10280835505.jpg,3.274651674791137,4.941691205037829
102825508.jpg,2.552045511607238,3.9382563236364785
10283619534.jpg,3.272199213921658,4.9382856365454915
10287677265.jpg,3.0472684879179117,4.6259393712208094
10289468185.jpg,3.239233183608034,4.892507913626173
10290759976.jpg,3.199206879542615,4.836926060440959
1029470257.jpg,3.307980303451375,4.987972444045811
10295875445.jpg,3.119106985774716,4.725696691666814
10296038236.jpg,3.2739657398328,4.9407386930075745
10299438733.jpg,3.236435075613249,4.888622368073221
102995966.jpg,3.07294300000955,4.661591850134354
10316734944.jpg,3.285643872597511,4.956955335437131
10319186405.jpg,3.241291018077016,4.895365490812102
10319713194.jpg,3.30294907692093,4.980985916039136
10325321.jpg,3.217351761212744,4.862122644852146
10327985614.jpg,3.239656570822472,4.89309584315259
10329149264.jpg,3.28372491406291,4.954290605979113
10329235193.jpg,3.153681460597337,4.77370795397087
10330831494.jpg,3.1686613878198138,4.7945095776792215
10335072144.jpg,3.2565374878997986,4.916537244414375
10336689775.jpg,3.303192210578912,4.981323539499455
103400056.jpg,3.2515769823747025,4.909648921940992
10342569703.jpg,2.989597351250392,4.545855318342996
10344523015.jpg,3.2656506238874403,4.929192047258379
10344921126.jpg,3.292962327945583,4.967117985229484
1034624333.jpg,3.2904942400873534,4.963690716582343
10346758803.jpg,3.257680690848691,4.9181247339403225
10346796664.jpg,3.276130321370312,4.943744502712832
10349956885.jpg,3.232943501653841,4.883773852684941
10350497833.jpg,3.2063656717851448,4.846866996750178
10351189716.jpg,3.2638879877076707,4.926744392206271
10353620913.jpg,3.169013648410978,4.794998738417846
10358252894.jpg,3.1269547431165936,4.73659434776058
10362672006.jpg,3.231005559107201,4.881082761398255
10366373284.jpg,3.222939193930575,4.869881539215642
1036840624.jpg,3.298338200534632,4.974583100182355
10371125786.jpg,3.02339200816734,4.592783699642764
10371211803.jpg,3.2852900560201057,4.956464014004413
10372323314.jpg,3.298681312482115,4.975059556810974
10373546175.jpg,3.2603321691622438,4.921806664655355
10375167904.jpg,3.230729768927944,4.8806997900095315
10382843045.jpg,3.220360251650467,4.866300334442106
10387390396.jpg,3.169050652715253,4.795050123821905
10387844376.jpg,2.9990500991684605,4.558981717575866
10388184626.jpg,3.0574276864801977,4.640046771245691
10395523125.jpg,3.158789691714075,4.780801413099713
10397166423.jpg,3.27665626584246,4.944474846648328
10397631976.jpg,3.204151234025108,4.843791955040981
10399580503.jpg,3.309236999679824,4.989717534103437
10403509543.jpg,3.215719746357061,4.859856374902355
10407720764.jpg,3.3025213332747594,4.9803919370271466
10408374535.jpg,3.260553461217075,4.922113958141223
10408474376.jpg,3.2528620450932326,4.911433402647439
10409059825.jpg,3.177768871638383,4.807156531733813
10410038143.jpg,3.146593184593648,4.76386493884938
10412894895.jpg,3.2638761547263435,4.926727960535993
10414716033.jpg,3.272176001016657,4.938253402335817
10415628976.jpg,2.8801909558646805,4.393929969554527
10415631353.jpg,3.029106270675026,4.600718714058407
104219737.jpg,3.2275172272743067,4.876238748134368
10422425365.jpg,3.188866243344336,4.822566710097869
10422776735.jpg,3.295320073887021,4.970392029431788
10423472445.jpg,3.254153624552641,4.913226932716379
10429780626.jpg,3.2562576400276964,4.916148638378806
10430002553.jpg,3.285511252677584,4.956771175018353
10430335945.jpg,3.295798087795077,4.971055815396504
10440370734.jpg,2.8760527181017714,4.388183475363918
10442628686.jpg,3.029156940425059,4.600789075753623
10446770756.jpg,3.221317246054433,4.867629248607485
10446810546.jpg,3.243620218214266,4.89859989536407
10451177016.jpg,3.1722988173941964,4.799560633011347
10453950204.jpg,3.2147541343045134,4.858515493984376
10458591.jpg,3.275412198887992,4.942747294019367
10458703674.jpg,2.840225495982139,4.338432606619384
10459022813.jpg,3.2441798846955923,4.899377066799807
10463545414.jpg,2.9824400689597983,4.535916478803109
10463583515.jpg,3.288443048951825,4.9608423645495545
10464940425.jpg,3.2975604927463493,4.973503149357051
10465121613.jpg,3.267181560772324,4.93131795698595
10465293055.jpg,3.2527159908851626,4.911230586930635
10466350116.jpg,3.24675937193058,4.902959028315761
10466453556.jpg,2.807851548264137,4.2934770692271025
10468110795.jpg,3.1560183398895028,4.7769530220520116
10468540574.jpg,3.271879440267053,4.937841588244312
10469774844.jpg,3.3097319300278123,4.990404810797628
10471406506.jpg,3.213823590240686,4.857223309638465
10474002734.jpg,3.2922837833992755,4.966175735770457
10475435053.jpg,3.302051734775544,4.97973983697822
10475658035.jpg,3.1536639817493253,4.7736836822628845
10481974434.jpg,2.8718036013923207,4.38228301099115
10486107003.jpg,3.2633655819688183,4.926018962273181
10490369963.jpg,2.483643039865738,3.8432703830003434
10491358066.jpg,2.973853025158901,4.52399222501599
10491423125.jpg,3.204652323010439,4.8444877838232205
10492897986.jpg,3.1724890298037405,4.7998247682711
10505275743.jpg,2.9870638284073383,4.542337184505961
10506082433.jpg,2.5520636725236656,3.9382815424872857
10512432565.jpg,3.25956355345754,4.920739339398821
10513907744.jpg,3.1892642194107914,4.823119352861507
10516786036.jpg,3.1821129312383523,4.813188836952868
10517436165.jpg,3.028028751136951,4.599222434694926
10520192995.jpg,2.8762296397421387,4.388429154620841
10525460645.jpg,3.2246601760613665,4.872271352073999
10526881085.jpg,3.2714322538848464,4.9372206104042995
10530470795.jpg,3.307094174248924,4.986741935649301
10532663625.jpg,3.2613768080976424,4.923257284923566
10534454676.jpg,3.2927510858671702,4.96682464747415
10535849673.jpg,3.089391553878217,4.684432857506483
10536668436.jpg,3.1205040379232063,4.727636684609518
10538085833.jpg,3.14523490253972,4.761978783345686
10539008983.jpg,3.275026590264389,4.942211825097004
10539142034.jpg,3.2919371718526094,4.965694419482357
10539341593.jpg,3.2787406298142603,4.947369263581647
10544775715.jpg,2.9152259848838185,4.442580772688855
10544833625.jpg,3.105334914355497,4.706572336582012
10544945153.jpg,2.89255506586834,4.411099182726597
10554234623.jpg,3.21060399209178,4.852752468879963
10556629035.jpg,3.176935606805353,4.805999432553779
10558118243.jpg,3.288949665213339,4.9615458686907985
105620456.jpg,3.255814957622265,4.915533914910305
10567114974.jpg,2.951091483137729,4.492384792942767
10567188645.jpg,2.9446396839153035,4.483425610586704
10568567754.jpg,3.270613964936116,4.936084307233838
10569725133.jpg,3.3046404768651314,4.983334650092184
1057328504.jpg,2.861094860042483,4.3674124976274316
10574233584.jpg,2.98718514993371,4.542505655600769
10575593285.jpg,3.195594823953371,4.831910240266055
10576676414.jpg,3.2820066271401576,4.951904535776018
10579282866.jpg,3.168677084073707,4.7945313740179
1057997640.jpg,3.2442944999743557,4.899536225376791
10581525775.jpg,3.288496996591572,4.960917278031129
10582113466.jpg,3.1776770094139604,4.807028968802626
10583786994.jpg,2.8413491367087627,4.339992931394763
10586872235.jpg,3.3015657285243467,4.979064952580775
10589450596.jpg,2.7786896263775223,4.252981857422102
1059399148.jpg,3.2347474123619726,4.8862788229158856
10597114264.jpg,3.248433089367253,4.905283207852464
10602786066.jpg,2.914089683068504,4.441002866305851
10603218265.jpg,3.2831813503147256,4.953535795332619
10604417276.jpg,3.2986084233292523,4.974958340516145
10605846204.jpg,3.291363368116789,4.964897616586208
10609356094.jpg,3.3060639453192486,4.985311325592905
10614052044.jpg,3.293082432323807,4.9672847661520105
10615424764.jpg,3.3145378812542603,4.99707851404655
10617981003.jpg,3.1239118621325392,4.732368902317518
10619909515.jpg,3.216923573511385,4.861528049210397
10620203775.jpg,3.047837579326204,4.626729630422682
10620356404.jpg,3.2732500512589238,4.9397448641200885
1062133952.jpg,3.123952717726082,4.732425635749573
10625988224.jpg,3.2170001412087856,4.8616343736541605
10628337356.jpg,3.24781994619193,4.904431776906039
10628497685.jpg,2.811990652902912,4.299224767190287
10628645805.jpg,3.2728298032895307,4.939161293853445
10631219374.jpg,3.2772721693274853,4.945330110652344
10631630073.jpg,3.0341204188676176,4.607681526518784
1063351510.jpg,3.260251089456526,4.921694074687214
10633933603.jpg,3.040778279281572,4.616926852278844
10635160054.jpg,3.2331854245893545,4.88410979489589
1063722220.jpg,3.306961606774044,4.986557848057455
10642085843.jpg,3.240814550599889,4.8947038522726585
10644234544.jpg,3.169917671275908,4.796254094547468
106456452.jpg,2.588980091403382,3.9895449059730237
10660362264.jpg,3.109349655122857,4.712147338749172
10660571735.jpg,3.3090204999760022,4.989416895435105
10660620125.jpg,3.167503966258259,4.792902343716211
106652866.jpg,3.29196578380815,4.965734150992657
10665464526.jpg,3.24455602613722,4.899899389279326
10676427864.jpg,3.3146472079805225,4.997230328764152
1067765170.jpg,2.971658226767298,4.520944455185084
10678199353.jpg,3.138335414259398,4.752397925117476
10678350303.jpg,3.1983603937610408,4.835750602213341
10679134563.jpg,2.285241233371643,3.5677630550638804
10680153225.jpg,3.126940820129608,4.7365750138391345
10680502673.jpg,3.084080202886698,4.6770573393836194
10680715605.jpg,3.201267663105906,4.839787732837045
10680932454.jpg,3.207316081439963,4.848186767114525
10683218616.jpg,3.135987047420125,4.74913690504747
10686332213.jpg,3.250259924694141,4.907820011969244
10689376076.jpg,3.20487880641441,4.84480228618866
10689538413.jpg,3.1766013472996484,4.80553526871938
10689722684.jpg,3.245350372795137,4.901002445390786
10690294454.jpg,3.266271206202923,4.930053808441527
10692654005.jpg,3.270568552350774,4.936021245811851
10692667386.jpg,3.2220262279847294,4.868613764427289
10692857705.jpg,3.2460806606261503,4.902016547290875
10693826785.jpg,3.309765948140896,4.990452049477572
10694350076.jpg,3.298878527072487,4.975333415531233
10698962263.jpg,3.274434656058414,4.941389845628752
10705911926.jpg,3.030530730452736,4.602696766143943
10706770686.jpg,3.21004039492572,4.851969839165054
10713772814.jpg,3.220215605508086,4.866099474012012
10714662986.jpg,3.246372355429933,4.902421604368648
10715577856.jpg,2.766924542130619,4.236644471280872
10721124556.jpg,3.258134399471505,4.918754768779935
10723077086.jpg,3.2886604121934617,4.961144202355133
10724461514.jpg,2.9567765331356224,4.500279241898561
10724889206.jpg,3.2823124468153893,4.952329207118696
10728525673.jpg,3.281232288585615,4.950829263580417
10730634575.jpg,3.2820171379433614,4.951919131425909
10732971054.jpg,3.171307185163835,4.798183619611569
10733259996.jpg,3.26534293235947,4.928764776598913
10737029565.jpg,3.1273815701783416,4.737187053973043
10740242265.jpg,3.2612582971527218,4.923092716695367
10740725955.jpg,3.301098830622278,4.978416602670605
10740727595.jpg,3.2943147215708173,4.9689959638658205
10745415703.jpg,3.2898909209775287,4.962852927659057
10745932825.jpg,3.26012693161681,4.921521664993639
10747724694.jpg,3.297637842108489,4.973610559246393
107505789.jpg,3.1485085008349945,4.766524610498198
10751799554.jpg,3.25127087709191,4.909223853994184
1075190309.jpg,3.276682203873442,4.944510865058311
10762659033.jpg,3.308421735830189,4.988585431685897
10765812585.jpg,3.203667121073895,4.8431196997426795
10767441335.jpg,3.231815174593386,4.882207020310995
10770026303.jpg,3.1093020828375693,4.712081278296219
10770700455.jpg,3.246473819737524,4.902562501070947
10773126784.jpg,3.246448070062126,4.902526744217774
10775358296.jpg,2.490100154567481,3.85223694660726
10776111906.jpg,3.233956602281074,4.885180677812555
107799222.jpg,3.1502789194504714,4.768983072498611
10783395635.jpg,3.224432766061982,4.87195556300744
10784159775.jpg,3.246939472271121,4.903209121621158
10786271105.jpg,3.2729265294088616,4.939295610950399
10787038944.jpg,3.1326118142859336,4.744449944387204
10787258285.jpg,3.043463087375778,4.6206550658325805
10790803694.jpg,3.265755190990843,4.929337252605838
10791502435.jpg,3.102521484520734,4.70266551461396
10792125886.jpg,3.1915647816976094,4.82631398994467
10798439785.jpg,2.9434474051908985,4.48176997281142
10799367156.jpg,3.22340825215732,4.870532889024299
10799853136.jpg,3.2736957609644985,4.94036379139796
10805317444.jpg,3.267768158544252,4.932132526104917
10806677866.jpg,2.967585139237899,4.515288430769251
10813730303.jpg,3.111814145403512,4.715569611680788
10814874265.jpg,3.230967058908268,4.881029298745265
10819001424.jpg,3.0507054218560405,4.630712011663558
10819132874.jpg,3.2963357158879507,4.971802383595193
10819329365.jpg,3.1900431163509904,4.824200954982597
10827568885.jpg,3.289350252873368,4.96210213799988
10828147985.jpg,3.298212568752822,4.974408643723908
10828395135.jpg,3.115071744634882,4.7200932220026
10829329963.jpg,3.2020767747854784,4.840911292147216
10836905604.jpg,3.2715368508307865,4.937365857192096
10843403305.jpg,3.2227698755611893,4.869646418112945
10847909336.jpg,3.2887198063951697,4.961226679113267
10849117054.jpg,3.2778177629646343,4.94608774006997
10849700404.jpg,3.176891570528209,4.805938282318998
1084984228.jpg,3.173179190264946,4.800783147974764
1085590803.jpg,3.106335058891128,4.707961170451174
10856434794.jpg,3.300381483946184,4.977420471287393
10856757.jpg,3.243088273602053,4.897861219435102
10858952303.jpg,3.238932138881829,4.892089872936062
10861031374.jpg,3.2921813288636805,4.966033464004713
10862487886.jpg,3.0270796120504126,4.597904428683826
10864812016.jpg,3.166345629154371,4.791293838400755
10865798996.jpg,3.2576257514683284,4.9180484432948415
10866463396.jpg,3.209107781007232,4.85067478055032
10866561184.jpg,3.201721844384896,4.8404184240226975
10868390853.jpg,3.245011395243546,4.900531729921408
10872249945.jpg,3.1455844334931538,4.762464153618836
10875461386.jpg,3.06514474578311,4.6507629357083164
10880314705.jpg,3.223003380086244,4.869970670239958
10882856833.jpg,2.894076048336318,4.413211269420744
10883456586.jpg,2.880070490793228,4.3937626877614235
1089100444.jpg,2.922322404098072,4.452435095742583
10893404795.jpg,3.0675027741009746,4.65403737202789
10895044423.jpg,2.797733727883445,4.279427128317374
10897840884.jpg,3.096465125711413,4.694255453929205
10898287705.jpg,3.1850119490480484,4.817214509221197
10898689245.jpg,3.3029032376841965,4.980922262154879
10899733355.jpg,3.2449963828035937,4.900510883149444
10900020096.jpg,3.292656923986112,4.966693891163498
10905088155.jpg,3.295616762013868,4.9708040204035555
10905114716.jpg,3.088788368206611,4.683595253879932
10906887886.jpg,2.950107110502524,4.491017860457568
1090979049.jpg,2.9033044552212246,4.426026141255324
10910262455.jpg,2.7775290842852254,4.251370290186619
10911046243.jpg,3.2411403481140297,4.895156265504954
10911095273.jpg,3.251327619256646,4.909302648045831
10912602716.jpg,3.018996122687156,4.586679427287784
10915557435.jpg,3.1508719137158163,4.769806524000458
10917741563.jpg,3.244391973713908,4.899671580643977
10921653346.jpg,3.175885789934865,4.804541622033192
10921880365.jpg,3.269856780912045,4.935032856388131
10923819485.jpg,3.1299217455820703,4.740714425776445
10925112255.jpg,3.193621125535284,4.829169497190534
10927420963.jpg,3.2845000360908223,4.955366966131818
109293948.jpg,3.269401939859783,4.934401249019434
10931213005.jpg,3.2195754550419835,4.8652105398459895
10932590295.jpg,3.2800296876746757,4.949159292074604
10933722123.jpg,2.881081448523844,4.395166537191731
10936496124.jpg,3.298635736533246,4.974996268536977
10937404313.jpg,3.153130943388291,4.772943487518033
10943636256.jpg,3.1980114079678845,4.835265988967831
109436362569.jpg,3.229637267181188,4.879182705854234
10947519133.jpg,3.1863997743242027,4.819141689422992
10948257133.jpg,2.9032304785358267,4.425923414776751
10953973716.jpg,3.1311198866631464,4.742378204214612
10961758274.jpg,3.263232918858437,4.925834741878706
10967023396.jpg,3.204864690449666,4.844782684291901
10968711744.jpg,3.2747279958471847,4.9417971869872295
10980930876.jpg,3.287028832068536,4.958878536086888
10981006796.jpg,3.162191359007986,4.785525081110782
109825878.jpg,3.0472856041112486,4.6259631393344876
10983119996.jpg,3.292897545560132,4.967028026260721
10990397626.jpg,2.5122416074255334,3.882983302305058
10990887046.jpg,3.010013927030704,4.574206452529939
11004139923.jpg,3.2794751565611677,4.94838925178092
11005410885.jpg,3.2597063512760904,4.920937633185149
11006895124.jpg,3.1303169924415126,4.741263278672719
1100873520.jpg,3.3062221968303884,4.98553107888924
11009340314.jpg,3.287786284311993,4.959930359390929
11010062705.jpg,3.275227014079688,4.9424901402534225
11013892854.jpg,3.170140749259245,4.796563868032884
11016309165.jpg,3.160011209007786,4.782497652521951
11016485883.jpg,3.2849671572745773,4.956015626098342
11018079835.jpg,3.253531322302102,4.912362783174373
1101948952.jpg,3.291498291463366,4.965084975619619
11021514993.jpg,3.252084680119184,4.910353927865348
11021929275.jpg,3.220640498932168,4.86668949511109
11023346856.jpg,3.2438395110388107,4.898904412652463
11031973684.jpg,3.258095013972552,4.918700076769979
11033459414.jpg,3.302449280339649,4.980291881932019
110356262.jpg,2.7072280659630685,4.153747964808618
11035760784.jpg,3.256800529299888,4.916902512425569
1103755154.jpg,3.237751221626734,4.890450012073833
11051034136.jpg,3.2408180056760827,4.894708650106039
11051374673.jpg,3.140510579193071,4.7554184312776115
11051749575.jpg,3.1605735200760456,4.783278496318804
11054039594.jpg,3.0283231708592524,4.599631275684917
11054638863.jpg,3.3043729175347387,4.982963108333147
11054899145.jpg,3.250291578675581,4.907863967737587
11054955216.jpg,3.051552757678511,4.631888650286154
11058112996.jpg,3.1390461091169115,4.753384819564819
11060185873.jpg,3.1779561120648374,4.80741653999929
11061633946.jpg,2.9313895723435905,4.465026066255483
11062902804.jpg,3.2448614625599834,4.9003235284249165
11063650646.jpg,3.287281089249237,4.95922882877341
11068654734.jpg,2.901810823464972,4.423952034666488
11071132393.jpg,3.293003840609984,4.967175631091922
11078122366.jpg,2.9430642449120654,4.481237903741798
11079282234.jpg,3.2548488941393234,4.91419240712111
11081975613.jpg,3.0944578270290624,4.691468052412469
11087687983.jpg,3.2273649690949657,4.87602731737732
11089447095.jpg,3.1886082116701733,4.82220839875823
11095381506.jpg,3.0978808530632023,4.696221379878521
11097661494.jpg,3.25904648058361,4.920021314858813
11098121724.jpg,3.299654727887169,4.976411273723021
11109548195.jpg,3.1862740583708256,4.818967116081116
11111585533.jpg,3.2721654071644526,4.93823869136133
11118140253.jpg,3.252331900830443,4.910697226743383
11124139926.jpg,3.260132221463868,4.921529010650687
11126091314.jpg,3.1455391060843727,4.762401210475847
11126232436.jpg,3.173342401707236,4.801009788795977
11126652126.jpg,3.1331108183355347,4.745142877958548
11139368236.jpg,3.2437162520179736,4.89873325108859
11139580153.jpg,2.3659702112856245,3.6798659909450855
11141708043.jpg,3.293906711465418,4.968429387502955
11143825565.jpg,3.2736821541798165,4.94034489656552
11148529964.jpg,3.230357442059136,4.88018276457233
11149566996.jpg,3.2437748014067616,4.898814554711487
11150131936.jpg,3.128474515630957,4.738704754273011
11153943035.jpg,3.1000709421423984,4.699262610202047
11155257336.jpg,3.1995421939124977,4.837391689094738
11156365526.jpg,3.0107804542838696,4.575270877693409
11158314215.jpg,2.9963376984328107,4.555215187965189
11159983896.jpg,3.2998411506018286,4.976670146486783
11163249414.jpg,3.301980927025289,4.979641510988076
11165746213.jpg,3.270473082004182,4.935888672522568
11169904264.jpg,3.180013060399963,4.810272886670361
11170758174.jpg,3.289417212023928,4.96219511969686
11170786154.jpg,3.047686956085842,4.6265204699961195
11172371243.jpg,3.309219620741091,4.989693401132788
11175382195.jpg,3.3069516962309944,4.9865440859487205
11175538013.jpg,3.254285112562094,4.913409521326736
1117582514.jpg,3.163472071296484,4.787303520665816
11183022383.jpg,3.283188592290921,4.953545851780924
11201160185.jpg,3.305786433134632,4.984925962970434
11208321473.jpg,3.1807550050637445,4.811303175634999
11209059333.jpg,3.289148732843815,4.9618223006039965
11209188974.jpg,3.259646884373957,4.920855055472794
11209221046.jpg,3.1973208023806503,4.834306991147402
11209649786.jpg,3.2891241251725702,4.9617881295756625
11215941184.jpg,3.257553013888966,4.9179474374800005
11216436636.jpg,3.2814489739209804,4.951130160022866
11218793016.jpg,3.2437236058184684,4.898743462819825
11219420725.jpg,3.2681579273862003,4.932673772044436
11221904805.jpg,3.2925657907803867,4.966567340571851
11226958966.jpg,3.2238678117207678,4.871171048674105
11229777185.jpg,3.0745087928392856,4.663766161982846
11232665444.jpg,1.825929452819663,2.929947484804033
11239106136.jpg,2.988213073576313,4.543933064459088
11241096796.jpg,3.308602580951707,4.988836559218857
11242015725.jpg,3.1904329236856466,4.824742254374366
11245083256.jpg,2.789814774688184,4.268430607300589
11245781693.jpg,3.2337063936906443,4.884833229866418
11250215644.jpg,3.2523181395727345,4.910678117404576
11251138933.jpg,3.1720908517415687,4.799271845009511
11252383376.jpg,3.252216067318102,4.910536376486853
11252644224.jpg,3.021838268433733,4.590626125123263
11253432804.jpg,3.012636147146651,4.5778477543415095
11256485296.jpg,3.1620396236246098,4.785314376325547
11256776836.jpg,2.9688639794118057,4.517064270643881
11260247205.jpg,3.2949452646083497,4.969871556837928
11260270773.jpg,3.2470415468237164,4.903350865729909
11260385706.jpg,3.170130261507717,4.796549304393316
11262156493.jpg,3.261558943643113,4.923510204382021
11264048414.jpg,3.2986833947831524,4.975062448363248
11268202995.jpg,3.1640759394849347,4.788142072057892
11269474243.jpg,3.264316340417709,4.927339216984546
11269626135.jpg,3.242142445459617,4.89654781111078
11270256213.jpg,3.294594902368173,4.969385032212439
11270280904.jpg,3.299470153217028,4.976154967215162
11273127766.jpg,3.310274239351539,4.991157879508721
11273190884.jpg,3.27711281811213,4.945108830270266
11275584366.jpg,3.01216441115003,4.577192686092802
1127644406.jpg,3.151867681837942,4.771189280636696
11287273183.jpg,3.236108249036162,4.888168525849992
11288559554.jpg,3.308441425328024,4.988612773175538
11291450085.jpg,3.218803689897536,4.864138841172986
11292980633.jpg,3.3013184379518226,4.978721556691071
11293176185.jpg,3.2574931699034373,4.9178643361371375
11293946974.jpg,3.259076189564926,4.9200625697354825
11294894953.jpg,3.296677156384865,4.972276519192124
11295475784.jpg,3.3013417696273706,4.9787539558294664
11297504114.jpg,3.220046273506308,4.865864333978923
11297570034.jpg,3.070922487100942,4.658786098904824
11301386435.jpg,3.200078832251595,4.838136882888512
11302087114.jpg,3.0593842852932696,4.642763769242628
1130601148.jpg,3.248808194070193,4.905804090682261
