image_name,Noise_Score
10280683815.jpg,3.1189477756758066
10280835505.jpg,3.274651674791137
102825508.jpg,2.552045511607238
10283619534.jpg,3.272199213921658
10287677265.jpg,3.0472684879179113
10289468185.jpg,3.239233183608034
10290759976.jpg,3.199206879542615
1029470257.jpg,3.307980303451375
10295875445.jpg,3.1191069857747156
10296038236.jpg,3.2739657398328
10299438733.jpg,3.236435075613249
102995966.jpg,3.07294300000955
10316734944.jpg,3.285643872597511
10319186405.jpg,3.241291018077016
10319713194.jpg,3.30294907692093
10325321.jpg,3.2173517612127434
10327985614.jpg,3.239656570822472
10329149264.jpg,3.28372491406291
10329235193.jpg,3.153681460597337
10330831494.jpg,3.1686613878198138
10335072144.jpg,3.2565374878997986
10336689775.jpg,3.3031922105789118
103400056.jpg,3.2515769823747025
10342569703.jpg,2.989597351250392
10344523015.jpg,3.2656506238874403
10344921126.jpg,3.292962327945583
1034624333.jpg,3.2904942400873534
10346758803.jpg,3.257680690848691
10346796664.jpg,3.276130321370312
10349956885.jpg,3.232943501653841
10350497833.jpg,3.2063656717851448
10351189716.jpg,3.2638879877076707
10353620913.jpg,3.169013648410978
10358252894.jpg,3.1269547431165936
10362672006.jpg,3.231005559107201
10366373284.jpg,3.222939193930575
1036840624.jpg,3.298338200534632
10371125786.jpg,3.02339200816734
10371211803.jpg,3.2852900560201057
10372323314.jpg,3.298681312482115
10373546175.jpg,3.2603321691622433
10375167904.jpg,3.2307297689279437
10382843045.jpg,3.220360251650467
10387390396.jpg,3.169050652715253
10387844376.jpg,2.9990500991684605
10388184626.jpg,3.0574276864801977
10395523125.jpg,3.158789691714075
10397166423.jpg,3.27665626584246
10397631976.jpg,3.204151234025108
10399580503.jpg,3.3092369996798237
10403509543.jpg,3.2157197463570615
10407720764.jpg,3.3025213332747594
10408374535.jpg,3.260553461217075
10408474376.jpg,3.2528620450932326
10409059825.jpg,3.177768871638383
10410038143.jpg,3.146593184593648
10412894895.jpg,3.2638761547263435
10414716033.jpg,3.272176001016657
10415628976.jpg,2.8801909558646805
10415631353.jpg,3.029106270675026
104219737.jpg,3.2275172272743067
10422425365.jpg,3.1888662433443358
10422776735.jpg,3.295320073887021
10423472445.jpg,3.2541536245526412
10429780626.jpg,3.2562576400276964
10430002553.jpg,3.2855112526775834
10430335945.jpg,3.2957980877950774
10440370734.jpg,2.8760527181017714
10442628686.jpg,3.029156940425059
10446770756.jpg,3.221317246054433
10446810546.jpg,3.243620218214266
10451177016.jpg,3.1722988173941964
10453950204.jpg,3.2147541343045134
10458591.jpg,3.2754121988879916
10458703674.jpg,2.840225495982139
10459022813.jpg,3.2441798846955923
10463545414.jpg,2.9824400689597983
10463583515.jpg,3.288443048951825
10464940425.jpg,3.2975604927463493
10465121613.jpg,3.2671815607723236
10465293055.jpg,3.2527159908851626
10466350116.jpg,3.2467593719305796
10466453556.jpg,2.8078515482641375
10468110795.jpg,3.1560183398895028
10468540574.jpg,3.2718794402670532
10469774844.jpg,3.3097319300278123
10471406506.jpg,3.213823590240686
10474002734.jpg,3.2922837833992755
10475435053.jpg,3.302051734775544
10475658035.jpg,3.1536639817493253
10481974434.jpg,2.8718036013923207
10486107003.jpg,3.2633655819688183
10490369963.jpg,2.483643039865738
10491358066.jpg,2.973853025158901
10491423125.jpg,3.204652323010439
10492897986.jpg,3.1724890298037405
10505275743.jpg,2.9870638284073383
10506082433.jpg,2.5520636725236656
10512432565.jpg,3.2595635534575393
10513907744.jpg,3.1892642194107914
10516786036.jpg,3.1821129312383523
10517436165.jpg,3.028028751136951
10520192995.jpg,2.8762296397421387
10525460645.jpg,3.2246601760613665
10526881085.jpg,3.2714322538848464
10530470795.jpg,3.307094174248924
10532663625.jpg,3.2613768080976424
10534454676.jpg,3.2927510858671702
10535849673.jpg,3.089391553878217
10536668436.jpg,3.1205040379232063
10538085833.jpg,3.1452349025397197
10539008983.jpg,3.275026590264389
10539142034.jpg,3.2919371718526094
10539341593.jpg,3.2787406298142603
10544775715.jpg,2.9152259848838185
10544833625.jpg,3.105334914355497
10544945153.jpg,2.89255506586834
10554234623.jpg,3.21060399209178
10556629035.jpg,3.176935606805353
10558118243.jpg,3.288949665213339
105620456.jpg,3.255814957622265
10567114974.jpg,2.951091483137729
10567188645.jpg,2.9446396839153035
10568567754.jpg,3.270613964936116
10569725133.jpg,3.3046404768651314
1057328504.jpg,2.861094860042483
10574233584.jpg,2.98718514993371
10575593285.jpg,3.195594823953371
10576676414.jpg,3.2820066271401576
10579282866.jpg,3.168677084073707
1057997640.jpg,3.2442944999743553
10581525775.jpg,3.2884969965915722
10582113466.jpg,3.1776770094139604
10583786994.jpg,2.8413491367087627
10586872235.jpg,3.3015657285243467
10589450596.jpg,2.7786896263775223
1059399148.jpg,3.2347474123619726
10597114264.jpg,3.2484330893672535
10602786066.jpg,2.9140896830685037
10603218265.jpg,3.2831813503147256
10604417276.jpg,3.2986084233292523
10605846204.jpg,3.291363368116789
10609356094.jpg,3.3060639453192486
10614052044.jpg,3.293082432323807
10615424764.jpg,3.3145378812542603
10617981003.jpg,3.1239118621325392
10619909515.jpg,3.2169235735113855
10620203775.jpg,3.0478375793262042
10620356404.jpg,3.2732500512589233
1062133952.jpg,3.123952717726082
10625988224.jpg,3.2170001412087856
10628337356.jpg,3.24781994619193
10628497685.jpg,2.811990652902912
10628645805.jpg,3.2728298032895307
10631219374.jpg,3.2772721693274853
10631630073.jpg,3.0341204188676176
1063351510.jpg,3.260251089456526
10633933603.jpg,3.0407782792815716
10635160054.jpg,3.2331854245893545
1063722220.jpg,3.3069616067740437
10642085843.jpg,3.2408145505998895
10644234544.jpg,3.1699176712759076
106456452.jpg,2.588980091403382
10660362264.jpg,3.109349655122857
10660571735.jpg,3.3090204999760022
10660620125.jpg,3.167503966258259
106652866.jpg,3.29196578380815
10665464526.jpg,3.2445560261372197
10676427864.jpg,3.3146472079805225
1067765170.jpg,2.971658226767298
10678199353.jpg,3.138335414259398
10678350303.jpg,3.1983603937610408
10679134563.jpg,2.285241233371643
10680153225.jpg,3.126940820129608
10680502673.jpg,3.084080202886698
10680715605.jpg,3.201267663105906
10680932454.jpg,3.207316081439963
10683218616.jpg,3.135987047420125
10686332213.jpg,3.2502599246941415
10689376076.jpg,3.20487880641441
10689538413.jpg,3.1766013472996484
10689722684.jpg,3.245350372795137
10690294454.jpg,3.266271206202923
10692654005.jpg,3.270568552350774
10692667386.jpg,3.2220262279847294
10692857705.jpg,3.2460806606261503
10693826785.jpg,3.309765948140896
10694350076.jpg,3.298878527072487
10698962263.jpg,3.274434656058414
10705911926.jpg,3.0305307304527354
10706770686.jpg,3.21004039492572
10713772814.jpg,3.220215605508086
10714662986.jpg,3.2463723554299335
10715577856.jpg,2.766924542130619
10721124556.jpg,3.258134399471505
10723077086.jpg,3.2886604121934617
10724461514.jpg,2.9567765331356224
10724889206.jpg,3.2823124468153893
10728525673.jpg,3.281232288585615
10730634575.jpg,3.2820171379433614
10732971054.jpg,3.171307185163835
10733259996.jpg,3.26534293235947
10737029565.jpg,3.1273815701783416
10740242265.jpg,3.2612582971527218
10740725955.jpg,3.301098830622278
10740727595.jpg,3.2943147215708173
10745415703.jpg,3.2898909209775287
10745932825.jpg,3.26012693161681
10747724694.jpg,3.2976378421084895
107505789.jpg,3.1485085008349945
10751799554.jpg,3.25127087709191
1075190309.jpg,3.276682203873442
10762659033.jpg,3.308421735830189
10765812585.jpg,3.203667121073895
10767441335.jpg,3.231815174593386
10770026303.jpg,3.1093020828375693
10770700455.jpg,3.246473819737524
10773126784.jpg,3.246448070062126
10775358296.jpg,2.4901001545674806
10776111906.jpg,3.233956602281074
107799222.jpg,3.1502789194504714
10783395635.jpg,3.224432766061982
10784159775.jpg,3.246939472271121
10786271105.jpg,3.2729265294088616
10787038944.jpg,3.1326118142859336
10787258285.jpg,3.0434630873757786
10790803694.jpg,3.265755190990843
10791502435.jpg,3.102521484520734
10792125886.jpg,3.1915647816976094
10798439785.jpg,2.9434474051908985
10799367156.jpg,3.22340825215732
10799853136.jpg,3.2736957609644985
10805317444.jpg,3.2677681585442517
10806677866.jpg,2.967585139237899
10813730303.jpg,3.111814145403512
10814874265.jpg,3.230967058908268
10819001424.jpg,3.0507054218560405
10819132874.jpg,3.2963357158879507
10819329365.jpg,3.1900431163509904
10827568885.jpg,3.2893502528733674
10828147985.jpg,3.298212568752822
10828395135.jpg,3.115071744634882
10829329963.jpg,3.2020767747854784
10836905604.jpg,3.2715368508307865
10843403305.jpg,3.2227698755611893
10847909336.jpg,3.2887198063951697
10849117054.jpg,3.2778177629646343
10849700404.jpg,3.176891570528209
1084984228.jpg,3.173179190264946
1085590803.jpg,3.106335058891128
10856434794.jpg,3.3003814839461842
10856757.jpg,3.243088273602053
10858952303.jpg,3.238932138881829
10861031374.jpg,3.2921813288636805
10862487886.jpg,3.0270796120504126
10864812016.jpg,3.166345629154371
10865798996.jpg,3.2576257514683284
10866463396.jpg,3.2091077810072317
10866561184.jpg,3.2017218443848954
10868390853.jpg,3.245011395243546
10872249945.jpg,3.1455844334931538
10875461386.jpg,3.06514474578311
10880314705.jpg,3.2230033800862437
10882856833.jpg,2.894076048336318
10883456586.jpg,2.880070490793228
1089100444.jpg,2.9223224040980718
10893404795.jpg,3.0675027741009746
10895044423.jpg,2.797733727883445
10897840884.jpg,3.096465125711413
10898287705.jpg,3.1850119490480484
10898689245.jpg,3.3029032376841965
10899733355.jpg,3.2449963828035937
10900020096.jpg,3.2926569239861117
10905088155.jpg,3.295616762013868
10905114716.jpg,3.088788368206611
10906887886.jpg,2.9501071105025236
1090979049.jpg,2.9033044552212246
10910262455.jpg,2.7775290842852254
10911046243.jpg,3.2411403481140297
10911095273.jpg,3.251327619256646
10912602716.jpg,3.018996122687156
10915557435.jpg,3.1508719137158163
10917741563.jpg,3.244391973713908
10921653346.jpg,3.175885789934865
10921880365.jpg,3.269856780912045
10923819485.jpg,3.1299217455820703
10925112255.jpg,3.1936211255352838
10927420963.jpg,3.2845000360908223
109293948.jpg,3.269401939859783
10931213005.jpg,3.2195754550419835
10932590295.jpg,3.2800296876746753
10933722123.jpg,2.881081448523844
10936496124.jpg,3.298635736533246
10937404313.jpg,3.153130943388291
10943636256.jpg,3.1980114079678845
109436362569.jpg,3.2296372671811877
10947519133.jpg,3.1863997743242027
10948257133.jpg,2.9032304785358267
10953973716.jpg,3.1311198866631464
10961758274.jpg,3.263232918858437
10967023396.jpg,3.204864690449666
10968711744.jpg,3.2747279958471847
10980930876.jpg,3.287028832068536
10981006796.jpg,3.162191359007986
109825878.jpg,3.0472856041112486
10983119996.jpg,3.292897545560132
10990397626.jpg,2.5122416074255334
10990887046.jpg,3.0100139270307036
11004139923.jpg,3.2794751565611673
11005410885.jpg,3.2597063512760904
11006895124.jpg,3.1303169924415126
1100873520.jpg,3.3062221968303884
11009340314.jpg,3.287786284311993
11010062705.jpg,3.2752270140796877
11013892854.jpg,3.170140749259245
11016309165.jpg,3.160011209007786
11016485883.jpg,3.2849671572745773
11018079835.jpg,3.253531322302102
1101948952.jpg,3.291498291463366
11021514993.jpg,3.252084680119184
11021929275.jpg,3.220640498932168
11023346856.jpg,3.2438395110388107
11031973684.jpg,3.258095013972552
11033459414.jpg,3.3024492803396495
110356262.jpg,2.7072280659630685
11035760784.jpg,3.2568005292998876
1103755154.jpg,3.237751221626734
11051034136.jpg,3.2408180056760827
11051374673.jpg,3.140510579193071
11051749575.jpg,3.1605735200760456
11054039594.jpg,3.0283231708592524
11054638863.jpg,3.3043729175347387
11054899145.jpg,3.250291578675581
11054955216.jpg,3.051552757678511
11058112996.jpg,3.1390461091169115
11060185873.jpg,3.1779561120648374
11061633946.jpg,2.9313895723435905
11062902804.jpg,3.2448614625599834
11063650646.jpg,3.2872810892492375
11068654734.jpg,2.901810823464972
11071132393.jpg,3.293003840609984
11078122366.jpg,2.9430642449120654
11079282234.jpg,3.2548488941393234
11081975613.jpg,3.0944578270290624
11087687983.jpg,3.2273649690949657
11089447095.jpg,3.1886082116701733
11095381506.jpg,3.0978808530632023
11097661494.jpg,3.25904648058361
11098121724.jpg,3.2996547278871695
11109548195.jpg,3.1862740583708256
11111585533.jpg,3.2721654071644526
11118140253.jpg,3.252331900830443
11124139926.jpg,3.260132221463868
11126091314.jpg,3.1455391060843727
11126232436.jpg,3.1733424017072362
11126652126.jpg,3.1331108183355347
11139368236.jpg,3.2437162520179736
11139580153.jpg,2.3659702112856245
11141708043.jpg,3.293906711465418
11143825565.jpg,3.2736821541798165
11148529964.jpg,3.2303574420591357
11149566996.jpg,3.2437748014067616
11150131936.jpg,3.1284745156309572
11153943035.jpg,3.1000709421423984
11155257336.jpg,3.1995421939124977
11156365526.jpg,3.0107804542838696
11158314215.jpg,2.9963376984328107
11159983896.jpg,3.2998411506018286
11163249414.jpg,3.301980927025289
11165746213.jpg,3.270473082004182
11169904264.jpg,3.180013060399963
11170758174.jpg,3.2894172120239276
11170786154.jpg,3.047686956085842
11172371243.jpg,3.309219620741091
11175382195.jpg,3.3069516962309944
11175538013.jpg,3.254285112562094
1117582514.jpg,3.163472071296484
11183022383.jpg,3.283188592290921
11201160185.jpg,3.3057864331346316
11208321473.jpg,3.1807550050637445
11209059333.jpg,3.289148732843815
11209188974.jpg,3.259646884373957
11209221046.jpg,3.1973208023806503
11209649786.jpg,3.2891241251725702
11215941184.jpg,3.257553013888966
11216436636.jpg,3.2814489739209804
11218793016.jpg,3.2437236058184684
11219420725.jpg,3.2681579273862003
11221904805.jpg,3.2925657907803867
11226958966.jpg,3.2238678117207673
11229777185.jpg,3.0745087928392856
11232665444.jpg,1.825929452819663
11239106136.jpg,2.988213073576313
11241096796.jpg,3.308602580951707
11242015725.jpg,3.1904329236856466
11245083256.jpg,2.7898147746881836
11245781693.jpg,3.2337063936906443
11250215644.jpg,3.2523181395727345
11251138933.jpg,3.1720908517415687
11252383376.jpg,3.252216067318102
11252644224.jpg,3.021838268433733
11253432804.jpg,3.012636147146651
11256485296.jpg,3.1620396236246098
11256776836.jpg,2.9688639794118057
11260247205.jpg,3.2949452646083497
11260270773.jpg,3.2470415468237164
11260385706.jpg,3.170130261507717
11262156493.jpg,3.261558943643113
11264048414.jpg,3.2986833947831524
11268202995.jpg,3.1640759394849347
11269474243.jpg,3.264316340417709
11269626135.jpg,3.242142445459617
11270256213.jpg,3.294594902368173
11270280904.jpg,3.299470153217028
11273127766.jpg,3.310274239351539
11273190884.jpg,3.27711281811213
11275584366.jpg,3.01216441115003
1127644406.jpg,3.151867681837942
11287273183.jpg,3.236108249036162
11288559554.jpg,3.3084414253280237
11291450085.jpg,3.218803689897536
11292980633.jpg,3.3013184379518226
11293176185.jpg,3.2574931699034373
11293946974.jpg,3.259076189564926
11294894953.jpg,3.296677156384865
11295475784.jpg,3.3013417696273706
11297504114.jpg,3.2200462735063073
11297570034.jpg,3.070922487100942
11301386435.jpg,3.200078832251595
11302087114.jpg,3.0593842852932696
1130601148.jpg,3.248808194070193
11307198154.jpg,3.247383390491901
11310848503.jpg,3.285152518424713
11316105544.jpg,3.259536468701894
11320098306.jpg,3.168024217890334
11321228905.jpg,3.25300673092506
11324704676.jpg,2.952059323064754
11325081573.jpg,2.9275850235581604
11327123904.jpg,3.2857258985196722
11333447674.jpg,3.2808065430250988
11333611705.jpg,3.101060888566005
11333782783.jpg,3.305598716005269
11335231214.jpg,3.2698826799627003
11338371864.jpg,3.2860877555702555
11339056674.jpg,3.23300483575194
11341117543.jpg,3.2545192962088034
11346267905.jpg,3.2217349329903424
11347140483.jpg,3.3087798667806663
11353895754.jpg,3.2680797613765495
11356760053.jpg,3.286973679444783
113663782.jpg,3.303711106312397
11369797883.jpg,3.2361055606611906
113701797.jpg,3.2850252942820326
11370407443.jpg,2.883139677424829
11372421485.jpg,3.1758651311644925
11378848184.jpg,3.2736005181764867
11381486584.jpg,2.8074065660949987
11382799454.jpg,3.2626503915737413
11389102005.jpg,3.106351002203933
11389330254.jpg,3.3008534658221524
11393787465.jpg,2.886440165978277
11396447303.jpg,3.3043666337879323
11399456186.jpg,3.2848906797324826
11404463006.jpg,3.0808163069332917
11406584295.jpg,3.180978024865855
11407368256.jpg,3.2636861066492937
11407704456.jpg,3.1981130914058333
11407835876.jpg,3.2750427751350895
11407862453.jpg,3.2280939841417293
11408091114.jpg,3.235701971377315
11408307524.jpg,3.258551742734147
11408357925.jpg,3.2365002774585037
11408443745.jpg,3.2279236943882967
11410644126.jpg,3.2701689861785397
11410690075.jpg,3.220318541068533
11414474354.jpg,3.1978324431715954
11414784395.jpg,3.0374900150467123
11416241303.jpg,3.173632876028492
11419816946.jpg,3.2875114021818224
11424871693.jpg,3.2985484687089937
11426976205.jpg,2.616680026986085
11432746805.jpg,3.2125694431734875
11433127464.jpg,3.2585786701678305
11433593823.jpg,2.827737048844787
11436378704.jpg,3.282545302946918
11436390143.jpg,3.1353352876138736
11436508006.jpg,3.2832417911700897
11437542656.jpg,2.9780709790415756
11438612393.jpg,2.069506290157186
11439591215.jpg,2.317481492095318
11446005074.jpg,2.9803161187084353
11452299875.jpg,3.087359203558565
11453100924.jpg,3.2768999717144744
11456199025.jpg,3.215523527181645
11457744603.jpg,3.1936935303608465
114577446033.jpg,3.203487928185215
11459826225.jpg,3.25011890992225
11460414725.jpg,3.2284523584176252
11461273913.jpg,3.280903896261897
11474376103.jpg,2.0189233298840303
11476172786.jpg,3.2485390368024163
11477250346.jpg,3.2222887809651564
11484412296.jpg,3.261968366193001
11490304024.jpg,3.2520789904731977
11495616074.jpg,3.205494258694655
11498400544.jpg,3.2480110446476367
11499073263.jpg,2.720637561688344
11501016504.jpg,2.980299382489255
11501322724.jpg,3.253820956779032
11503076944.jpg,3.161108070930416
11504259765.jpg,3.0416111415728224
11504601393.jpg,3.2422495274534526
11506037556.jpg,3.044929880030855
11509515706.jpg,2.740637766243376
11511265293.jpg,3.3007970378475164
11514342335.jpg,3.267735971615016
11515148456.jpg,3.2985912582001866
11518631385.jpg,2.947485660304551
11519797605.jpg,3.281057710325161
11520125355.jpg,3.25205930442562
11521791886.jpg,3.037470471382667
11522920033.jpg,3.027910457883266
11522984926.jpg,3.237193269636302
11523093675.jpg,3.2364465418106914
1152554814.jpg,3.1987385100375967
11527524903.jpg,2.941140782459179
115290990.jpg,2.5315048905918776
11529156723.jpg,3.2417499175261035
11533404563.jpg,3.2155974690115485
11535275706.jpg,3.2105115764907826
11541375264.jpg,3.2487611436884656
1154145143.jpg,3.3052914516809864
11546100824.jpg,3.1406348946793017
11548683805.jpg,2.638320628557775
1154962046.jpg,2.7785256648726993
11551017545.jpg,3.095916311315138
11554709013.jpg,3.210349320681903
11555549865.jpg,3.2672354567962234
11559530473.jpg,3.237119024972685
1159028861.jpg,3.2737794343926065
1166073016.jpg,3.123558809214032
11706252.jpg,3.1929332430212316
117172917.jpg,2.8868544812835744
1172858625.jpg,3.2331108610327597
1194894463.jpg,3.0176681345117906
1195689121.jpg,2.6726396057590662
1202598832.jpg,3.297763910696453
120328351.jpg,2.89987988416266
120459577.jpg,3.097547819229435
120983206.jpg,3.2299134854443814
121123359.jpg,3.266802788809777
12223016903.jpg,3.2039269018652803
122230169039.jpg,3.214267210140042
122346209.jpg,2.879631139198045
122553631.jpg,3.131110148755427
122760647.jpg,3.311302110490729
123242995.jpg,3.27683726805828
1240561841.jpg,3.2749126450764905
1241002913.jpg,3.2615768674526624
1249337589.jpg,3.254474310696411
1252305847.jpg,2.8415032791688404
1252945239.jpg,2.904390752677605
125792926.jpg,3.2007437477052356
1258043245.jpg,3.2992389526903985
125829275.jpg,3.0716914843424004
1262002118.jpg,3.1827900060054137
12624585124.jpg,3.250408187399655
126245851242.jpg,3.2059540475000112
1266777709.jpg,3.2681626100651116
1275089910.jpg,3.282049999579911
127977276.jpg,3.295872878186609
128079586.jpg,2.9162739440765826
128293583.jpg,3.2531796618010365
1286765019.jpg,3.019151831864658
128715765.jpg,3.3035340315705763
128781220.jpg,2.936515896263545
1288155068.jpg,3.134297250823618
1289162225.jpg,3.3031498121736185
129023751.jpg,3.3034871857647303
1292518332.jpg,3.304006039355487
12949713.jpg,3.221092966159789
1295925783.jpg,2.748207083877194
1296759644.jpg,2.963501248822622
1296775174.jpg,3.2735251630674203
1297819816.jpg,3.245604428931445
1302738127.jpg,3.2319115883335474
1306121832.jpg,2.006499458832117
1306193020.jpg,3.2327142669854236
13086788855.jpg,3.0958834400314164
130867888559.jpg,3.265162234295964
131182190.jpg,3.2867773823768225
1312413141.jpg,3.0060637291240013
1313706108.jpg,3.0599511249918194
1314838096.jpg,3.121694487149142
1315889745.jpg,2.781630898538408
1316239068.jpg,3.2795174109463154
1317678723.jpg,3.11420216052905
132921013.jpg,3.0350695193026187
1329449674.jpg,3.113211029911554
1329713028.jpg,3.221516224152916
1331642031.jpg,3.057835920365024
1332211559.jpg,1.9201775814744853
13325497.jpg,3.2917864519305464
133829142.jpg,2.2037453305108894
1341717001.jpg,3.2078035585663827
134343714.jpg,3.2548822465421665
1348094685.jpg,3.14694975226028
1348788122.jpg,3.3130130020270734
1351464251.jpg,3.1474174262100867
1351917139.jpg,3.1619779963238237
1352428885.jpg,3.2960023493059563
135352055.jpg,2.2098092226224697
135403304.jpg,1.841034096845819
1357295757.jpg,3.282855265367754
1360063696.jpg,3.2904752023545996
1360663704.jpg,3.2177445544262913
1362231035.jpg,3.2236131503279744
136287514.jpg,3.228251996426801
1367218588.jpg,2.734198623567737
1368120580.jpg,3.2547226764268338
136948336.jpg,3.2934505991771736
13695832255.jpg,3.2391972943850362
136958322558.jpg,3.2398991588802755
1375320148.jpg,3.2962921537757257
137731604.jpg,3.0465402420416865
137841242.jpg,3.280624282468496
138058796.jpg,3.1407103726544214
138750201.jpg,3.293482986087586
1387568510.jpg,2.8866513893250936
1392405539.jpg,3.2657584099458603
139253033.jpg,3.2931746690761514
139463188.jpg,3.2581545841262045
1396109073.jpg,3.306810904353849
139611767.jpg,2.9944427454674027
1396758393.jpg,3.293367975465939
139999071.jpg,3.137007757071034
1402675396.jpg,3.220221776558599
1404458044.jpg,2.543229198163422
1408118135.jpg,3.242804752729729
1408827056.jpg,3.303731827410699
14092652.jpg,3.0763709225054576
1410303503.jpg,3.042850759881077
141087919.jpg,3.223351770840674
1413089132.jpg,2.3625044089537397
141683460.jpg,3.301955254469915
1418012844.jpg,2.0709821974852325
1418015310.jpg,3.244023803677644
142117255.jpg,3.1915256477047933
142607218.jpg,3.113753968352432
1427484100.jpg,3.3066637752765633
1428835063.jpg,3.258697440772604
1429120335.jpg,3.301503849021625
1429419760.jpg,3.1081088025803076
1429848565.jpg,3.231800498071573
1430765461.jpg,3.2293179404269328
1431934782.jpg,3.2710807129898107
143394138.jpg,3.2927559052377635
1434258458.jpg,3.255669970018767
1435966034.jpg,3.2728821694760253
143622689.jpg,3.3033821459067845
143643298.jpg,2.3647130440858515
143899204.jpg,3.27255981932327
144272742.jpg,3.054495660506687
1446670895.jpg,3.263688573225137
145089144.jpg,3.057596229445883
145215893.jpg,2.7859613938093712
145517507.jpg,3.298490110805197
1459611891.jpg,2.831227372414933
1461013559.jpg,3.271699407098117
1465282532.jpg,3.273633528238527
1465706268.jpg,3.24713226611064
1466864952.jpg,3.0295566605731583
146926363.jpg,3.279830663250939
1473138944.jpg,3.057437553695541
1474406158.jpg,3.239018994267539
147639760.jpg,3.139520585084231
147783170.jpg,2.9319309474257516
1487386722.jpg,3.288689475577657
14898266.jpg,3.2474379122574195
1490095554.jpg,2.494257568865205
1492755190.jpg,3.1874853925412747
1494601659.jpg,3.117039556597863
149795981.jpg,3.0946880749531456
149836125.jpg,2.378120713183792
149867784.jpg,3.2366408298906766
