image_name,Sharpness_Score
10353620913.jpg,742.5127867078409
10358252894.jpg,976.5846725081141
10362672006.jpg,6059.200138005092
10366373284.jpg,689.7231575175084
1036840624.jpg,40.126899629727845
10371125786.jpg,624.6364142463232
10371211803.jpg,2112.3628691664326
10372323314.jpg,10766.598604399298
10373546175.jpg,214.54347605009875
10375167904.jpg,206.96863745639305
10382843045.jpg,61.94650969312837
10387390396.jpg,541.191840851369
10387844376.jpg,678.4706287532011
10388184626.jpg,192.55258685451312
10395523125.jpg,127.37611105725067
10397166423.jpg,767.2584167337045
10397631976.jpg,234.25177131996801
10399580503.jpg,3371.056751921747
10403509543.jpg,448.07183978828203
10407720764.jpg,115.65673302525344
10408374535.jpg,39.81293089925828
10408474376.jpg,974.1694782616105
10409059825.jpg,808.1626739252565
10410038143.jpg,603.6678466730647
10412894895.jpg,881.9912510299018
10414716033.jpg,5106.67519078401
10415628976.jpg,17.152679416868423
10415631353.jpg,28.138520538781048
104219737.jpg,1880.97100828588
10422425365.jpg,2067.949006780879
10422776735.jpg,1685.6916556950248
10423472445.jpg,1250.0753158191994
10429780626.jpg,5208.998235369617
10430002553.jpg,5193.186972131227
10430335945.jpg,123.39841864193374
10440370734.jpg,77.00645196559425
10442628686.jpg,34.10139297111891
10446770756.jpg,852.186558512324
10446810546.jpg,1418.5609318419204
10451177016.jpg,918.546570316552
10453950204.jpg,855.0059456996775
10458591.jpg,507.1125401425849
10458703674.jpg,94.95414113336138
10459022813.jpg,2459.782002068823
10463545414.jpg,49.081423883403964
10463583515.jpg,1805.8843587586246
10464940425.jpg,1705.5214233665163
10465121613.jpg,1934.2004500230153
10465293055.jpg,4718.59405217876
10466350116.jpg,2215.014970332281
10466453556.jpg,48.233500156137644
10468110795.jpg,184.15011554294165
10468540574.jpg,3364.9731653313825
10469774844.jpg,1538.027410174306
10471406506.jpg,621.954251305485
10474002734.jpg,4662.8896319108435
10475435053.jpg,1034.8006655564532
10475658035.jpg,386.14485502201654
10481974434.jpg,272.3557293410931
10486107003.jpg,1854.333306147381
10490369963.jpg,272.25783778579597
10491358066.jpg,127.3115426198476
10491423125.jpg,2666.028797942499
10492897986.jpg,1410.8216130197204
10505275743.jpg,939.2881407612517
10506082433.jpg,49.163126358115626
10512432565.jpg,720.6182102374473
10513907744.jpg,452.1434032056066
10516786036.jpg,4454.192712702684
10517436165.jpg,98.44734554893027
10520192995.jpg,107.9134972871333
10525460645.jpg,636.1714715862181
10526881085.jpg,360.24684954175933
10530470795.jpg,586.539483278576
10532663625.jpg,7084.773916948897
10534454676.jpg,5933.237381197408
10535849673.jpg,116.76298171217138
10536668436.jpg,225.024918319347
10538085833.jpg,833.1522367602574
10539008983.jpg,702.8705539765457
10539142034.jpg,2231.8272688511965
10539341593.jpg,5792.131900702268
10544775715.jpg,75.96295638007318
10544833625.jpg,243.9313909808536
10544945153.jpg,90.00458910065288
10554234623.jpg,192.7758944679259
10556629035.jpg,5513.676074693186
10558118243.jpg,223.6491328328848
105620456.jpg,265.54798599992256
10567114974.jpg,175.36609892009037
10567188645.jpg,246.04786022377414
10568567754.jpg,3953.054581758772
10569725133.jpg,2354.3664479112617
1057328504.jpg,126.15491931595739
10574233584.jpg,190.79752605095402
10575593285.jpg,45.23828823698892
10576676414.jpg,1756.2135101519525
10579282866.jpg,342.4452020891993
1057997640.jpg,122.64742665279967
10581525775.jpg,428.46317994429023
10582113466.jpg,343.29755619902994
10583786994.jpg,2424.5814613400853
10586872235.jpg,239.39288469641988
10589450596.jpg,353.8044419522242
1059399148.jpg,111.05148318896278
10597114264.jpg,1943.7232099653272
10602786066.jpg,15.549636838724837
10603218265.jpg,5610.288830385827
10604417276.jpg,3341.7381317422773
10605846204.jpg,1750.6777601092017
10609356094.jpg,2251.012083776192
10614052044.jpg,3510.50477680996
10615424764.jpg,261.76222737630206
10617981003.jpg,43.81480400447941
10619909515.jpg,216.58901956584305
10620203775.jpg,25.642328339085605
10620356404.jpg,848.8909820061332
1062133952.jpg,113.19622799743793
10625988224.jpg,142.1723889708519
10628337356.jpg,431.67943846907775
10628497685.jpg,1802.1044361007455
10628645805.jpg,4589.084022657636
10631219374.jpg,6351.608434043592
10631630073.jpg,28.149895653516676
1063351510.jpg,163.47669341702326
10633933603.jpg,301.7761773659278
10635160054.jpg,1943.5612174765101
1063722220.jpg,335.8663096721801
10642085843.jpg,2250.656173619726
10644234544.jpg,101.93522994706615
106456452.jpg,43.34913604517674
10660362264.jpg,319.9377085336536
10660571735.jpg,159.10924732910158
10660620125.jpg,217.02818595359307
106652866.jpg,1204.928771703504
10665464526.jpg,3723.9845625043886
10676427864.jpg,561.1675807038943
1067765170.jpg,32.29858835372661
10678199353.jpg,1076.1832576841116
10678350303.jpg,6244.2652723919355
10679134563.jpg,31.586338310787045
10680153225.jpg,45.725606256061134
10680502673.jpg,1027.0075260694655
10680715605.jpg,70.43716923951999
10680932454.jpg,982.8808819823122
10683218616.jpg,1304.5153082145584
10686332213.jpg,567.5296266716128
10689376076.jpg,1374.3045954877873
10689538413.jpg,1579.4696230514808
10689722684.jpg,2559.449429839747
10690294454.jpg,3435.357339961842
10692654005.jpg,532.4514707686742
10692667386.jpg,10394.750780079825
10692857705.jpg,973.9427547329623
10693826785.jpg,5001.56787166597
10694350076.jpg,2377.411955418583
10698962263.jpg,196.7165876676381
10705911926.jpg,217.75146421417594
10706770686.jpg,809.5190558836847
10713772814.jpg,386.90852215511
10714662986.jpg,3547.907453113934
10715577856.jpg,193.3697608799363
10721124556.jpg,2944.614628298596
10723077086.jpg,2107.8615124387047
10724461514.jpg,157.36116528914621
10724889206.jpg,26.922454889010016
10728525673.jpg,725.3209278074145
10730634575.jpg,596.3074642696884
10732971054.jpg,180.4484567604959
10733259996.jpg,146.49206271827117
10737029565.jpg,393.00491163465716
10740242265.jpg,3539.629009982338
10740725955.jpg,3504.9375092758687
10740727595.jpg,2332.551954890265
10745415703.jpg,6450.61055992417
10745932825.jpg,15268.41756673941
10747724694.jpg,379.15652046093925
107505789.jpg,872.7862498795148
10751799554.jpg,7162.771110249037
1075190309.jpg,265.18484415103575
10762659033.jpg,3365.359600562913
10765812585.jpg,88.7545649780788
10767441335.jpg,1440.135294236631
10770026303.jpg,240.31114957334162
10770700455.jpg,570.3198377953377
10773126784.jpg,1132.9315532147627
10775358296.jpg,240.3047166962383
10776111906.jpg,334.6037501375863
107799222.jpg,548.8839129343784
10783395635.jpg,1791.0051570599899
10784159775.jpg,533.2280164754225
10786271105.jpg,1018.7777054129533
10787038944.jpg,991.4698643270464
10787258285.jpg,93.5917910134627
10790803694.jpg,3717.1986033115277
10791502435.jpg,489.95655234134756
10792125886.jpg,437.9621199501885
10798439785.jpg,1515.7468566877972
10799367156.jpg,7005.509692323471
10799853136.jpg,2304.6374688917363
10805317444.jpg,1372.9993076817027
10806677866.jpg,98.80149639604821
10813730303.jpg,73.65681255267312
10814874265.jpg,575.7033052553888
10819001424.jpg,25.745377784569026
10819132874.jpg,6125.531959633033
10819329365.jpg,80.20044453938802
10827568885.jpg,4718.850508699789
10828147985.jpg,630.2807273053461
10828395135.jpg,486.19692377929783
10829329963.jpg,273.7216844434281
10836905604.jpg,3509.3068965580046
10843403305.jpg,7661.5602671168745
10847909336.jpg,35.696827980275785
10849117054.jpg,265.75346731632527
10849700404.jpg,91.32935023036164
1084984228.jpg,14.729044211304021
1085590803.jpg,27.722302953997215
10856434794.jpg,760.9891363763146
10856757.jpg,107.82781278714538
10858952303.jpg,70.88522847493489
10861031374.jpg,1870.9723130052444
10862487886.jpg,326.04860266039356
10864812016.jpg,221.23342443247216
10865798996.jpg,3546.9910674256585
10866463396.jpg,150.26266476139426
10866561184.jpg,431.63988899664645
10868390853.jpg,5522.091037223322
10872249945.jpg,384.81425456164624
10875461386.jpg,1456.239145422044
10880314705.jpg,3289.667231241862
10882856833.jpg,177.39137715722123
10883456586.jpg,22.513595450643653
1089100444.jpg,159.8701779940683
10893404795.jpg,246.08245594540813
10895044423.jpg,42.24999991297308
10897840884.jpg,347.31050723478097
10898287705.jpg,984.0905858517314
10898689245.jpg,3541.058800065864
10899733355.jpg,5990.025694840485
10900020096.jpg,4793.51175228814
10905088155.jpg,104.10733984897121
10905114716.jpg,16.17753156085706
10906887886.jpg,24.152513141329916
1090979049.jpg,96.84836083399652
10910262455.jpg,182.9734932591673
10911046243.jpg,1598.5393550648198
10911095273.jpg,1282.2445845249783
10912602716.jpg,287.1196612532561
10915557435.jpg,584.9954790156077
10917741563.jpg,4016.082008123398
10921653346.jpg,712.3277791192135
10921880365.jpg,1159.9512022866143
10923819485.jpg,70.16224636196988
10925112255.jpg,22.5187510214746
10927420963.jpg,3614.2272382328647
109293948.jpg,50.490573627020545
10931213005.jpg,22.663411428427533
10932590295.jpg,569.5032647512853
10933722123.jpg,551.4487440849965
10936496124.jpg,336.71973766135574
10937404313.jpg,644.8739131055772
10943636256.jpg,140.13164754147235
109436362569.jpg,35.88121211683998
10947519133.jpg,788.3102709500946
10948257133.jpg,223.46979729168936
10953973716.jpg,931.3273927004128
10961758274.jpg,503.8397595149775
10967023396.jpg,57.49927304685116
10968711744.jpg,634.0639624147574
10980930876.jpg,635.026184078306
10981006796.jpg,77.73099772042285
109825878.jpg,78.26497621024542
10983119996.jpg,1154.8248756921125
10990397626.jpg,85.10950721634757
10990887046.jpg,438.6686743074615
11004139923.jpg,5043.662824948524
11005410885.jpg,81.9413769039998
11006895124.jpg,540.2576553641251
1100873520.jpg,76.59465013814366
11009340314.jpg,70.93700566885269
11010062705.jpg,1043.960005161016
11013892854.jpg,42.085595716386
11016309165.jpg,1410.4382585858045
11016485883.jpg,399.6533813460005
11018079835.jpg,1036.7356660063895
1101948952.jpg,1912.2955583655794
11021514993.jpg,4866.4878097101
11021929275.jpg,780.8050103717381
11023346856.jpg,1325.2686529850796
11031973684.jpg,2992.1465105097486
11033459414.jpg,1212.2131948069566
110356262.jpg,20.63312276139752
11035760784.jpg,3280.9869125737655
1103755154.jpg,3090.0998348071134
11051034136.jpg,1522.7865127796667
11051374673.jpg,927.6743388020485
11051749575.jpg,418.75674550473263
11054039594.jpg,187.92413109269305
11054638863.jpg,6721.339122850034
11054899145.jpg,2548.5023456827425
11054955216.jpg,201.85515495296568
11058112996.jpg,33.41443325486034
11060185873.jpg,2238.6664501750433
11061633946.jpg,793.7439822123075
11062902804.jpg,399.4227017808914
11063650646.jpg,456.0102482052882
11068654734.jpg,5289.6844484059975
11071132393.jpg,2999.0120792285434
11078122366.jpg,202.7255390282306
11079282234.jpg,1403.424467751963
11081975613.jpg,648.9889497322341
11087687983.jpg,251.12886099641523
11089447095.jpg,633.3800391053989
11095381506.jpg,1117.386496780647
11097661494.jpg,1436.2442147967458
11098121724.jpg,4910.445034479075
11109548195.jpg,134.8152866900588
11111585533.jpg,4891.623351851452
11118140253.jpg,139.72392726004023
11124139926.jpg,2786.7804750866103
11126091314.jpg,160.58194933334985
11126232436.jpg,239.02324684313498
11126652126.jpg,1048.6405886208845
11139368236.jpg,3707.6420620667177
11139580153.jpg,126.24042381180662
11141708043.jpg,1473.3638000834937
11143825565.jpg,384.36343512673767
11148529964.jpg,766.8873371802425
11149566996.jpg,57.1758360961814
11150131936.jpg,488.99794841927684
11153943035.jpg,54.4076364784398
11155257336.jpg,1057.8442002677407
11156365526.jpg,169.43192125978467
11158314215.jpg,172.9806092406054
11159983896.jpg,518.6978606699397
11163249414.jpg,275.91782283120676
11165746213.jpg,8121.469746927008
11169904264.jpg,77.17582575850084
11170758174.jpg,197.2813921967107
11170786154.jpg,256.2810560262037
11172371243.jpg,602.248789469401
11175382195.jpg,117.71517417887743
11175538013.jpg,227.52844167987095
1117582514.jpg,109.19466944163044
11183022383.jpg,118.38186133712429
11201160185.jpg,260.34578151462796
11208321473.jpg,2125.4862237454445
11209059333.jpg,1120.3848368326824
11209188974.jpg,5228.1973651243725
11209221046.jpg,2329.2545202833658
11209649786.jpg,1516.4284472105148
11215941184.jpg,1436.4207779870421
11216436636.jpg,11052.44816917181
11218793016.jpg,41.42284134858185
11219420725.jpg,957.9617488166679
11221904805.jpg,1476.577939247066
11226958966.jpg,570.5651641020086
11229777185.jpg,551.5964992586265
11232665444.jpg,63.06538689878976
11239106136.jpg,259.11237074921115
11241096796.jpg,2145.5886761222246
11242015725.jpg,1172.0282182627252
11245083256.jpg,497.24583850293953
11245781693.jpg,2387.0026987020137
11250215644.jpg,759.30155122901
11251138933.jpg,194.9353564317183
11252383376.jpg,862.8802144898931
11252644224.jpg,406.7567385062316
11253432804.jpg,71.63530454029225
11256485296.jpg,248.163656886667
11256776836.jpg,247.07274861507017
11260247205.jpg,743.2067177866635
11260270773.jpg,1841.8591822646304
11260385706.jpg,1918.0628172473516
11262156493.jpg,3015.5514540370145
11264048414.jpg,106.01440404593528
11268202995.jpg,245.49852451920086
11269474243.jpg,7063.888172997373
11269626135.jpg,4155.189831432551
11270256213.jpg,14163.984907256956
11270280904.jpg,169.84474370783815
11273127766.jpg,900.3318480575044
11273190884.jpg,2235.1941135587535
11275584366.jpg,110.36140941818144
1127644406.jpg,142.51917978352867
11287273183.jpg,211.8878721308946
11288559554.jpg,985.4799443650732
11291450085.jpg,549.8050019339556
11292980633.jpg,2078.063498148048
11293176185.jpg,257.50073177605447
11293946974.jpg,1035.080049968609
11294894953.jpg,1956.9167019631457
11295475784.jpg,90.93608965204719
11297504114.jpg,11511.953466472502
11297570034.jpg,7510.209903022249
11301386435.jpg,2754.7535744747147
11302087114.jpg,403.47274232508306
1130601148.jpg,281.2272978174345
11307198154.jpg,10023.602821574832
11310848503.jpg,12580.977757818066
11316105544.jpg,2202.3640791506564
11320098306.jpg,1090.1788757312781
11321228905.jpg,3677.272342726485
11324704676.jpg,36.21177208048499
11325081573.jpg,197.9788901464134
11327123904.jpg,486.12529178419044
11333447674.jpg,1450.6097024478174
11333611705.jpg,122.21304708377768
11333782783.jpg,538.9911872131958
11335231214.jpg,8256.38887050621
11338371864.jpg,401.43410893022605
11339056674.jpg,101.22694347299534
11341117543.jpg,2636.064495220677
11346267905.jpg,4239.807615359521
11347140483.jpg,2300.3561957452653
11353895754.jpg,1147.4914471231557
11356760053.jpg,2046.0320611529885
113663782.jpg,2446.4094954201078
11369797883.jpg,1542.0002935867135
113701797.jpg,1027.9632894766983
11370407443.jpg,18.088019552226694
11372421485.jpg,216.80004321284488
11378848184.jpg,1710.3014124588162
11381486584.jpg,102.74381889237297
11382799454.jpg,1798.0489910151555
11389102005.jpg,389.0813379287461
11389330254.jpg,2296.064314007733
11393787465.jpg,83.80614678600493
11396447303.jpg,2025.5334739243979
11399456186.jpg,1313.6792426717518
11404463006.jpg,628.1457461379468
11406584295.jpg,1106.56451894837
11407368256.jpg,2420.6606757780537
11407704456.jpg,809.7658096744108
11407835876.jpg,418.0705716534414
11407862453.jpg,460.12767644681867
11408091114.jpg,154.6307307348276
11408307524.jpg,222.5625121077885
11408357925.jpg,93.50136036912187
11408443745.jpg,121.54561585868294
11410644126.jpg,580.4464173556771
11410690075.jpg,612.8080749055371
11414474354.jpg,26.06119220196787
11414784395.jpg,360.8313404954713
11416241303.jpg,1124.9369240340827
11419816946.jpg,3980.791092213554
11424871693.jpg,172.0498962253332
11426976205.jpg,132.06184867852264
11432746805.jpg,1081.6396787942438
11433127464.jpg,356.4884224132531
11433593823.jpg,515.0012527505556
11436378704.jpg,351.6192421677212
11436390143.jpg,2510.994530159566
11436508006.jpg,1521.1873665046103
11437542656.jpg,252.72383536395827
11438612393.jpg,49.048090600693165
11439591215.jpg,70.56380619563988
11446005074.jpg,223.95384085341357
11452299875.jpg,87.93877120554033
11453100924.jpg,509.9942258732755
11456199025.jpg,38.2311753295362
11457744603.jpg,2145.0718281960317
114577446033.jpg,523.1777699626723
11459826225.jpg,346.3751369680588
11460414725.jpg,7090.140359097782
11461273913.jpg,2453.5704262272143
11474376103.jpg,377.82863834621907
11476172786.jpg,14056.885544616316
11477250346.jpg,701.8402152929661
11484412296.jpg,3063.930494625949
11490304024.jpg,1082.299542282087
11495616074.jpg,70.86369732974303
11498400544.jpg,149.60462887419595
11499073263.jpg,94.57533249608241
11501016504.jpg,414.3931718611211
11501322724.jpg,1414.0167119300197
11503076944.jpg,1003.222246143553
11504259765.jpg,7.779510553072517
11504601393.jpg,81.14134938205179
11506037556.jpg,187.16757691442035
11509515706.jpg,9.18922843442609
11511265293.jpg,6516.379723101
11514342335.jpg,727.0771639337763
11515148456.jpg,376.84985817138414
11518631385.jpg,168.1231798525486
11519797605.jpg,2618.8611173975128
11520125355.jpg,782.5393697345215
11521791886.jpg,38.75752632444104
11522920033.jpg,2014.512476071612
11522984926.jpg,28.78803466319935
11523093675.jpg,1934.1138345781308
1152554814.jpg,35.44963984375095
11527524903.jpg,56.42705813950548
115290990.jpg,14.06837711397869
11529156723.jpg,416.58386409383576
11533404563.jpg,616.2470363185793
11535275706.jpg,9474.95535873332
11541375264.jpg,29.243443415577833
1154145143.jpg,2733.047670743092
11546100824.jpg,2971.14762140055
11548683805.jpg,27.696807536813953
1154962046.jpg,12.034733846757765
11551017545.jpg,1447.0668297905684
11554709013.jpg,267.97096295985904
11555549865.jpg,249.2286386216421
11559530473.jpg,410.9593763201395
1159028861.jpg,2306.724945745431
1166073016.jpg,32.101149808382615
11706252.jpg,605.0626846452295
117172917.jpg,84.20087418943227
1172858625.jpg,642.0025785362556
1194894463.jpg,344.9576748925933
1195689121.jpg,94.00602765712473
1202598832.jpg,247.58026438866122
120328351.jpg,76.01306020209772
120459577.jpg,327.5829350948334
120983206.jpg,189.05301368195148
121123359.jpg,1112.5719604492188
12223016903.jpg,696.3224807584193
122230169039.jpg,606.5990796460667
122346209.jpg,26.644714274340206
122553631.jpg,66.04334468270342
122760647.jpg,353.8006162837976
123242995.jpg,1790.445589539802
1240561841.jpg,1639.1738165600434
1241002913.jpg,134.76076677666666
1249337589.jpg,233.37194955183404
1252305847.jpg,215.53461179610653
1252945239.jpg,12.542210794131583
125792926.jpg,850.026748561378
1258043245.jpg,1969.5165930982273
125829275.jpg,35.586890369006944
1262002118.jpg,68.59599293931387
12624585124.jpg,167.64129019194903
126245851242.jpg,205.54064866641747
1266777709.jpg,4039.685948688512
1275089910.jpg,1365.1259178463108
127977276.jpg,4704.236306762711
128079586.jpg,1751.7228646841056
128293583.jpg,578.6078187040727
1286765019.jpg,217.1215249738501
128715765.jpg,925.0214325133452
128781220.jpg,58.416280110677086
1288155068.jpg,1199.8919881277768
1289162225.jpg,1193.775305876198
129023751.jpg,928.5955929945534
1292518332.jpg,1057.0811219509276
12949713.jpg,3768.365934016157
1295925783.jpg,174.78746031097967
1296759644.jpg,64.10065268218104
1296775174.jpg,21.721247119182305
1297819816.jpg,624.2797620991608
1302738127.jpg,1011.7551065281863
1306121832.jpg,56.60921032561197
1306193020.jpg,66.11019661432753
13086788855.jpg,891.0845774304277
130867888559.jpg,2545.998964327052
131182190.jpg,53.39305616377129
1312413141.jpg,72.90108742127713
1313706108.jpg,48.713743521288656
1314838096.jpg,123.31149182344477
1315889745.jpg,146.3501486826895
1316239068.jpg,4943.682025459052
1317678723.jpg,279.8798368312159
132921013.jpg,110.24494339763707
1329449674.jpg,66.43449391259085
1329713028.jpg,6182.200240264232
1331642031.jpg,473.5603742533261
1332211559.jpg,34.30652275554733
13325497.jpg,5104.896919131873
133829142.jpg,50.0083330879764
1341717001.jpg,110.80580627752677
134343714.jpg,1696.3764755426803
1348094685.jpg,176.60943530499935
1348788122.jpg,1035.470080146773
1351464251.jpg,208.6623126838563
1351917139.jpg,26.97590823709551
1352428885.jpg,169.65990773081367
135352055.jpg,44.398589715361595
135403304.jpg,23.865671793619793
1357295757.jpg,17063.652296118333
1360063696.jpg,3325.687607476695
1360663704.jpg,6951.245314114624
1362231035.jpg,414.9933927746024
136287514.jpg,501.6225163936615
1367218588.jpg,41.316185664773606
1368120580.jpg,3903.8184321665262
136948336.jpg,4335.308462801053
13695832255.jpg,1759.922959993257
136958322558.jpg,2411.896677101549
1375320148.jpg,279.4539420385069
137731604.jpg,26.915118981980626
137841242.jpg,3989.893083791947
138058796.jpg,37.27230783293232
138750201.jpg,4030.510604528063
1387568510.jpg,144.50847896892165
1392405539.jpg,186.29491669247446
139253033.jpg,926.4926102124155
139463188.jpg,2205.7312246869164
1396109073.jpg,14254.125207796666
139611767.jpg,32.63171378605896
1396758393.jpg,574.7529042468458
139999071.jpg,370.055550809303
1402675396.jpg,53.78702215206189
1404458044.jpg,1100.7308145227532
1408118135.jpg,285.87741705275965
1408827056.jpg,32.491468680996654
14092652.jpg,1397.4956736378108
1410303503.jpg,189.73816951602285
141087919.jpg,809.3483937487989
1413089132.jpg,67.33027936743262
141683460.jpg,262.7981667691427
1418012844.jpg,7.181640555047327
1418015310.jpg,5308.581791211928
142117255.jpg,127.558023808731
142607218.jpg,1790.337563275645
1427484100.jpg,1541.2201733537174
1428835063.jpg,146.37039689261778
1429120335.jpg,7990.204842321342
1429419760.jpg,2113.8267825219987
1429848565.jpg,7984.14763887038
1430765461.jpg,46.098703914218476
1431934782.jpg,4886.064036853585
143394138.jpg,44.13701373297308
1434258458.jpg,15123.146119270059
1435966034.jpg,1895.3806333268421
143622689.jpg,5553.9705991331075
143643298.jpg,22.082203944524128
143899204.jpg,306.67673399110527
144272742.jpg,513.7523692646581
1446670895.jpg,1631.3105974987977
145089144.jpg,154.0924176797012
145215893.jpg,109.70864350532388
145517507.jpg,67.79013527492579
1459611891.jpg,26.97153654197852
1461013559.jpg,2283.406645609273
1465282532.jpg,48.6595458900556
1465706268.jpg,366.6039136366453
1466864952.jpg,47.57566720205875
146926363.jpg,53.81858964667966
1473138944.jpg,8.819888725643978
1474406158.jpg,1692.9169681959838
147639760.jpg,94.296060849809
147783170.jpg,912.6896904170668
1487386722.jpg,113.93160843474067
14898266.jpg,57.17809665037526
1490095554.jpg,51.29345189260008
1492755190.jpg,195.8271525197714
1494601659.jpg,80.75908425675395
149795981.jpg,885.9766845246777
149836125.jpg,572.7180740470843
149867784.jpg,2635.689233825827
1500316824.jpg,2591.34864594539
15012954.jpg,319.23701978681817
1511406857.jpg,596.6994463453432
1513796016.jpg,3984.951415866198
1516506386.jpg,1220.5692180294748
151837041.jpg,287.1793301595736
1519242706.jpg,1687.2134841901716
1519650440.jpg,87.12615039437594
152346984.jpg,199.01744274919233
1527228794.jpg,25.008356633880695
152780037.jpg,39.61574790065384
152927161.jpg,3225.8276164729355
1529757375.jpg,2376.303335594531
153557108.jpg,11025.506005868288
153876946.jpg,327.03066142832137
1539716347.jpg,38.87354510981176
1540229828.jpg,7617.632852668459
