image_name,brisque_score
2527050529.jpg,-2.9031423396025104
2530204171.jpg,-4.380935656355774
2538038277.jpg,-0.7339474059148472
2567523621.jpg,-16.503366907581636
2611428293.jpg,-9.233290375646135
2630235144.jpg,-0.33747634366559964
2640025600.jpg,-13.458216694641152
2652397944.jpg,-3.7645677568399663
2667565926.jpg,-0.972594192517164
269509962.jpg,-4.107888097246047
2696730288.jpg,-16.451872841432447
2713735764.jpg,-8.406667755836366
2746983219.jpg,-4.338463571506082
276009784.jpg,-1.0674220159823165
2761179748.jpg,-5.145257505169667
2799264783.jpg,-11.186275366449223
2844388238.jpg,-2.4049288989428135
2893674566.jpg,-12.546443412809623
2901332011.jpg,-3.1627204609075363
2902284957.jpg,-0.3403891425835184
2918227548.jpg,-4.212613071409606
2921519275.jpg,-1.800126036161629
2951329736.jpg,-4.709072016989836
2954125895.jpg,-4.271538001387995
3009167692.jpg,-4.536047711592374
3014660789.jpg,-2.3481722933175035
3021480593.jpg,-12.72803909799282
3038577350.jpg,-5.984247189346917
3077416434.jpg,-1.6187046673838097
3099787122.jpg,-4.34167032347537
3118885310.jpg,-5.246970375603638
3130211082.jpg,-1.2945369645662197
313424539.jpg,-0.93190428313099
3137057232.jpg,-1.747929276756878
3142311257.jpg,-6.933409547458069
3156288845.jpg,-3.7128061480322287
3201827278.jpg,-1.693529161497537
3206140446.jpg,-5.166627434964113
3224700403.jpg,-3.8864573653943637
3235296899.jpg,-7.872304391908216
3241852622.jpg,-1.0217010153363901
3247974707.jpg,-6.048186186286927
326195053.jpg,-10.610749742449826
3311728409.jpg,-2.1755491897079366
3315237185.jpg,-4.893371883680771
3346416285.jpg,-2.3719396865017472
3355209894.jpg,-8.814337788644849
3359889192.jpg,-1.3411294784906715
3361988100.jpg,-12.6750416735197
3366831652.jpg,-0.4584597314725727
3377992408.jpg,-0.0789575874923969
3378003631.jpg,-15.087654786984132
3423975366.jpg,-1.3776005670764846
3439365851.jpg,-2.1830633438070493
3446366493.jpg,-0.8626163872682184
3487701269.jpg,-6.63360873513912
3511207085.jpg,-0.746702283980909
3537658496.jpg,-7.141480269009804
3566227002.jpg,-3.703556721946626
3585032307.jpg,-3.8886580232181416
3586744131.jpg,-3.8279288918658096
3613844312.jpg,-6.643668676269527
364905354.jpg,-1.4335214473058215
3667890322.jpg,-16.140607791463168
3673502264.jpg,-0.8759359849182431
3716651057.jpg,-2.2226993453083708
3716891886.jpg,-0.38794904968884225
3764660296.jpg,-10.699469834203938
3773463532.jpg,-0.18066194894802834
3787979013.jpg,-4.885284537981903
3792338234.jpg,-2.1752022437670178
3805107589.jpg,-6.281443871789548
3815098207.jpg,-3.28239787304463
3825365753.jpg,-3.1853116707717675
3843859642.jpg,-2.0929340801344836
3845656628.jpg,-9.374350889393696
3847965007.jpg,-3.0995343851353994
3848893941.jpg,-6.683040421759557
3860253466.jpg,-11.226828745380686
3864280906.jpg,-4.086172521050372
3919380535.jpg,-2.761041961126267
3934995195.jpg,-8.559864831873966
3954258141.jpg,-4.889593983407877
3977122123.jpg,-11.288183806483431
3978837773.jpg,-9.216626040920602
3994759280.jpg,-9.909697183799068
4035961068.jpg,-8.00986211898433
4036944943.jpg,-11.802399886492736
4041954882.jpg,-6.003579594617605
4054072823.jpg,-1.3424059177807806
406881914.jpg,-10.256878076699337
4077667734.jpg,-7.88140312840963
409821164.jpg,-17.11970702171621
4098700616.jpg,-2.4904316597738045
4109408743.jpg,-14.069064914023926
4110400471.jpg,-26.5824907127093
4114743309.jpg,-2.371778785159705
4127387822.jpg,-5.705681471358872
4128658349.jpg,-0.3880364482510288
4147791219.jpg,-19.057212030258057
4172859607.jpg,-0.49230049672056
4172951303.jpg,-1.9023318501474762
4183330908.jpg,-5.680222913258177
4194428227.jpg,-16.67866065581225
4214814193.jpg,-6.333350116037224
4215952664.jpg,-17.473841328409122
4217243298.jpg,-3.689952158178045
4223697086.jpg,-0.8671033523660583
4224633098.jpg,-5.181562981803182
4237536969.jpg,-7.110424140320589
4240173491.jpg,-11.498120736161042
4259043215.jpg,-14.105980329497271
4262472308.jpg,-2.5143522955436595
4281731487.jpg,-3.392413630932225
432158024.jpg,-4.866025547520991
4324997197.jpg,-12.534949426018017
4335962068.jpg,-1.4846087886810722
4360974596.jpg,-3.222875731416508
4422544352.jpg,-4.303579220453713
4423467099.jpg,-6.070364998651627
4433497740.jpg,-0.4342726503455481
4453069761.jpg,-1.6098955669932877
44530697616.jpg,-0.1192535079314041
4468108530.jpg,-5.262830757076273
4473061240.jpg,-0.8143537277778989
4476603465.jpg,-5.165879600720274
4497739993.jpg,-1.5647913165263674
4524766514.jpg,-10.602105534089816
4525459727.jpg,-1.5464837234405024
4530875549.jpg,-5.765072133684981
4543035277.jpg,-1.4565368071646674
456472871.jpg,-3.8974070534725627
4578361888.jpg,-0.182909365694087
4595899816.jpg,-19.87332368543892
4607436163.jpg,-8.802204872833073
4622287144.jpg,-3.086712225446746
4663774613.jpg,-3.133791394832116
46658329.jpg,-2.7801443075339023
4691907069.jpg,-8.146876693404607
46919070695.jpg,-6.224506749680955
4697661900.jpg,-2.1798220049483064
4702733058.jpg,-0.5766262498060826
4712201579.jpg,-0.10552706084004626
4728497082.jpg,-0.1971679200827623
4745213797.jpg,-4.180344751928061
4787504766.jpg,-4.3580868073741215
4806110659.jpg,-0.9842508812580775
4815901200.jpg,-4.842980863957365
482147713.jpg,-12.989606250750313
4841257153.jpg,-6.610859878631032
4871159312.jpg,-0.7232362104020069
4871847706.jpg,-7.5122712056209195
4881913692.jpg,-13.078961006627111
4894150529.jpg,-1.5037217851793514
4907901600.jpg,-2.810993155606667
4918979865.jpg,-14.106032602058605
4922576334.jpg,-2.6660899254154913
4947572555.jpg,-6.562912103406148
4948021193.jpg,-10.745539197526597
4955674278.jpg,-1.7959935399059361
4975653682.jpg,-3.8646338406270218
4976269857.jpg,-3.246542757814751
4983471695.jpg,-3.476056112918428
4984049839.jpg,-0.3229605591655229
4986076377.jpg,-4.0988650704552185
4989044190.jpg,-7.765121316796382
5005406987.jpg,-0.8991757755320862
5010052937.jpg,-0.33647515141572626
5065280073.jpg,-8.688348198115051
5090001239.jpg,-4.855762368396455
5113314470.jpg,-1.4961586355315433
5136366226.jpg,-1.4879188536372396
5173344304.jpg,-0.2722270002601874
5180679952.jpg,-0.4838857903194196
5189289022.jpg,-7.384478602650034
5209744209.jpg,-4.314735045340086
5238246589.jpg,-0.40776479416334155
5257312652.jpg,-11.342092628509505
5272496469.jpg,-4.361507975695446
5294012475.jpg,-1.2519680980763326
5310130081.jpg,-2.9497139253159332
5350540236.jpg,-12.102981271007394
5363150332.jpg,-9.541750751702267
5376223041.jpg,-6.964108033424992
5378235552.jpg,-7.992561056085293
5378902324.jpg,-2.1480401234871636
539361542.jpg,-0.1930613841251727
5394502414.jpg,-4.28789878148396
5397802120.jpg,-5.0751412057335585
5399180378.jpg,-9.930583711408104
5401046644.jpg,-1.1860374473627928
5424903451.jpg,-1.9719488485038994
5430352868.jpg,-1.240922050908722
5437097825.jpg,-1.8256996879190694
5458340790.jpg,-7.686024706566656
5460394455.jpg,-2.875651962043463
5473035889.jpg,-3.7410722764342665
5480500661.jpg,-5.362632425623502
5494503911.jpg,-14.053817064125866
5502130313.jpg,-7.251210643000746
5525979481.jpg,-8.260476834020125
5538586634.jpg,-4.430076844758247
5543037671.jpg,-8.6148319660264
5551470289.jpg,-1.0180967113161898
5557571977.jpg,-0.6120358336824268
5592040758.jpg,-0.25739629369857653
5592471041.jpg,-4.662313519153514
5593982816.jpg,-0.46093720000831695
5628676220.jpg,-1.0408776878121273
5644548369.jpg,-4.712017537943353
5657790806.jpg,-7.783618643034657
5677087869.jpg,-15.912280604221706
5678053727.jpg,-2.4930085337793173
5681342957.jpg,-1.3924102662814732
5681482199.jpg,-0.423111414956594
570171486.jpg,-4.435943587239677
5727031782.jpg,-5.965260770719198
5730689688.jpg,-6.684390057931779
5732196042.jpg,-1.0856692898372842
5741853020.jpg,-3.8498774542249805
575661539.jpg,-0.3541461204969494
5780359774.jpg,-0.6647340636863248
5793101915.jpg,-16.731730854720382
5821113845.jpg,-1.3649011870992638
5832751066.jpg,-1.0176542847675876
5842574442.jpg,-11.223867734680226
5849271016.jpg,-6.4654063082163304
5853933066.jpg,-2.3810863004282794
58539330668.jpg,-2.777038751011929
5869585652.jpg,-7.746447562714394
590233260.jpg,-15.696632614054835
5904145977.jpg,-1.1708372077975184
5904230612.jpg,-9.106070106986095
5914426709.jpg,-4.310078306808265
5915008700.jpg,-1.2817168695898147
5920168142.jpg,-7.9417160827549935
5949374499.jpg,-1.970205165595786
5950051723.jpg,-0.8738145074355828
5994198578.jpg,-9.16914304917853
6010335101.jpg,-13.075031438449997
6016351794.jpg,-10.601688710349805
6019043810.jpg,-1.7224800799490652
6019634729.jpg,-1.341717592342917
6033104227.jpg,-2.4367444010045176
6054384333.jpg,-14.384629244923786
6059439026.jpg,-3.2304027636451167
6059676315.jpg,-0.13028326375504662
6060968148.jpg,-4.196848108246542
6061284714.jpg,-2.3910596194504308
6119101323.jpg,-0.04533029375286901
6125004754.jpg,-10.799878158527491
6147028264.jpg,-1.6925806543438568
6149786725.jpg,-1.4991203202004328
6201330007.jpg,-17.317708343577607
6208522710.jpg,-0.34918723807552965
6228242896.jpg,-9.547171283213203
6258120264.jpg,-2.6035441108217867
6264153932.jpg,-4.2049533652077855
6279975735.jpg,-1.7926743499870383
6305410399.jpg,-2.953793673286242
6317232957.jpg,-3.55513260866897
6326811967.jpg,-0.40884692631883013
6363131561.jpg,-7.388731224995382
6371973185.jpg,-1.2576036267294342
640351831.jpg,-0.46877963080910945
6407934435.jpg,-4.599505498173841
6408985463.jpg,-2.438653989572714
6419047435.jpg,-0.8284303735503329
6435747701.jpg,-5.590557589543465
6439148467.jpg,-0.8181724705985118
6440541263.jpg,-0.1561043263999693
6475932467.jpg,-0.4266249605720134
6489257695.jpg,-2.7372550840449605
6495386031.jpg,-0.7269472229603764
6521723915.jpg,-7.313483231942911
6569563105.jpg,-1.594701428495597
6584540793.jpg,-10.698016888616536
6587178245.jpg,-3.6140604159529914
6621080809.jpg,-5.036821043917854
6661527913.jpg,-7.376289720859091
6711764573.jpg,-4.775151511746941
6725311751.jpg,-16.268338208083634
6728176335.jpg,-0.9144391473626285
6738986329.jpg,-4.237948914873783
6769268131.jpg,-15.17935392899031
6780493014.jpg,-5.921420483918865
6787714050.jpg,-7.8093929399300634
6805903671.jpg,-4.180284102047182
6823375889.jpg,-1.8612331882380033
6831480328.jpg,-1.1954132596205511
6855935825.jpg,-1.1268591435270139
6865774865.jpg,-3.6009825676392495
6893891182.jpg,-2.6486545218091635
6904500540.jpg,-6.968242372812966
6911254247.jpg,-10.597314191216725
6915332491.jpg,-1.2267005326964693
6937606166.jpg,-2.018320903422733
6946130339.jpg,-5.265203208272993
6954547933.jpg,-1.0903112668842425
6963905428.jpg,-2.4073986600032242
6965747606.jpg,-0.5904975765629672
6988927721.jpg,-3.073893190804739
6992423707.jpg,-4.4143232493383096
6998687310.jpg,-2.4824955030902913
7019402255.jpg,-6.415773284505491
7038478039.jpg,-0.08381002467299936
7046294773.jpg,-6.1401123435178135
7054584681.jpg,-6.829481579314944
7056790837.jpg,-9.1831474557886
7084961757.jpg,-1.385260898220423
7092910349.jpg,-1.0805059300073765
7105123297.jpg,-0.27057215921482225
7108939139.jpg,-2.074085792408397
7123410119.jpg,-14.185149270715243
7167513416.jpg,-7.869078463037596
7175721471.jpg,-0.32565917672437195
7178199774.jpg,-7.371981235351683
7181400642.jpg,-1.7857489499378119
7215678842.jpg,-3.753060700655084
7217797182.jpg,-0.3744682250683411
7259325322.jpg,-5.088926314097449
7291000146.jpg,-10.961921552579525
7310636810.jpg,-5.671402904046687
7329465526.jpg,-5.474898903998479
7339049388.jpg,-6.283942412476591
7339736582.jpg,-0.36816274458263365
7384140824.jpg,-11.585837769287565
7393631040.jpg,-8.445256005896937
7413044200.jpg,-1.4379643263062292
7463764592.jpg,-3.755215284323441
7495567704.jpg,-4.12399206631838
7506684932.jpg,-0.1695442669191891
7510743692.jpg,-7.45998450865298
7517892652.jpg,-6.834852714394884
7525406860.jpg,-6.876072410005946
7561653238.jpg,-0.25023497164445985
7572752818.jpg,-2.1080800270669044
7575998494.jpg,-0.5812023184279553
7588949536.jpg,-0.37451793745222517
7591870206.jpg,-2.208778859599107
7597470314.jpg,-1.2599011295043567
7693237184.jpg,-1.3645878981342605
7720747032.jpg,-0.8042758832928314
7751952772.jpg,-2.7879360038404286
7758019722.jpg,-0.9324769487913329
7759565946.jpg,-3.536450842193659
7801382324.jpg,-12.528711849592952
7810074740.jpg,-2.994147678198402
7826703034.jpg,-2.589086899375758
7841725264.jpg,-4.010839879379233
7871346190.jpg,-4.408453278482199
7875422248.jpg,-17.678262387045976
7921753876.jpg,-0.334128515259664
7923574034.jpg,-5.224535749131434
7946380974.jpg,-0.2395994610928085
7969243650.jpg,-13.150752301977064
7973547250.jpg,-5.01754187924044
8040007574.jpg,-4.398007127403986
8042065108.jpg,-13.556007179890145
8065579848.jpg,-0.1220255998166806
8072879274.jpg,-2.6965812976585823
8082249517.jpg,-12.721099506951333
8083559682.jpg,-1.2101964427561427
8088110789.jpg,-3.0442698259994643
80954980.jpg,-0.6000752242453302
8095851163.jpg,-0.8382013464016893
8102673511.jpg,-9.738845524644631
8115151138.jpg,-3.6285626410612224
8120735257.jpg,-1.045146281743456
8152645114.jpg,-1.0756101901249906
8158453521.jpg,-2.47118582795693
8169167251.jpg,-6.759504542565907
8179614383.jpg,-0.9698267241180076
8186599780.jpg,-1.1504269288944045
818793256.jpg,-11.8490356889844
8201535489.jpg,-7.334093871949705
8206370859.jpg,-0.49240141963335304
8228841274.jpg,-4.735848768469651
8229585759.jpg,-22.710951506140674
8236704145.jpg,-3.415277944009091
8302682948.jpg,-15.785435411475333
8382215237.jpg,-4.002408741534083
8385411442.jpg,-0.3462709055038715
8392357033.jpg,-4.866821612019891
8393175128.jpg,-5.891751284761
83935018.jpg,-3.2144568545728873
8401416435.jpg,-9.128057096704111
8404206319.jpg,-1.6288821187070255
8412239545.jpg,-7.979186934032128
8413515646.jpg,-12.703131837026064
8458232440.jpg,-2.908746351862561
8462442319.jpg,-1.9745883818191317
8485208349.jpg,-2.286350936744867
8488457246.jpg,-7.321873350325433
8496923161.jpg,-0.5735040019630162
8498296013.jpg,-0.7061269466312581
8512098446.jpg,-15.516622592197479
8512455050.jpg,-6.9761452001907
85152804.jpg,-8.618246112628327
8517500456.jpg,-1.540550531722971
8531375153.jpg,-7.5734497723091465
8532727626.jpg,-2.2966518813720143
8545406642.jpg,-17.55427653973632
8546849368.jpg,-3.0888549490071284
8547424731.jpg,-1.2625574262050634
8567636458.jpg,-13.641259844949246
8573160777.jpg,-1.2678905055177268
8586661877.jpg,-11.127282674340705
8591936597.jpg,-3.9296840375193653
8602273631.jpg,-0.3000294243732071
8604870622.jpg,-6.961922673675559
8638666116.jpg,-1.5427409464867026
8639759293.jpg,-3.541368091961118
8640671500.jpg,-3.225720260500367
8667121921.jpg,-1.5980038289367542
8668432915.jpg,-2.67052994965357
8670498239.jpg,-2.5919799208859615
8671346109.jpg,-6.297098791465288
8673410143.jpg,-10.621213107697514
8703657043.jpg,-5.793144986546764
8704133333.jpg,-13.992307879463766
8705060352.jpg,-1.0167894673643616
8713537516.jpg,-4.289350083053279
8730092034.jpg,-17.11161984592721
8732646741.jpg,-3.0844756907007707
8751039261.jpg,-1.4220735859835543
8781313469.jpg,-1.4520785730758519
8841313273.jpg,-3.0505535271752535
8841877925.jpg,-1.2647210698327456
8882534571.jpg,-6.306888088477791
8884240572.jpg,-0.06744217528833474
8885623781.jpg,-1.1088995043340049
8911730034.jpg,-2.2746988472067926
8936501287.jpg,-1.6486652061127245
8975077146.jpg,-3.834652434244987
8975860650.jpg,-3.625527580348063
9007177518.jpg,-0.713837882495028
9063924933.jpg,-0.9545504904395159
9069849690.jpg,-1.756696508342685
9131467707.jpg,-0.7448939940353796
9175070760.jpg,-1.7072806181267026
9185475668.jpg,-17.55011823054852
9195654667.jpg,-2.9906459760531163
9200829224.jpg,-2.770093306402515
9205194326.jpg,-3.4078592765694395
9209619689.jpg,-2.1195024074280866
9220351854.jpg,-9.288026913976779
9225734576.jpg,-1.9776781424077683
9265763356.jpg,-4.089069817864953
9269195837.jpg,-0.3904805731033605
927380470.jpg,-10.138695846649199
9314256771.jpg,-0.42836304008622506
9322601223.jpg,-6.32842404587123
9324654543.jpg,-4.081710632513165
9339437714.jpg,-1.0084222551872983
9342036891.jpg,-4.097824159398812
9342285552.jpg,-0.5475543513365722
9408208696.jpg,-7.47155962260004
9428890222.jpg,-6.733950964267166
9445074981.jpg,-4.271697725121868
9467953954.jpg,-3.7934373269017954
9487232298.jpg,-0.22172328569845945
9505522131.jpg,-6.1207420507303425
9517941769.jpg,-0.7500491049653704
9526812010.jpg,-10.652352318676918
9528268471.jpg,-1.3296450769089745
9540532896.jpg,-5.053627098669978
9546481286.jpg,-7.06864813089183
9561571974.jpg,-6.504485223393004
9583424619.jpg,-0.42141816482015315
9587142056.jpg,-1.6316978733202916
9646776074.jpg,-0.7172300233009139
970460687.jpg,-9.166346477718804
9723836931.jpg,-3.252940997794923
9726620129.jpg,-0.327901991525124
9727569377.jpg,-7.392030364092108
9758297555.jpg,-2.5978172644529707
9762410596.jpg,-2.1155035148005084
9873105273.jpg,-4.45687650692426
9878706283.jpg,-2.8305683066760423
9915601385.jpg,-14.393011228408142
9960023395.jpg,-10.509187493692053
9984535544.jpg,-6.312363666278458
9991999836.jpg,-7.3095993186731505
