image_name,Overall_Contrast_Score,Contrast_Score_to_MOS_scale
10244314384.jpg,0.6033145507286536,1.2469289151367324
10244715656.jpg,1.677610247220429,1.6872345586292337
10246311914.jpg,0.4403341702556926,1.1801305638679491
10246318724.jpg,0.4888410194953833,1.2000113467269162
10258169584.jpg,1.7178561445286653,1.7037295476439938
10260190424.jpg,4.0532386654874415,2.6608981438227333
1026198859.jpg,3.7737777688258234,2.546359650987463
10262588616.jpg,2.1015939649197284,1.8610064766044836
10264804094.jpg,0.7832106402752596,1.3206602571948538
10264984793.jpg,0.006138973254936,1.0021734183249809
10265315316.jpg,0.9291573724792622,1.3804772796855542
10265809113.jpg,2.280388524154068,1.9342863507710808
10273804555.jpg,2.762560453122344,2.13190700786921
10278246465.jpg,1.8626576498907776,1.7630771929946665
1027833701.jpg,1.3916871540455036,1.5700475011543964
10279904885.jpg,0.8672857728493383,1.3551188848060747
10280683815.jpg,0.313435706986386,1.1281205728473538
10280835505.jpg,0.4002590603374099,1.1637055729476422
102825508.jpg,1.2589989762461729,1.5156645657106733
10283619534.jpg,2.0801918078670933,1.8522346919236352
10287677265.jpg,1.7910703986776433,1.7337367881003798
10289468185.jpg,2.239594738972458,1.917566807079768
10290759976.jpg,1.120107209245805,1.4587390571708785
1029470257.jpg,5.281075703688838,3.1641334997630532
10295875445.jpg,0.9492785174645187,1.3887240349499295
10296038236.jpg,2.235242633704542,1.9157830742427153
10299438733.jpg,1.2080805148184646,1.4947953711325055
102995966.jpg,3.315382720201656,2.3584840711844812
10316734944.jpg,0.7750008173711862,1.3172954188467696
10319186405.jpg,1.4919097250293654,1.6111242398527161
10319713194.jpg,1.038010333366182,1.4250912282901098
10325321.jpg,1.899327679108059,1.7781065939911804
10327985614.jpg,1.3435722033428643,1.55032733993629
10329149264.jpg,1.7665920248404827,1.723704200071574
10329235193.jpg,2.1340372743285654,1.8743035346425392
10330831494.jpg,0.9697687262430924,1.3971220529174293
10335072144.jpg,1.739230423361011,1.7124899062921737
10336689775.jpg,0.9735142247083431,1.398657164821282
103400056.jpg,3.308285029318977,2.3555750458932003
10342569703.jpg,1.533393670647729,1.6281266493659907
10344523015.jpg,0.3081559591318282,1.125956640901828
10344921126.jpg,0.1545556170828394,1.0630027468599879
1034624333.jpg,0.7144266759220305,1.2924687939083344
10346758803.jpg,3.368566522461608,2.3802817274107113
10346796664.jpg,1.447770988854228,1.593033750708987
10349956885.jpg,1.5839608221406236,1.648851857751699
10350497833.jpg,1.516142691811253,1.6210562465315803
10351189716.jpg,2.0699038186134,1.8480181063565664
10353620913.jpg,1.739389129843942,1.712554952964446
10358252894.jpg,0.4621179933323819,1.1890587763413218
10362672006.jpg,2.8443668227148398,2.1654357712467753
10366373284.jpg,1.3936679004164203,1.5708593202916135
1036840624.jpg,0.5321074710720237,1.2177443255197207
10371125786.jpg,2.7949531718512226,2.145183331055617
10371211803.jpg,1.2385713530644584,1.5072921987735075
10372323314.jpg,1.889141946071682,1.7739319186632696
10373546175.jpg,1.463223789130461,1.5993671607669504
10375167904.jpg,0.8654574230050011,1.3543695261729076
10382843045.jpg,1.6989214020355508,1.69596904557271
10387390396.jpg,0.3723396578450674,1.1522626615402325
10387844376.jpg,1.4278002484137386,1.5848486395246206
10388184626.jpg,0.4649659760523958,1.1902260367783564
10395523125.jpg,0.6155291397358688,1.2519351275700328
10397166423.jpg,2.345456842328504,1.9609549372676378
10397631976.jpg,0.5724325481368857,1.234271766766959
10399580503.jpg,1.8570364231173544,1.7607733041493776
10403509543.jpg,0.6933251130144281,1.283820209291389
10407720764.jpg,0.4246728668994866,1.1737116977450517
10408374535.jpg,0.5602440643369947,1.2292762536878
10408474376.jpg,2.2509177182062143,1.922207588639307
10409059825.jpg,2.786106754415218,2.1415575811485072
10410038143.jpg,1.2223274440935974,1.5006345487283617
10412894895.jpg,1.5827391774348685,1.6483511603552157
10414716033.jpg,3.0778389448897383,2.2611255271747566
10415628976.jpg,0.3719241937307175,1.1520923814257218
10415631353.jpg,0.4638234791154906,1.1897577785039957
104219737.jpg,2.5462409264292707,2.043247331849261
10422425365.jpg,1.0870505445064893,1.4451906122806202
10422776735.jpg,1.6519247231614016,1.6767072138430779
10423472445.jpg,1.3997698725804275,1.573360245119871
10429780626.jpg,2.9035227432811026,2.1896811310265623
10430002553.jpg,2.2476226286226173,1.9208570791434494
10430335945.jpg,0.5043617830319049,1.2063726118783635
10440370734.jpg,2.226444447196671,1.9121770920307732
10442628686.jpg,0.1739499028178998,1.0709515951040416
10446770756.jpg,0.8613339654070499,1.3526795057651102
10446810546.jpg,2.117724496253965,1.8676176582392894
10451177016.jpg,0.6302164947801632,1.2579548159436336
10453950204.jpg,0.4401169847426648,1.1800415492629541
10458591.jpg,2.1321932567206483,1.873547754495493
10458703674.jpg,0.2512898398032715,1.102649767993701
10459022813.jpg,1.8322187288595773,1.7506016438924714
10463545414.jpg,0.1377588038787274,1.0561184861572674
10463583515.jpg,1.7575518531596388,1.7199990389858364
10464940425.jpg,1.0864632477771068,1.4449499056807555
10465121613.jpg,3.128767719577921,2.2819989486960317
10465293055.jpg,1.9661972803552712,1.8055134456646909
10466350116.jpg,2.432352617484352,1.9965696198189313
10466453556.jpg,1.0842472410856918,1.4440416638852858
10468110795.jpg,0.3739599847033723,1.1529267608774483
10468540574.jpg,2.4489921381216515,2.0033894133502077
10469774844.jpg,1.8141561991723312,1.7431986227475327
10471406506.jpg,1.4855547056446117,1.6085196023132111
10474002734.jpg,1.7190897317455396,1.704235139740382
10475435053.jpg,1.6875919628278393,1.6913256163594583
10475658035.jpg,0.3585197928379774,1.146598518441831
10481974434.jpg,2.2345962717101893,1.9155181594387352
10486107003.jpg,0.8351836669605994,1.3419616707941744
10490369963.jpg,3.0793665060219597,2.261751605999696
10491358066.jpg,0.3213999195310886,1.1313847465202613
10491423125.jpg,3.081583786899308,2.2626603700268557
10492897986.jpg,1.029160604539388,1.4214641211923709
10505275743.jpg,1.509780744396736,1.6184487695032708
10506082433.jpg,2.011864668828541,1.8242304608533475
10512432565.jpg,0.8715011579740239,1.3568465821858133
10513907744.jpg,1.842589640134598,1.7548522154785473
10516786036.jpg,3.3899465367263177,2.389044436755488
10517436165.jpg,0.8871559376774906,1.3632627745559192
10520192995.jpg,0.6437534983843279,1.2635030268341327
10525460645.jpg,1.250598544329038,1.5122216052734605
10526881085.jpg,2.203067816474924,1.9025960591119615
10530470795.jpg,1.64606094877746,1.6743039156060584
10532663625.jpg,3.0606458221785195,2.254078836972301
10534454676.jpg,1.2261672431490316,1.5022083102164752
10535849673.jpg,2.485623994485156,2.018403169005312
10536668436.jpg,1.6408279784325768,1.6721591556646334
10538085833.jpg,2.945021044863356,2.2066894244058326
10539008983.jpg,0.7972810497987713,1.3264270872582007
10539142034.jpg,1.3262104920287572,1.5432115528236239
10539341593.jpg,2.0385731626337225,1.8351770750769818
10544775715.jpg,2.2616757655263906,1.9266168299343263
10544833625.jpg,1.84086678021434,1.754146092435968
10544945153.jpg,0.678189398012669,1.2776167582719613
10554234623.jpg,1.4517324381938528,1.5946573711948013
10556629035.jpg,4.141091108580366,2.6969049216723873
10558118243.jpg,0.4213495873861631,1.1723496344608015
105620456.jpg,1.4559923521646976,1.596403318952277
10567114974.jpg,0.1611424878071931,1.0657024098693058
10567188645.jpg,1.688639589285481,1.6917549914775734
10568567754.jpg,2.0752527502660083,1.8502103936392857
10569725133.jpg,2.636591635089621,2.0802780367535165
1057328504.jpg,0.5741601157236461,1.2349798192709849
10574233584.jpg,1.5474456893723378,1.633885941865358
10575593285.jpg,0.9837990405861786,1.4028724497638545
10576676414.jpg,3.059274668542358,2.2535168625679836
10579282866.jpg,2.083388992748829,1.853545074671434
1057997640.jpg,0.7670783512403683,1.3140483551573507
10581525775.jpg,1.8180433592526573,1.7447917953964742
10582113466.jpg,1.718411430416767,1.7039571344351179
10583786994.jpg,1.3931471191031568,1.5706458753788168
10586872235.jpg,2.232238150591955,1.9145516713109432
10589450596.jpg,0.9981549089163596,1.4087562765944524
1059399148.jpg,0.6251740397829498,1.255888139702092
10597114264.jpg,2.955032017727179,2.2107924733738087
10602786066.jpg,0.6268292759684938,1.2565665468074987
10603218265.jpg,2.088703505333071,1.8557232551210951
10604417276.jpg,2.2778063162717435,1.933228019524878
10605846204.jpg,4.002627107891883,2.6401547353663437
10609356094.jpg,1.902215615319971,1.7792902295733608
10614052044.jpg,2.406136599621788,1.9858248494056436
10615424764.jpg,0.5133886711155493,1.2100723286131354
10617981003.jpg,2.058520617702545,1.8433526426314244
10619909515.jpg,2.0195476624499444,1.8273793754971164
10620203775.jpg,0.1355889765034034,1.0552291711931663
10620356404.jpg,2.6520899157014983,2.0866300871621
1062133952.jpg,0.3039320073264377,1.1242254324237273
10625988224.jpg,0.3963899030094681,1.162119778819809
10628337356.jpg,2.1324979178026777,1.8736726214145436
10628497685.jpg,2.602497449038913,2.06630435839156
10628645805.jpg,2.077936937479583,1.8513105216414614
10631219374.jpg,2.56572298828616,2.0512321555904993
10631630073.jpg,1.250486909363948,1.5121758511060552
1063351510.jpg,1.024109372770211,1.419393847745479
10633933603.jpg,1.8526875729290024,1.7589909054235071
10635160054.jpg,1.3353890247498397,1.546973421896795
1063722220.jpg,0.6754245040168646,1.2764835521779718
10642085843.jpg,3.458499968035904,2.4171414148826056
10644234544.jpg,0.300051386397074,1.122634939879604
106456452.jpg,0.7523818510285584,1.3080249185895787
10660362264.jpg,0.5264435213216185,1.2154229264415104
10660571735.jpg,1.0757800257778758,1.4405713319302458
10660620125.jpg,0.5764743387001239,1.2359283155184992
106652866.jpg,2.024423623109774,1.8293778131739882
10665464526.jpg,1.5528698848562337,1.6361090764183168
10676427864.jpg,1.1874397653212567,1.4863356532734335
1067765170.jpg,0.9414721980712116,1.385524574601161
10678199353.jpg,0.7252044106439632,1.296886104186714
10678350303.jpg,3.548353412717228,2.453968313575047
10679134563.jpg,1.971044360825437,1.8075000466465672
10680153225.jpg,1.8792672572565448,1.7698847264170046
10680502673.jpg,0.2938964596770347,1.1201123113528715
10680715605.jpg,1.7798692857268243,1.7291459540667442
10680932454.jpg,0.045779279964945,1.0184202029031821
10683218616.jpg,1.15086785437788,1.4713464665585847
10686332213.jpg,0.8924047812456823,1.365414040219955
10689376076.jpg,1.293242189857233,1.5296993237884595
10689538413.jpg,0.8555892622352601,1.3503250094797874
10689722684.jpg,1.6801590476251382,1.6882791976480758
10690294454.jpg,2.914094232049605,2.194013910334987
10692654005.jpg,1.0323992672237563,1.4227915038319483
10692667386.jpg,3.8196890830303465,2.5651766403977554
10692857705.jpg,2.6023372334195223,2.0662386931919103
10693826785.jpg,0.0050854570100631,1.0017416292471288
10694350076.jpg,1.813129134935061,1.7427776751617086
10698962263.jpg,0.4770669674660546,1.195185690650831
10705911926.jpg,0.1752584122767325,1.071487894468517
10706770686.jpg,0.5956835534128182,1.2438013114475333
10713772814.jpg,0.8173676545511614,1.3346596860296214
10714662986.jpg,0.8610929360422002,1.3525807186342138
10715577856.jpg,0.0023014978790865,1.0006006092089546
10721124556.jpg,2.881459484982235,2.180638390583174
10723077086.jpg,1.4830112423546409,1.6074771507384282
10724461514.jpg,0.2175173050093601,1.0888079200617338
10724889206.jpg,0.8665426316250509,1.3548143045345216
10728525673.jpg,0.4427848197875895,1.1811349752442957
10730634575.jpg,1.0878595803369753,1.445522199797087
10732971054.jpg,1.684099222356502,1.6898940986257407
10733259996.jpg,1.3076366901629335,1.5355989841338857
10737029565.jpg,1.506939608992744,1.6172843154740968
10740242265.jpg,2.465257838066894,2.0100559945388268
10740725955.jpg,1.335634214984533,1.5470739143817014
10740727595.jpg,1.2014341784618778,1.4920713358264803
10745415703.jpg,0.0091340873329165,1.0034009813094973
10745932825.jpg,3.9944714347466257,2.6368120905767727
10747724694.jpg,1.0626090366686678,1.4351731339721783
107505789.jpg,0.948989589263316,1.3886056162333982
10751799554.jpg,1.37474270883366,1.5631027327103002
1075190309.jpg,1.1842798521562812,1.4850405465313805
10762659033.jpg,5.103582695312609,3.0913870729424615
10765812585.jpg,2.1794563830496205,1.892918791091566
10767441335.jpg,2.47772266289419,2.0151647674162816
10770026303.jpg,0.5628552215850057,1.2303464499811483
10770700455.jpg,1.4631805723284292,1.59934944813728
10773126784.jpg,1.0386049890533229,1.4253349509968452
10775358296.jpg,0.9776151992817964,1.4003379704452898
10776111906.jpg,0.3663052460370971,1.149789426673069
107799222.jpg,0.2874637233940586,1.1174758211409654
10783395635.jpg,2.323688910668986,1.9520332379737244
10784159775.jpg,0.6860493297029477,1.2808381918977283
10786271105.jpg,2.0217657126637256,1.8282884548407896
10787038944.jpg,1.088091200342637,1.4456171304534897
10787258285.jpg,0.5969104424176673,1.2443041582471044
10790803694.jpg,1.2083173555279716,1.4948924415213614
10791502435.jpg,0.5540058700033486,1.2267194974992786
10792125886.jpg,0.3110136280529897,1.1271278712784643
10798439785.jpg,4.389494276396515,2.798714243824598
10799367156.jpg,1.9196549036681356,1.7864378120343771
10799853136.jpg,0.6984021017801614,1.2859010393764394
10805317444.jpg,3.097419822897829,2.2691508512262772
10806677866.jpg,0.9977282463336288,1.4085814067297988
10813730303.jpg,1.353725422225671,1.554488689170317
10814874265.jpg,0.5013005476155094,1.2051179487215626
10819001424.jpg,1.1253644358637729,1.460893758671191
10819132874.jpg,2.3601951148536875,1.966995494433938
10819329365.jpg,1.239565255734412,1.507699554919578
10827568885.jpg,3.1864929409993765,2.305657929037033
10828147985.jpg,1.1977331082755989,1.4905544330823828
10828395135.jpg,0.5678282360795578,1.2323846656737847
10829329963.jpg,0.8702081913287607,1.3563166531238091
10836905604.jpg,3.21069337328421,2.3155766012841315
10843403305.jpg,4.653831049444404,2.907054036430733
10847909336.jpg,0.5933481618669777,1.24284413915246
10849117054.jpg,1.8580625585810293,1.7611938710725434
10849700404.jpg,0.2890223000244153,1.118114611828113
1084984228.jpg,1.2047732127326078,1.4934398562794788
1085590803.jpg,1.759348174198924,1.7207352704477183
10856434794.jpg,0.5630805960835326,1.2304388208841732
10856757.jpg,1.2983469833895014,1.531791549800778
10858952303.jpg,1.068943792644924,1.4377694664489833
10861031374.jpg,1.9603432792098952,1.8031141530400085
10862487886.jpg,0.3700793284310094,1.151336253847814
10864812016.jpg,1.0604004099963935,1.4342679169156956
10865798996.jpg,1.894098962610007,1.775963577510864
10866463396.jpg,0.3752824939976643,1.1534687981468423
10866561184.jpg,0.3972735076531311,1.1624819287497505
10868390853.jpg,2.168646609253852,1.888488349433187
10872249945.jpg,1.4556816935517036,1.5962759939141637
10875461386.jpg,3.338482969577946,2.3679518277804346
10880314705.jpg,3.2859093981885468,2.3464042778303584
10882856833.jpg,1.1149675076369665,1.4566325239029623
10883456586.jpg,1.243293942293603,1.5092277763768431
1089100444.jpg,0.227305789286994,1.0928197809327718
10893404795.jpg,1.5849551800410655,1.6492594004763377
10895044423.jpg,1.1062273417191346,1.4530503217297157
10897840884.jpg,0.2659009069079305,1.1086381893609631
10898287705.jpg,2.799044220463813,2.1468600684732646
10898689245.jpg,1.044131570979327,1.4276000491622662
10899733355.jpg,1.9897535347180608,1.815168098261133
10900020096.jpg,0.8252070161701466,1.3378726889053563
10905088155.jpg,0.6246171293630418,1.255659887088211
10905114716.jpg,0.1487102073664608,1.0606069754768832
10906887886.jpg,0.4160092807153639,1.170160882171453
1090979049.jpg,0.2849477968391787,1.116444655639378
10910262455.jpg,1.7894884406557996,1.7330884144290892
10911046243.jpg,1.0726907972526991,1.439305195653134
10911095273.jpg,1.1913155126076107,1.487924148329781
10912602716.jpg,0.6645188838443262,1.2720138273867108
10915557435.jpg,3.8548524866508176,2.57958854310672
10917741563.jpg,1.7356255405791297,1.711012426452894
10921653346.jpg,3.288563093615424,2.347491908616165
10921880365.jpg,1.3938467385533462,1.5709326180263221
10923819485.jpg,1.8431564424933609,1.7550845223546925
10925112255.jpg,0.1744009138296736,1.0711364442981786
10927420963.jpg,2.1859186997224977,1.895567404979153
109293948.jpg,0.8853259096975697,1.36251272813021
10931213005.jpg,0.7745520487321249,1.317111488700678
10932590295.jpg,1.6969921754034505,1.6951783420667166
10933722123.jpg,0.5464138809864224,1.223607881562994
10936496124.jpg,0.7729603998806494,1.3164591431927777
10937404313.jpg,2.020364245460871,1.827714056264493
10943636256.jpg,1.2042744265752428,1.493235426195005
109436362569.jpg,1.0625552975594628,1.4351511087205306
10947519133.jpg,1.4463227660436233,1.5924401891052067
10948257133.jpg,1.2191438681483209,1.499329743673506
10953973716.jpg,1.6993630380657492,1.6961500523821957
10961758274.jpg,0.7815462231811461,1.31997808724662
10967023396.jpg,1.0692452638133605,1.4378930259654612
10968711744.jpg,1.5645524370181303,1.640897230800836
10980930876.jpg,1.1176165263783078,1.4577182379250317
10981006796.jpg,0.5631602785358639,1.2304714791490843
109825878.jpg,1.3726962197252164,1.5622639685723296
10983119996.jpg,1.267256855259189,1.5190491001033763
10990397626.jpg,0.9049674254540196,1.37056290487629
10990887046.jpg,1.7217880147178182,1.7053410449621134
11004139923.jpg,4.436333561677442,2.8179115669765906
11005410885.jpg,0.7474344588366472,1.3059972043301036
11006895124.jpg,1.771961059399758,1.7259047266344887
1100873520.jpg,0.9426747879097594,1.3860174622618382
11009340314.jpg,0.5524207046550093,1.2260698092886473
11010062705.jpg,1.8910762042495688,1.7747246843743083
11013892854.jpg,0.5731956650743114,1.2345845341877824
11016309165.jpg,2.039241012319979,1.8354507967225433
11016485883.jpg,0.7498995352854436,1.307007528652904
11018079835.jpg,1.2076060715561716,1.4946009181093882
1101948952.jpg,1.3692107883927724,1.5608354465269634
11021514993.jpg,2.3909134879346534,1.9795855784030223
11021929275.jpg,1.5458693677878832,1.6332398783170619
11023346856.jpg,1.687414592381666,1.69125292016539
11031973684.jpg,1.2983206570698147,1.531780759822592
11033459414.jpg,2.6787768964609406,2.097567884152752
110356262.jpg,2.0987194789389005,1.8598283536690277
11035760784.jpg,1.4576612998342549,1.5970873457802717
1103755154.jpg,2.5631808889891343,2.050190263055275
11051034136.jpg,1.8259503242141724,1.7480325058515396
11051374673.jpg,1.5652636163113207,1.6411887113097399
11051749575.jpg,1.3034705519088463,1.5338914708385847
11054039594.jpg,1.785429167841196,1.7314247004864733
11054638863.jpg,0.0074112848226397,1.0026948817966954
11054899145.jpg,3.607635106763391,2.4782652222656063
11054955216.jpg,3.3518733709827018,2.3734399530018218
11058112996.jpg,0.9585744007109818,1.392534000742431
11060185873.jpg,1.1061723659507476,1.453027789626911
11061633946.jpg,1.5314335102513357,1.6273232674968265
11062902804.jpg,0.8444217440361012,1.3457479444287475
11063650646.jpg,1.0176968983002517,1.416765661942357
11068654734.jpg,3.84157953925114,2.574148557016352
11071132393.jpg,2.0082958501642554,1.8227677620790548
11078122366.jpg,1.451105204787756,1.5944002963415804
11079282234.jpg,0.9136937516204072,1.374139434755879
11081975613.jpg,1.731779744114628,1.709436206895678
11087687983.jpg,0.2303055796346371,1.0940492605105778
11089447095.jpg,0.73531521905332,1.301030071269007
11095381506.jpg,1.1474229058689285,1.4699345366076542
11097661494.jpg,1.9743280048195115,1.8088458651084047
11098121724.jpg,2.170118547612237,1.889091630976794
11109548195.jpg,0.4821616899181581,1.1972737889788934
11111585533.jpg,4.143986636054389,2.6980916685725775
11118140253.jpg,0.4374948145238689,1.1789668392466113
11124139926.jpg,2.898161320424076,2.1874837241591534
11126091314.jpg,1.6246672296721505,1.6655355892615311
11126232436.jpg,1.3797949632983402,1.56517342531423
11126652126.jpg,3.3048860783779688,2.3541819682832203
11139368236.jpg,1.445909126305227,1.5922706567206095
11139580153.jpg,1.6560056404229715,1.678379798874148
11141708043.jpg,0.8153194160891298,1.3338202049100412
11143825565.jpg,1.0222437020009043,1.4186291929383272
11148529964.jpg,2.4250774068792165,1.9935878371519258
11149566996.jpg,0.9233163960658314,1.3780833253145754
11150131936.jpg,1.1198072144711242,1.4586161027620117
11153943035.jpg,0.4772389116238576,1.195256162852566
11155257336.jpg,1.3981984042162976,1.572716170689008
11156365526.jpg,2.023199674446688,1.8288761714886852
11158314215.jpg,1.7140333863811306,1.7021627704600555
11159983896.jpg,0.9164436569006884,1.3752664976473452
11163249414.jpg,0.9516626068026846,1.3897011662868721
11165746213.jpg,2.82976504334604,2.1594511565060572
11169904264.jpg,1.25796706328133,1.515241630848794
11170758174.jpg,1.702208670424529,1.697316349511531
11170786154.jpg,0.1567641575118788,1.063907928569235
11172371243.jpg,0.317636192678746,1.129842163617749
11175382195.jpg,1.1441376606829614,1.468588061889044
11175538013.jpg,0.8920853823572168,1.3652831329347674
1117582514.jpg,1.3383301541361627,1.5481788589764265
11183022383.jpg,2.4293508347266197,1.9953393236415529
11201160185.jpg,0.9953568262375044,1.4076094679471853
11208321473.jpg,0.6875014085005089,1.2814333338976915
11209059333.jpg,0.7405767945025156,1.3031865551602746
11209188974.jpg,1.5124526690884383,1.6195438716474806
11209221046.jpg,2.5215072683109594,2.033110114238439
11209649786.jpg,1.1545424625360103,1.4728525237036816
11215941184.jpg,1.318114805267225,1.5398934937634503
11216436636.jpg,2.0000958950819845,1.8194069681087361
11218793016.jpg,0.2776250129302215,1.113443374807928
11219420725.jpg,0.6392810392681749,1.261669966350355
11221904805.jpg,2.211900107758417,1.9062160193424558
11226958966.jpg,3.1821227828508296,2.303866797133551
11229777185.jpg,1.693210783719855,1.6936285191418181
11232665444.jpg,1.8988054184860896,1.777892542776065
11239106136.jpg,1.8383306305485685,1.7531066383878624
11241096796.jpg,1.8010060536915553,1.7378089676583044
11242015725.jpg,2.548398970742128,2.0441318174643115
11245083256.jpg,1.152083538222648,1.4718447208653849
11245781693.jpg,2.2761759660192857,1.9325598120477647
11250215644.jpg,1.233637494741163,1.5052700314400318
11251138933.jpg,1.3481073427223391,1.5521860902499411
11252383376.jpg,0.9643580461400064,1.3949044577131469
11252644224.jpg,0.1813968412442445,1.0740037613061109
11253432804.jpg,0.4377334719156532,1.1790646542120877
11256485296.jpg,0.3952405078980706,1.1616486932929808
11256776836.jpg,0.2219532796855291,1.0906260272092216
11260247205.jpg,1.024576277047403,1.4195852108765887
11260270773.jpg,1.70315761136221,1.6977052778592534
11260385706.jpg,0.5320658315044337,1.217727259327738
11262156493.jpg,1.6610653502198671,1.6804535470845174
11264048414.jpg,0.3921684345804134,1.1603895881663342
11268202995.jpg,2.212013477436793,1.9062624844910672
11269474243.jpg,2.1805504278564904,1.8933671910100163
