image_name,Chromatic_Score
10451177016.jpg,3.4686646689681355
10453950204.jpg,3.3649884349500487
10458591.jpg,3.216890056661949
10458703674.jpg,2.9819134607848365
10459022813.jpg,3.63441912003256
10463545414.jpg,3.3395321018138424
10463583515.jpg,3.5012211744990402
10464940425.jpg,3.5114830657171447
10465121613.jpg,3.2088538162226925
10465293055.jpg,3.3966744011913024
10466350116.jpg,3.4563575565973297
10466453556.jpg,2.403731613395164
10468110795.jpg,3.3183201208145574
10468540574.jpg,3.565092713039613
10469774844.jpg,3.2600631315528332
10471406506.jpg,3.3664534544324782
10474002734.jpg,3.4650783996483723
10475435053.jpg,3.3556304908855785
10475658035.jpg,3.40308374560086
10481974434.jpg,2.890724022723105
10486107003.jpg,3.472768017260491
10490369963.jpg,2.848693928841281
10491358066.jpg,3.3073666617393576
10491423125.jpg,3.40163289226365
10492897986.jpg,3.114346791695417
10505275743.jpg,3.416217828625154
10506082433.jpg,2.291450468315785
10512432565.jpg,3.3884943099312896
10513907744.jpg,3.308254382996298
10516786036.jpg,3.1478114250486406
10517436165.jpg,2.878800145981666
10520192995.jpg,2.6788418381826085
10525460645.jpg,3.5494591580836157
10526881085.jpg,3.3415815235065573
10530470795.jpg,3.4345459332036947
10532663625.jpg,3.3404854108729567
10534454676.jpg,3.4833399994743655
10535849673.jpg,2.4704198461047637
10536668436.jpg,3.311448404796998
10538085833.jpg,2.5298383340769983
10539008983.jpg,3.305476634938581
10539142034.jpg,3.545182098292601
10539341593.jpg,3.571361056757954
10544775715.jpg,2.437850304636646
10544833625.jpg,3.1299255595993856
10544945153.jpg,2.9511191052032806
10554234623.jpg,3.09185874803046
10556629035.jpg,3.039477434818007
10558118243.jpg,3.4418846511927175
105620456.jpg,3.338905803757173
10567114974.jpg,3.220949416691729
10567188645.jpg,2.6657119578402413
10568567754.jpg,3.6130560457166307
10569725133.jpg,3.3846867391311597
1057328504.jpg,2.7451497918248045
10574233584.jpg,2.4289683825173856
10575593285.jpg,3.190523510996101
10576676414.jpg,3.4366671333113903
10579282866.jpg,2.719294759959998
1057997640.jpg,3.282093027867317
10581525775.jpg,3.387503547382303
10582113466.jpg,2.8041694299469277
10583786994.jpg,2.7444577259446103
10586872235.jpg,3.4955257042376053
10589450596.jpg,2.7343832001355555
1059399148.jpg,3.346275255454974
10597114264.jpg,3.3857177509488112
10602786066.jpg,2.701654584197224
10603218265.jpg,3.490138365582285
10604417276.jpg,3.429950238521266
10605846204.jpg,2.894098626063373
10609356094.jpg,3.409132360118096
10614052044.jpg,3.3360028954158976
10615424764.jpg,3.4706134347190174
10617981003.jpg,2.7605800528945768
10619909515.jpg,3.312257595349764
10620203775.jpg,3.3150867205950187
10620356404.jpg,3.3590044060714668
1062133952.jpg,3.3222061034276176
10625988224.jpg,3.2653836161973167
10628337356.jpg,3.2540379257726806
10628497685.jpg,2.3597051388876267
10628645805.jpg,3.5242129785075154
10631219374.jpg,3.526424789808399
10631630073.jpg,2.8197151574876433
1063351510.jpg,3.59045478945914
10633933603.jpg,2.811498748647556
10635160054.jpg,3.5475410796663125
1063722220.jpg,3.3101123562570187
10642085843.jpg,3.2916381121635667
10644234544.jpg,3.374351649807061
106456452.jpg,2.7058202633755384
10660362264.jpg,3.269709228047644
10660571735.jpg,3.244348720201582
10660620125.jpg,3.345786411231851
106652866.jpg,3.2781506804564473
10665464526.jpg,3.523365890093096
10676427864.jpg,3.272537757756762
1067765170.jpg,2.644900851449105
10678199353.jpg,3.378290567380947
10678350303.jpg,2.605215100182113
10679134563.jpg,2.502344057241039
10680153225.jpg,3.1074595059234476
10680502673.jpg,3.3371094047812218
10680715605.jpg,3.110201736929155
10680932454.jpg,3.4293042034568764
10683218616.jpg,3.387758874699573
10686332213.jpg,3.163432577919102
10689376076.jpg,3.560828638311972
10689538413.jpg,3.4464325174810715
10689722684.jpg,3.357791739152267
10690294454.jpg,3.303684439671372
10692654005.jpg,3.230446784875831
10692667386.jpg,3.5030680486510346
10692857705.jpg,3.233240470136772
10694350076.jpg,3.418750957337536
10698962263.jpg,3.290062394757638
10705911926.jpg,3.252111943842282
10706770686.jpg,3.48708315052165
10713772814.jpg,3.4477259986633815
10714662986.jpg,3.488834332631819
10721124556.jpg,3.068897795651321
10723077086.jpg,3.5677155065529447
10724461514.jpg,3.3067643889768688
10724889206.jpg,3.3379715609043403
10728525673.jpg,3.499143602260443
10730634575.jpg,3.248062410738008
10732971054.jpg,3.312331787015662
10733259996.jpg,3.410186488378498
10737029565.jpg,3.1212202529140716
10740242265.jpg,3.4905771472939087
10740725955.jpg,3.4287123089168468
10740727595.jpg,3.448665288086267
10745932825.jpg,3.36841708941009
10747724694.jpg,3.508366570427237
107505789.jpg,3.2612262567559007
10751799554.jpg,3.503512254799993
1075190309.jpg,3.23503025479887
10762659033.jpg,3.240339958514003
10765812585.jpg,3.0631566599493425
10767441335.jpg,3.579144353944516
10770026303.jpg,3.2702220389403607
10770700455.jpg,3.3589729742411203
10773126784.jpg,3.566374344352893
10775358296.jpg,2.503218004444337
10776111906.jpg,3.4657062225745885
107799222.jpg,3.39172891902094
10783395635.jpg,3.4604661448359604
10784159775.jpg,3.4609888845033625
10786271105.jpg,3.21466803898387
10787038944.jpg,3.2279697703617494
10787258285.jpg,3.375722155715822
10790803694.jpg,3.452558321350195
10791502435.jpg,3.5261474518405773
10792125886.jpg,3.482680537103158
10798439785.jpg,2.4174733427818422
10799367156.jpg,3.410382337668578
10799853136.jpg,3.5078417854537918
10805317444.jpg,3.0336325124953167
10806677866.jpg,2.9090466037166225
10813730303.jpg,3.1130495462090018
10814874265.jpg,3.4405388894632574
10819001424.jpg,2.7433998556055874
10819132874.jpg,3.4938463645881033
10819329365.jpg,3.2728790522209015
10827568885.jpg,3.5543918325144306
10828147985.jpg,3.3049192618829357
10828395135.jpg,3.389895236301221
10829329963.jpg,3.3937128695795606
10836905604.jpg,3.410967032260476
10843403305.jpg,3.1309980249235307
10847909336.jpg,3.482554527367542
10849117054.jpg,3.2685459994763937
10849700404.jpg,3.4093166350025976
1084984228.jpg,2.7326626708860005
1085590803.jpg,3.068002405106772
10856434794.jpg,3.144793833547849
10856757.jpg,3.36247962788358
10858952303.jpg,3.3573336869164354
10861031374.jpg,3.302328683705302
10862487886.jpg,3.367450946100182
10864812016.jpg,2.972920468121665
10865798996.jpg,3.4258161115844175
10866463396.jpg,3.44699397334423
10866561184.jpg,3.4101275600971865
10868390853.jpg,3.517927915679124
10872249945.jpg,3.398917398716451
10875461386.jpg,2.8252461227461056
10880314705.jpg,3.173658428043024
10882856833.jpg,2.8071737912634895
10883456586.jpg,2.23269100409404
1089100444.jpg,3.281965210343991
10893404795.jpg,2.921875270753205
10895044423.jpg,2.2917096414846823
10897840884.jpg,3.3319750114409277
10898287705.jpg,2.8687411117649897
10898689245.jpg,3.3747299635186723
10899733355.jpg,3.503947901946399
10900020096.jpg,3.4501825115283964
10905088155.jpg,3.4201800787883565
10905114716.jpg,3.223952805304683
10906887886.jpg,2.5749455500413325
1090979049.jpg,3.3231999351549684
10910262455.jpg,2.3456359070979538
10911046243.jpg,3.517296599383282
10911095273.jpg,3.4614174175680414
10912602716.jpg,3.47304896345813
10915557435.jpg,2.560257202382978
10917741563.jpg,3.49961018344594
10921653346.jpg,2.963299728771397
10921880365.jpg,3.3941614607008086
10923819485.jpg,1.9101422924077276
10925112255.jpg,3.3491343261515616
10927420963.jpg,3.4419530806205705
109293948.jpg,3.114311494457162
10931213005.jpg,3.136759992929102
10932590295.jpg,3.505265263359225
10933722123.jpg,3.0747397704030743
10936496124.jpg,3.4809772498470957
10937404313.jpg,3.1184440176608144
10943636256.jpg,3.3495243216662614
109436362569.jpg,3.4233961448150567
10947519133.jpg,2.9086076409179764
10948257133.jpg,2.381622450100953
10953973716.jpg,3.4023701004899984
10961758274.jpg,3.387394050906005
10967023396.jpg,3.440531371469003
10968711744.jpg,3.491825016753482
10980930876.jpg,3.490873284923966
10981006796.jpg,3.3441611547773595
109825878.jpg,3.105284030160921
10983119996.jpg,3.432754485248025
10990397626.jpg,2.5353098323849768
10990887046.jpg,2.751142370931839
11004139923.jpg,3.2340925915156964
11005410885.jpg,3.4908426239989696
11006895124.jpg,2.6647543526094966
1100873520.jpg,3.0927206997855343
11009340314.jpg,3.5249386695196123
11010062705.jpg,3.2620552692910625
11013892854.jpg,3.3598482027640957
11016309165.jpg,3.3538762585994837
11016485883.jpg,3.2753263800459274
11018079835.jpg,3.470725599156234
1101948952.jpg,3.462807751314603
11021514993.jpg,3.575202135060361
11021929275.jpg,3.4830523739642265
11023346856.jpg,3.524901201285367
11031973684.jpg,3.513712972579273
11033459414.jpg,3.349522179338245
110356262.jpg,2.813752387183933
11035760784.jpg,3.440811476559022
1103755154.jpg,3.247790368541487
11051034136.jpg,3.2478621123891864
11051374673.jpg,3.28335106669996
11051749575.jpg,3.4176942898476397
11054039594.jpg,2.5968346471590955
11054638863.jpg,3.0122058466415513
11054899145.jpg,3.385551185861072
11054955216.jpg,2.3339462439051517
11058112996.jpg,3.123250082400424
11060185873.jpg,3.234294461940192
11061633946.jpg,2.5062784215650122
11062902804.jpg,3.402940070953595
11063650646.jpg,3.5664501692030313
11068654734.jpg,2.7764537531468734
11071132393.jpg,3.4686141449898305
11078122366.jpg,2.7759447967040036
11079282234.jpg,3.5364416361385564
11081975613.jpg,3.2149321569543226
11087687983.jpg,3.53139186273151
11089447095.jpg,3.202290415863926
11095381506.jpg,3.0423971412637645
11097661494.jpg,3.435685964103147
11098121724.jpg,3.4719180428361813
11109548195.jpg,3.3197359667670194
11111585533.jpg,3.474258156278986
11118140253.jpg,3.398527738932506
11124139926.jpg,3.183156653516934
11126091314.jpg,3.1675507099911977
11126232436.jpg,3.0894077859657236
11126652126.jpg,3.132401356683545
11139368236.jpg,3.535844383085815
11139580153.jpg,2.4362610433137184
11141708043.jpg,3.465685764688271
11143825565.jpg,3.407768271567743
11148529964.jpg,3.1573176583091445
11149566996.jpg,3.3865447495908376
11150131936.jpg,3.40720409496523
11153943035.jpg,3.270958143135931
11155257336.jpg,3.4375890606358444
11156365526.jpg,3.296929245484866
11158314215.jpg,2.73631321886148
11159983896.jpg,3.3979190743949514
11163249414.jpg,3.37509391536651
11165746213.jpg,3.5893406002734203
11169904264.jpg,3.070180110261495
11170758174.jpg,3.3023186774803523
11170786154.jpg,3.28013257891788
11172371243.jpg,3.371252643505604
11175382195.jpg,3.5001186691917705
11175538013.jpg,3.482422085880284
1117582514.jpg,3.3241756494716244
11183022383.jpg,2.8049832424364767
11201160185.jpg,3.228063945181801
11208321473.jpg,3.495064784010101
11209059333.jpg,3.5270075654998014
11209188974.jpg,3.389004118869376
11209221046.jpg,3.1781883386711187
11209649786.jpg,3.473109607843142
11215941184.jpg,3.389247953951582
11216436636.jpg,3.4768194424287375
11218793016.jpg,3.4493594141010746
11219420725.jpg,3.4388713461248286
11221904805.jpg,3.286388096754107
11226958966.jpg,3.2104713983511717
11229777185.jpg,2.9344556133165245
11232665444.jpg,2.2070609221093953
11239106136.jpg,2.7805923279829408
11241096796.jpg,3.363502125336987
11242015725.jpg,3.258362492834775
11245083256.jpg,2.7313469480383947
11245781693.jpg,3.4661890208812687
11250215644.jpg,3.5437527462585
11251138933.jpg,3.001367249502967
11252383376.jpg,3.4597488574148887
11252644224.jpg,3.2337197694263313
11253432804.jpg,3.3512231980249014
11256485296.jpg,3.363315271520644
11256776836.jpg,3.2200185871965816
11260247205.jpg,3.4375952445700326
11260270773.jpg,3.4500318549236977
11260385706.jpg,3.408608035712674
11262156493.jpg,3.5324752410331652
11264048414.jpg,3.330833738138381
11268202995.jpg,2.3174307264013487
11269474243.jpg,3.4955229336706806
11269626135.jpg,3.376849162380638
11270256213.jpg,3.488203148102527
11270280904.jpg,3.2833914159589064
11273127766.jpg,3.475414237058757
11273190884.jpg,3.3521274646407253
11275584366.jpg,2.931598441019435
1127644406.jpg,3.424967395920139
11287273183.jpg,3.43580103844664
11288559554.jpg,3.4313627659721817
11291450085.jpg,2.8421746146708267
11292980633.jpg,3.497117599544826
11293176185.jpg,3.4717707709387056
11293946974.jpg,3.3851775311148247
11294894953.jpg,3.5043565532619922
11295475784.jpg,3.2554641480227717
11297504114.jpg,2.7989740316130254
11297570034.jpg,2.715898425046117
11301386435.jpg,3.4656217348849836
11302087114.jpg,3.0862750952854623
1130601148.jpg,3.3933135316537997
11307198154.jpg,3.4014751334355724
11316105544.jpg,3.5308545352968737
11320098306.jpg,2.9105257041426684
11321228905.jpg,3.475477921038978
11324704676.jpg,3.067812589570326
11325081573.jpg,3.156344207082828
11327123904.jpg,3.213319869369511
11333447674.jpg,3.4687136076445477
11333611705.jpg,3.0323625688954396
11333782783.jpg,3.295149530684916
11335231214.jpg,3.441895765853818
11338371864.jpg,3.5175668263359743
11339056674.jpg,3.505075223811493
11341117543.jpg,3.4865181451644243
11346267905.jpg,3.5942707402027065
11347140483.jpg,3.3050478290310403
11353895754.jpg,3.4644470374389003
11356760053.jpg,3.2586256715529753
113663782.jpg,3.182835455591681
11369797883.jpg,3.214004905901726
113701797.jpg,3.4432278124085944
11370407443.jpg,2.6806614777886044
11372421485.jpg,3.484886338954211
11378848184.jpg,3.2877425552961235
11381486584.jpg,2.7196225398167195
11382799454.jpg,3.3407102459844604
11389102005.jpg,3.2768738817701526
11389330254.jpg,3.43693619961883
11393787465.jpg,2.3084299175844105
11396447303.jpg,3.344260380790592
11399456186.jpg,3.364058350592657
11404463006.jpg,3.289829414244322
11406584295.jpg,3.2049882164372114
11407368256.jpg,3.17954079485604
11407704456.jpg,3.2661131813330138
11407835876.jpg,3.3281487851881257
11407862453.jpg,3.3327590919085117
11408091114.jpg,3.2555766199155505
11408307524.jpg,3.1834272961688734
11408357925.jpg,3.006841206127924
11408443745.jpg,3.0145658775647943
11410644126.jpg,3.488607300182089
11410690075.jpg,3.5673870063031172
11414474354.jpg,2.7088661403977583
11414784395.jpg,3.312741056536159
11416241303.jpg,3.1457966279312104
11419816946.jpg,3.4186758535763295
11424871693.jpg,3.2570353975553563
11426976205.jpg,2.566974181792448
11432746805.jpg,3.5148958335566096
11433127464.jpg,3.4057977632000953
11433593823.jpg,2.222346448341814
11436378704.jpg,3.4230838777285877
11436390143.jpg,3.2492601487710977
11436508006.jpg,3.318117539076744
11437542656.jpg,2.900135353454921
11438612393.jpg,2.2277168607437785
11439591215.jpg,2.4309825098037314
11446005074.jpg,3.236388902689069
11452299875.jpg,3.4988515055739917
11453100924.jpg,3.47413217544462
11456199025.jpg,3.3784321366899484
11457744603.jpg,3.5346698912337757
114577446033.jpg,3.5537863708436963
11459826225.jpg,3.4914522921079545
11460414725.jpg,3.5326208059073423
11461273913.jpg,3.530940640611719
11474376103.jpg,2.3803433937667076
11476172786.jpg,3.3517471235982357
11477250346.jpg,3.59314560302176
11484412296.jpg,3.308584967679222
11490304024.jpg,3.1550790644023463
11495616074.jpg,3.0448674329720413
11498400544.jpg,3.3562132667910216
11499073263.jpg,2.634252640735272
11501016504.jpg,2.6333670783361898
11501322724.jpg,3.515605494538823
11503076944.jpg,3.552926563213449
11504259765.jpg,3.1809318591839837
11504601393.jpg,3.277278355338628
11506037556.jpg,2.858339489678438
11509515706.jpg,2.542408261478394
11514342335.jpg,3.499603181677499
11515148456.jpg,3.503844278498403
11518631385.jpg,3.2598166810698515
11519797605.jpg,3.4767873036253962
11520125355.jpg,3.1641257872980146
11521791886.jpg,3.257158686197636
11522920033.jpg,2.7434468850899965
11522984926.jpg,3.4334478394324877
11523093675.jpg,3.3678041498336726
1152554814.jpg,3.3136019824052325
11527524903.jpg,2.720604097064628
115290990.jpg,2.8801338904770373
11529156723.jpg,3.33133532333176
11533404563.jpg,3.4189261837744542
11535275706.jpg,3.278760631147366
11541375264.jpg,3.5129684543100677
1154145143.jpg,3.3231989737028744
11546100824.jpg,3.3539216652215798
11548683805.jpg,2.3282497225677776
1154962046.jpg,2.7231822095469433
11551017545.jpg,3.377178581509179
11554709013.jpg,3.4978604431876597
11555549865.jpg,3.5417358157274337
11559530473.jpg,3.4365871325586577
1159028861.jpg,3.4100647173037077
1166073016.jpg,3.0261713171321283
11706252.jpg,3.3022852872524524
117172917.jpg,3.1791910244995742
1172858625.jpg,3.532135689726997
1194894463.jpg,2.6618199409389662
1195689121.jpg,2.6246219100894015
1202598832.jpg,3.256664187718399
120328351.jpg,2.7677856545674
120459577.jpg,3.3657351683777597
120983206.jpg,3.4982209758967855
121123359.jpg,3.5164807593192466
12223016903.jpg,3.4869825013628546
122230169039.jpg,3.5135131074976185
122346209.jpg,2.5290296228336926
122553631.jpg,3.3220822493285835
122760647.jpg,3.388991391045414
123242995.jpg,3.331423377389135
1240561841.jpg,3.452371023715366
1241002913.jpg,3.3565628915659347
1249337589.jpg,3.1976584781974813
1252305847.jpg,2.9389060340904054
1252945239.jpg,2.7147338111050323
125792926.jpg,2.7993100632227437
1258043245.jpg,3.444546932324954
125829275.jpg,3.233610769879972
1262002118.jpg,2.6983678469822467
12624585124.jpg,3.4474503815274793
126245851242.jpg,3.1518870656403344
1266777709.jpg,3.5256478611908797
1275089910.jpg,3.5337236120394744
127977276.jpg,3.470438404457375
128079586.jpg,2.814575784758439
128293583.jpg,3.369401291997161
1286765019.jpg,3.0311475510086776
128715765.jpg,3.4631319820039845
128781220.jpg,2.9519570266685706
1288155068.jpg,3.0165699189479422
1289162225.jpg,3.4094726698813673
129023751.jpg,3.5116967991773667
1292518332.jpg,3.46125412068704
12949713.jpg,3.356984557553083
1295925783.jpg,2.422271834482546
1296759644.jpg,2.7686893758096245
1296775174.jpg,3.464261310428356
1297819816.jpg,3.3033498461437993
1302738127.jpg,3.443353768682172
1306121832.jpg,2.18088538575795
1306193020.jpg,3.387381799636507
13086788855.jpg,3.2283653379566006
130867888559.jpg,3.4149422225204638
131182190.jpg,3.415732163113355
1312413141.jpg,2.6192402577858784
1313706108.jpg,2.851251567244484
1314838096.jpg,3.018327906695922
1315889745.jpg,2.5121001783712433
1317678723.jpg,3.419277147649553
132921013.jpg,3.376077449768398
1329449674.jpg,3.264273143649606
1329713028.jpg,3.206825722658963
1331642031.jpg,3.1605327196230806
1332211559.jpg,2.264722531024922
13325497.jpg,3.4933965532971216
133829142.jpg,2.379884513537729
1341717001.jpg,2.8145853460670467
134343714.jpg,3.4318966277127636
1348094685.jpg,3.0501983637012122
1348788122.jpg,3.4326552860190396
1351464251.jpg,3.3588142500623954
1351917139.jpg,3.3395511440691177
1352428885.jpg,2.8953704610938775
135352055.jpg,2.562793660436306
135403304.jpg,2.3283423546399877
1357295757.jpg,3.41325695020518
1360063696.jpg,3.5250406982210567
1360663704.jpg,3.417963229068504
1362231035.jpg,3.067261303063461
136287514.jpg,3.5314884203713817
1367218588.jpg,2.3841116791927783
1368120580.jpg,3.5052169863862006
136948336.jpg,3.4137137978483563
13695832255.jpg,3.2724611360101012
136958322558.jpg,3.340794926123491
1375320148.jpg,3.2493992786672052
137731604.jpg,2.8290581909667987
137841242.jpg,3.3465992594402456
138058796.jpg,2.5351578963336454
138750201.jpg,3.478742532399648
1387568510.jpg,3.2281850841085302
1392405539.jpg,3.483754879777052
139253033.jpg,3.346620647282068
139463188.jpg,3.503963831148268
1396109073.jpg,3.3656252122711443
139611767.jpg,2.765647416954005
1396758393.jpg,3.0018567649403325
139999071.jpg,2.885659811935206
1402675396.jpg,3.2234505190772462
1404458044.jpg,2.3737281904795706
1408118135.jpg,3.1752793569497633
1408827056.jpg,3.475066419493115
14092652.jpg,3.286777265835963
1410303503.jpg,2.9238178093735145
141087919.jpg,3.454258124772123
1413089132.jpg,2.4251271440495303
141683460.jpg,2.930329527980869
1418012844.jpg,2.3138988874006996
1418015310.jpg,3.4443428321349847
142117255.jpg,3.2101887208750908
142607218.jpg,2.4188899432666897
1427484100.jpg,3.4290465740563905
1428835063.jpg,3.004043508902037
1429419760.jpg,3.3734374186903437
1429848565.jpg,3.37939252523513
1430765461.jpg,2.8708745850444046
1431934782.jpg,3.1914848127133992
143394138.jpg,3.231249535542891
1434258458.jpg,3.4921118477729474
1435966034.jpg,3.477036351884858
143622689.jpg,3.369604407186417
143643298.jpg,2.6380331321199
143899204.jpg,3.2360390253511975
144272742.jpg,2.7712702736690065
1446670895.jpg,3.2583348529103726
145089144.jpg,2.911028780431474
145215893.jpg,2.6024042662844042
145517507.jpg,3.4177843248922484
1459611891.jpg,2.699398145639439
1461013559.jpg,3.483269184157197
1465282532.jpg,2.8983018800202958
1465706268.jpg,3.230360201141818
1466864952.jpg,3.32108531087398
146926363.jpg,3.460886310745438
1473138944.jpg,2.7695340402062327
1474406158.jpg,3.382855298378272
147639760.jpg,3.4037461754661447
147783170.jpg,2.5911361910723634
1487386722.jpg,3.3377430926037093
14898266.jpg,2.6800618371891645
1490095554.jpg,2.545267212912266
1492755190.jpg,3.261550748232589
1494601659.jpg,2.8296318233178988
149795981.jpg,2.6828226504026427
149836125.jpg,2.6334066982820246
149867784.jpg,3.5027264328403076
1500316824.jpg,3.130818221836555
15012954.jpg,2.526784785172872
1511406857.jpg,3.489084930889848
1513796016.jpg,3.3579599403134446
1516506386.jpg,3.2190708284010965
151837041.jpg,3.4220225638455983
1519242706.jpg,3.501902348335852
1519650440.jpg,2.9120682135847233
152346984.jpg,3.1102772289650407
1527228794.jpg,2.397314365036621
152780037.jpg,3.0298727928009352
