image_name,Chromatic_Score,Chromatic_Score_to_MOS_scale
10336689775.jpg,3.366452660999512,4.3326958406516916
103400056.jpg,3.3685528605859707,4.337502045824218
10342569703.jpg,2.743445252226453,2.9069735188907835
10344523015.jpg,3.476646588470875,4.5848693138818515
10344921126.jpg,3.484872039815163,4.603692861439987
1034624333.jpg,3.413931717732314,4.441349365548643
10346758803.jpg,3.535927836478371,4.7205315826702465
10346796664.jpg,3.4972607369196025,4.63204379555507
10349956885.jpg,3.559113448726756,4.773590734874096
10350497833.jpg,2.923729592073425,3.319545510755149
10351189716.jpg,3.481198946867578,4.595287165887204
10353620913.jpg,2.8644405931654697,3.1838655044059445
10358252894.jpg,3.29767892282014,4.175310467231537
10362672006.jpg,3.571241916605516,4.80134614699281
10366373284.jpg,3.2943372264023063,4.167663156608318
1036840624.jpg,3.472902876833336,4.576302010872749
10371125786.jpg,2.436507229441488,2.204560699525598
10371211803.jpg,3.4724983638926794,4.575376302573274
10372323314.jpg,3.461574274145881,4.5503770515569775
10373546175.jpg,3.2799587763760707,4.134758769170777
10375167904.jpg,3.3619782337526645,4.322456330313462
10382843045.jpg,3.2107379095273347,3.97635016341721
10387390396.jpg,3.3549675102680503,4.306412628709026
10387844376.jpg,2.742231308917092,2.90419546834253
10388184626.jpg,3.37720554839208,4.357303303360936
10395523125.jpg,3.42507402752922,4.466848002594885
10397166423.jpg,3.252754074332655,4.072502124363714
10397631976.jpg,3.488015187343988,4.610885802533993
10399580503.jpg,3.47909367223482,4.590469346716688
10403509543.jpg,3.386823910127557,4.379314458977924
10407720764.jpg,3.4519256660323347,4.528296678566715
10408374535.jpg,3.437552653325644,4.495404734171963
10408474376.jpg,3.312308759817983,4.208790141594681
10409059825.jpg,3.5032998164556157,4.645863936978975
10410038143.jpg,3.431102510122005,4.480643893426757
10412894895.jpg,3.513763751602945,4.669810146450844
10414716033.jpg,3.413362453386031,4.440046631625981
10415628976.jpg,2.853522129932193,3.1588791293937026
10415631353.jpg,2.577042062092807,2.5261678667509644
104219737.jpg,3.006303074314953,3.5085109310045217
10422425365.jpg,3.37029222696139,4.341482501645826
10422776735.jpg,3.4945559647040247,4.62585405516238
10423472445.jpg,3.480214037447736,4.593033248317353
10429780626.jpg,3.5289055237163165,4.704461359564931
10430002553.jpg,3.5185079842580653,4.680667093416133
10430335945.jpg,3.4814310335207987,4.595818284967684
10440370734.jpg,2.681085206384235,2.7642655701709153
10442628686.jpg,3.3952307969670024,4.398553212891172
10446770756.jpg,3.443324762571452,4.508613926999377
10446810546.jpg,3.551933100991832,4.7571588563771
10451177016.jpg,3.4686646689681355,4.566603077164112
10453950204.jpg,3.3649884349500487,4.329345030158226
10458591.jpg,3.216890056661949,3.9904290545717327
10458703674.jpg,2.9819134607848365,3.4526964801017797
10459022813.jpg,3.63441912003256,4.9459241213218075
10463545414.jpg,3.3395321018138424,4.271089443031345
10463583515.jpg,3.50122117449904,4.6411070653997495
10464940425.jpg,3.5114830657171447,4.664590907111918
10465121613.jpg,3.2088538162226925,3.972038507018133
10465293055.jpg,3.3966744011913024,4.4018568313351745
10466350116.jpg,3.4563575565973297,4.538438845765912
10466453556.jpg,2.403731613395164,2.1295552874732184
10468110795.jpg,3.3183201208145574,4.222546850481752
10468540574.jpg,3.565092713039613,4.78727399205291
10469774844.jpg,3.260063131552833,4.089228548292376
10471406506.jpg,3.3664534544324782,4.332697656384658
10474002734.jpg,3.4650783996483723,4.558396073284172
10475435053.jpg,3.3556304908855785,4.307929827785625
10475658035.jpg,3.40308374560086,4.4165243060134545
10481974434.jpg,2.890724022723105,3.244013861688804
10486107003.jpg,3.472768017260491,4.5759933912630935
10490369963.jpg,2.848693928841281,3.1478300247244344
10491358066.jpg,3.3073666617393576,4.197480389177925
10491423125.jpg,3.40163289226365,4.413204098325178
10492897986.jpg,3.114346791695417,3.7557637524416205
10505275743.jpg,3.416217828625154,4.446581019753785
10506082433.jpg,2.291450468315785,1.8726053177002935
10512432565.jpg,3.3884943099312896,4.383137088135957
10513907744.jpg,3.308254382996298,4.199511896337711
10516786036.jpg,3.1478114250486406,3.832345947274901
10517436165.jpg,2.878800145981666,3.2167266464923188
10520192995.jpg,2.6788418381826085,2.759131730547264
10525460645.jpg,3.549459158083616,4.751497357689707
10526881085.jpg,3.3415815235065573,4.275779445450031
10530470795.jpg,3.4345459332036947,4.488524000599961
10532663625.jpg,3.3404854108729567,4.273271044704098
10534454676.jpg,3.483339999474365,4.600186861220799
10535849673.jpg,2.470419846104764,2.2821680824961694
10536668436.jpg,3.311448404796998,4.206821260742248
10538085833.jpg,2.5298383340769983,2.418144418305933
10539008983.jpg,3.305476634938581,4.193155154259932
10539142034.jpg,3.545182098292601,4.741709513228008
10539341593.jpg,3.571361056757954,4.801618793469171
10544775715.jpg,2.437850304636646,2.2076342621487326
10544833625.jpg,3.1299255595993856,3.791415009286162
10544945153.jpg,2.9511191052032806,3.382225086794706
10554234623.jpg,3.09185874803046,3.7043009522014034
10556629035.jpg,3.039477434818007,3.5844288504599175
10558118243.jpg,3.441884651192717,4.505318301763511
105620456.jpg,3.338905803757173,4.269656190221033
10567114974.jpg,3.220949416691729,3.9997187036594046
10567188645.jpg,2.6657119578402413,2.72908463444125
10568567754.jpg,3.613056045716631,4.897035759025057
10569725133.jpg,3.38468673913116,4.374423646521963
1057328504.jpg,2.7451497918248045,2.9108742753175507
10574233584.jpg,2.4289683825173856,2.187308412973824
10575593285.jpg,3.190523510996101,3.9300904900953335
10576676414.jpg,3.4366671333113903,4.493378264449598
10579282866.jpg,2.719294759959998,2.851706285434269
1057997640.jpg,3.282093027867317,4.139642900480409
10581525775.jpg,3.387503547382303,4.380869775963159
10582113466.jpg,2.804169429946928,3.0459378625366464
10583786994.jpg,2.7444577259446103,2.909290516024118
10586872235.jpg,3.4955257042376053,4.628073257181249
10589450596.jpg,2.7343832001355555,2.886235450988193
1059399148.jpg,3.346275255454974,4.286520823990616
10597114264.jpg,3.3857177509488112,4.376783067199351
10602786066.jpg,2.701654584197224,2.8113375964096825
10603218265.jpg,3.490138365582285,4.6157445932398335
10604417276.jpg,3.429950238521266,4.478006975600788
10605846204.jpg,2.894098626063373,3.251736478212394
10609356094.jpg,3.409132360118096,4.430366267780705
10614052044.jpg,3.3360028954158976,4.263013024888004
10615424764.jpg,3.4706134347190174,4.571062733328374
10617981003.jpg,2.7605800528945768,2.9461856814549154
10619909515.jpg,3.312257595349764,4.208673054183851
10620203775.jpg,3.3150867205950187,4.215147370470332
10620356404.jpg,3.3590044060714668,4.3156508695012
1062133952.jpg,3.3222061034276176,4.231439733737066
10625988224.jpg,3.2653836161973167,4.101404220063545
10628337356.jpg,3.2540379257726806,4.075440156287724
10628497685.jpg,2.3597051388876267,2.028802830006539
10628645805.jpg,3.524212978507516,4.693722696820558
10631219374.jpg,3.526424789808399,4.698784320003183
10631630073.jpg,2.819715157487644,3.081513508107958
1063351510.jpg,3.59045478945914,4.845313877242618
10633933603.jpg,2.811498748647556,3.0627106538833235
10635160054.jpg,3.5475410796663125,4.747107928004073
1063722220.jpg,3.3101123562570187,4.2037637782796295
10642085843.jpg,3.2916381121635667,4.161486364221961
10644234544.jpg,3.374351649807061,4.350772294484626
106456452.jpg,2.7058202633755384,2.8208705517264003
10660362264.jpg,3.269709228047644,4.111303173564645
10660571735.jpg,3.244348720201582,4.053266877979443
10660620125.jpg,3.345786411231851,4.285402127630098
106652866.jpg,3.2781506804564478,4.1306210291115235
10665464526.jpg,3.523365890093096,4.691784175955579
10676427864.jpg,3.272537757756762,4.11777612699548
1067765170.jpg,2.644900851449105,2.6814594240431626
10678199353.jpg,3.378290567380947,4.359786316837466
10678350303.jpg,2.605215100182113,2.5906405017632
10679134563.jpg,2.502344057241039,2.3552250955920995
10680153225.jpg,3.107459505923448,3.7400025320722183
10680502673.jpg,3.3371094047812218,4.265545218051624
10680715605.jpg,3.110201736929155,3.7462779950943372
10680932454.jpg,3.4293042034568764,4.476528555602934
10683218616.jpg,3.387758874699573,4.381454080179226
10686332213.jpg,3.163432577919102,3.868094200065213
10689376076.jpg,3.560828638311972,4.777515863280691
10689538413.jpg,3.4464325174810715,4.515725873796177
10689722684.jpg,3.357791739152267,4.312875739910094
10690294454.jpg,3.303684439671372,4.189053802074657
10692654005.jpg,3.230446784875831,4.021452971386209
10692667386.jpg,3.5030680486510346,4.6453335475681845
10692857705.jpg,3.233240470136772,4.0278461849827245
10694350076.jpg,3.418750957337536,4.4523779622913535
10698962263.jpg,3.290062394757638,4.1578804111517655
10705911926.jpg,3.252111943842282,4.071032639794645
10706770686.jpg,3.48708315052165,4.608752881346221
10713772814.jpg,3.447725998663381,4.518685942919639
10714662986.jpg,3.488834332631819,4.6127603769053085
10721124556.jpg,3.068897795651321,3.6517559232421215
10723077086.jpg,3.5677155065529447,4.793276128150603
10724461514.jpg,3.3067643889768688,4.196102117091305
10724889206.jpg,3.3379715609043403,4.267518220639175
10728525673.jpg,3.499143602260443,4.63635264181838
10730634575.jpg,3.248062410738008,4.061765479150692
10732971054.jpg,3.312331787015662,4.208842838222805
10733259996.jpg,3.410186488378498,4.432778589319247
10737029565.jpg,3.121220252914072,3.7714933359894207
10740242265.jpg,3.4905771472939087,4.616748723964177
10740725955.jpg,3.4287123089168468,4.475174033576446
10740727595.jpg,3.448665288086267,4.5208354613329735
10745932825.jpg,3.36841708941009,4.3371913400551065
10747724694.jpg,3.508366570427237,4.6574589583775765
107505789.jpg,3.2612262567559007,4.091890304062316
10751799554.jpg,3.503512254799993,4.646350091855002
1075190309.jpg,3.23503025479887,4.031942020614798
10762659033.jpg,3.240339958514003,4.044093020750591
10765812585.jpg,3.0631566599493425,3.638617611871653
10767441335.jpg,3.579144353944516,4.819430492623173
10770026303.jpg,3.2702220389403607,4.112476716489324
10770700455.jpg,3.3589729742411203,4.315578939277726
10773126784.jpg,3.566374344352893,4.790206943324243
10775358296.jpg,2.503218004444337,2.3572250814963382
10776111906.jpg,3.4657062225745885,4.559832815684687
107799222.jpg,3.39172891902094,4.3905393345881585
10783395635.jpg,3.4604661448359604,4.547841151228501
10784159775.jpg,3.4609888845033625,4.549037415673819
10786271105.jpg,3.21466803898387,3.9853440745885513
10787038944.jpg,3.2279697703617494,4.015784443477356
10787258285.jpg,3.375722155715822,4.353908630969089
10790803694.jpg,3.452558321350195,4.529744479661779
10791502435.jpg,3.5261474518405773,4.698149645477924
10792125886.jpg,3.482680537103158,4.598677713480738
10798439785.jpg,2.4174733427818422,2.161002570523622
10799367156.jpg,3.410382337668578,4.4332267809468835
10799853136.jpg,3.507841785453792,4.656258013348306
10805317444.jpg,3.0336325124953167,3.5710530284278335
10806677866.jpg,2.9090466037166225,3.2859442020778156
10813730303.jpg,3.1130495462090018,3.7527950688902836
10814874265.jpg,3.4405388894632574,4.502238591136568
10819001424.jpg,2.7433998556055874,2.9068696309196467
10819132874.jpg,3.4938463645881037,4.624230169618571
10819329365.jpg,3.272879052220901,4.118557162869154
10827568885.jpg,3.5543918325144306,4.7627855445442435
10828147985.jpg,3.304919261882936,4.191879632980745
10828395135.jpg,3.389895236301221,4.386343040374451
10829329963.jpg,3.3937128695795606,4.395079509483134
10836905604.jpg,3.410967032260476,4.434564826240315
10843403305.jpg,3.1309980249235307,3.7938692943081644
10847909336.jpg,3.482554527367542,4.598389346295537
10849117054.jpg,3.2685459994763937,4.1086411812416195
10849700404.jpg,3.4093166350025976,4.430787971940999
1084984228.jpg,2.7326626708860005,2.882298103018024
1085590803.jpg,3.068002405106772,3.649706865288587
10856434794.jpg,3.144793833547849,3.8254403350782376
10856757.jpg,3.36247962788358,4.3236037465309565
10858952303.jpg,3.3573336869164354,4.311827509523165
10861031374.jpg,3.302328683705302,4.185951220120627
10862487886.jpg,3.367450946100182,4.334980367820172
10864812016.jpg,2.972920468121665,3.432116451359319
10865798996.jpg,3.425816111584417,4.468546226062566
10866463396.jpg,3.44699397334423,4.517010738382885
10866561184.jpg,3.4101275600971865,4.43264373479767
10868390853.jpg,3.517927915679124,4.6793396345296046
10872249945.jpg,3.398917398716451,4.406989822683634
10875461386.jpg,2.8252461227461056,3.0941708545838256
10880314705.jpg,3.173658428043024,3.8914955634765542
10882856833.jpg,2.807173791263489,3.0528131980966062
10883456586.jpg,2.23269100409404,1.7381371258682932
1089100444.jpg,3.281965210343991,4.139350396260472
10893404795.jpg,2.921875270753205,3.31530198610243
10895044423.jpg,2.2917096414846823,1.873198422961796
10897840884.jpg,3.331975011440928,4.253795407229353
10898287705.jpg,2.8687411117649897,3.1937070332162656
10898689245.jpg,3.3747299635186723,4.3516380471156175
10899733355.jpg,3.503947901946399,4.647347049278455
10900020096.jpg,3.4501825115283964,4.524307553796213
10905088155.jpg,3.4201800787883565,4.455648437608741
10905114716.jpg,3.223952805304683,4.006591813234207
10906887886.jpg,2.5749455500413325,2.5213701003238933
1090979049.jpg,3.3231999351549684,4.233714069576103
10910262455.jpg,2.3456359070979538,1.9966060735473046
10911046243.jpg,3.517296599383282,4.677894897721666
10911095273.jpg,3.461417417568041,4.5500180928653275
10912602716.jpg,3.47304896345813,4.576636323047767
10915557435.jpg,2.560257202382978,2.4877565271441737
10917741563.jpg,3.49961018344594,4.637420390294096
10921653346.jpg,2.963299728771397,3.41009985468588
10921880365.jpg,3.3941614607008086,4.396106088566947
10923819485.jpg,1.910142292407728,1.0
10925112255.jpg,3.3491343261515616,4.293063668994089
10927420963.jpg,3.4419530806205705,4.505474899199403
109293948.jpg,3.114311494457162,3.755682976419108
10931213005.jpg,3.136759992929102,3.807055279397802
10932590295.jpg,3.505265263359225,4.65036176715443
10933722123.jpg,3.0747397704030743,3.6651249999006823
10936496124.jpg,3.480977249847096,4.594779822978728
10937404313.jpg,3.1184440176608144,3.765140055891478
10943636256.jpg,3.3495243216662614,4.29395615486643
109436362569.jpg,3.4233961448150567,4.46300824915826
10947519133.jpg,2.9086076409179764,3.2849396569445806
10948257133.jpg,2.381622450100953,2.0789595366360145
10953973716.jpg,3.4023701004899984,4.414891163694369
10961758274.jpg,3.387394050906005,4.380619198573205
10967023396.jpg,3.440531371469003,4.502221386570342
10968711744.jpg,3.491825016753482,4.619604412866273
10980930876.jpg,3.490873284923966,4.6174264206071705
10981006796.jpg,3.3441611547773595,4.281682806843338
109825878.jpg,3.105284030160921,3.7350240610116687
10983119996.jpg,3.432754485248025,4.4844243586009975
10990397626.jpg,2.5353098323849768,2.430665677541878
10990887046.jpg,2.751142370931839,2.9245880027588402
11004139923.jpg,3.2340925915156964,4.029796223543541
11005410885.jpg,3.4908426239989696,4.617356254563305
11006895124.jpg,2.664754352609497,2.7268932011875178
1100873520.jpg,3.0927206997855343,3.7062734871025707
11009340314.jpg,3.5249386695196123,4.695383405601991
11010062705.jpg,3.2620552692910625,4.093787459151896
11013892854.jpg,3.359848202764096,4.317581857420073
11016309165.jpg,3.353876258599484,4.303915352046461
11016485883.jpg,3.275326380045928,4.124157754225971
11018079835.jpg,3.470725599156234,4.571319416217848
1101948952.jpg,3.462807751314603,4.553199804397579
11021514993.jpg,3.575202135060361,4.810408915381458
11021929275.jpg,3.4830523739642265,4.59952864415253
11023346856.jpg,3.524901201285367,4.69529766136016
11031973684.jpg,3.513712972579273,4.669693941111216
11033459414.jpg,3.349522179338245,4.293951252252383
110356262.jpg,2.813752387183933,3.067867996671303
11035760784.jpg,3.440811476559022,4.5028623935209104
1103755154.jpg,3.247790368541487,4.061142923741912
11051034136.jpg,3.2478621123891864,4.0613071060673125
11051374673.jpg,3.28335106669996,4.14252186150091
11051749575.jpg,3.41769428984764,4.449959829848931
11054039594.jpg,2.5968346471590955,2.5714622403603133
11054638863.jpg,3.0122058466415518,3.522019139972499
11054899145.jpg,3.385551185861072,4.376401891052371
11054955216.jpg,2.333946243905152,1.9698548447285875
11058112996.jpg,3.123250082400424,3.7761385025914675
11060185873.jpg,3.234294461940192,4.030258194246063
11061633946.jpg,2.506278421565012,2.3642286980527425
11062902804.jpg,3.402940070953595,4.416195513532351
11063650646.jpg,3.5664501692030317,4.790380464826339
11068654734.jpg,2.7764537531468734,2.98251187671351
11071132393.jpg,3.4686141449898305,4.566487455483472
11078122366.jpg,2.775944796704004,2.981347154510877
11079282234.jpg,3.5364416361385564,4.7217073883414535
11081975613.jpg,3.2149321569543226,3.985948495789246
11087687983.jpg,3.53139186273151,4.7101512261435765
11089447095.jpg,3.202290415863926,3.957018482751366
11095381506.jpg,3.0423971412637645,3.5911104574425754
11097661494.jpg,3.435685964103147,4.491132906173085
11098121724.jpg,3.4719180428361813,4.574048265904069
11109548195.jpg,3.3197359667670194,4.225786945463247
11111585533.jpg,3.474258156278986,4.5794035023328465
11118140253.jpg,3.398527738932506,4.4060981051148875
11124139926.jpg,3.183156653516934,3.9132317930696203
11126091314.jpg,3.1675507099911977,3.877518346129076
11126232436.jpg,3.089407785965724,3.698692044062791
11126652126.jpg,3.132401356683545,3.7970807511655216
11139368236.jpg,3.535844383085815,4.720340603617801
11139580153.jpg,2.4362610433137184,2.203997314479568
11141708043.jpg,3.465685764688271,4.559785998801344
11143825565.jpg,3.407768271567743,4.427244617110568
11148529964.jpg,3.1573176583091445,3.85410050230027
11149566996.jpg,3.3865447495908376,4.378675613591897
11150131936.jpg,3.40720409496523,4.425953526243443
11153943035.jpg,3.270958143135931,4.1141612553374785
11155257336.jpg,3.4375890606358444,4.495488050540431
11156365526.jpg,3.296929245484866,4.173594866909667
11158314215.jpg,2.73631321886148,2.890652205492584
11159983896.jpg,3.3979190743949514,4.404705205760184
11163249414.jpg,3.37509391536651,4.352470933316008
11165746213.jpg,3.5893406002734203,4.842764109181474
11169904264.jpg,3.070180110261495,3.654690438205348
11170758174.jpg,3.3023186774803523,4.185928321358803
11170786154.jpg,3.28013257891788,4.135156507881339
11172371243.jpg,3.371252643505604,4.343680368454459
11175382195.jpg,3.5001186691917705,4.6385840353293215
11175538013.jpg,3.482422085880284,4.598086260357791
1117582514.jpg,3.3241756494716244,4.235946944597056
11183022383.jpg,2.8049832424364767,3.047800233057026
11201160185.jpg,3.228063945181801,4.015999957998058
11208321473.jpg,3.495064784010101,4.627018463534095
11209059333.jpg,3.527007565499801,4.700117973985641
11209188974.jpg,3.389004118869376,4.384303761232662
11209221046.jpg,3.1781883386711187,3.901862044849185
11209649786.jpg,3.473109607843142,4.576775104789659
11215941184.jpg,3.389247953951582,4.384861766024633
11216436636.jpg,3.476819442428737,4.585264881803932
11218793016.jpg,3.4493594141010746,4.522423935144827
11219420725.jpg,3.4388713461248286,4.498422498861223
11221904805.jpg,3.286388096754107,4.149471957886735
11226958966.jpg,3.210471398351172,3.975740265481001
11229777185.jpg,2.9344556133165245,3.344091491580778
11232665444.jpg,2.2070609221093958,1.6794839229055327
11239106136.jpg,2.7805923279829408,2.9919828050539605
11241096796.jpg,3.363502125336987,4.325943682497589
11242015725.jpg,3.258362492834775,4.085336718841486
11245083256.jpg,2.7313469480383947,2.879287134919303
11245781693.jpg,3.4661890208812687,4.560937676257851
11250215644.jpg,3.5437527462585,4.738438510231935
11251138933.jpg,3.001367249502967,3.497215534655049
11252383376.jpg,3.4597488574148887,4.546199673658668
11252644224.jpg,3.2337197694263318,4.028943038224446
11253432804.jpg,3.351223198024901,4.297843951243032
11256485296.jpg,3.363315271520644,4.325516076576511
11256776836.jpg,3.2200185871965816,3.9975885453815136
11260247205.jpg,3.4375952445700326,4.495502202174721
11260270773.jpg,3.4500318549236977,4.523962783443221
11260385706.jpg,3.408608035712674,4.429166376739078
11262156493.jpg,3.532475241033165,4.712630484986778
11264048414.jpg,3.330833738138381,4.251183658476835
11268202995.jpg,2.3174307264013487,1.9320598817329184
11269474243.jpg,3.495522933670681,4.628066916872848
11269626135.jpg,3.376849162380638,4.356487731211196
11270256213.jpg,3.488203148102527,4.611315941638745
11270280904.jpg,3.2833914159589064,4.142614198828422
11273127766.jpg,3.475414237058757,4.58204913728079
11273190884.jpg,3.3521274646407253,4.299913321656367
11275584366.jpg,2.931598441019435,3.337552990972736
1127644406.jpg,3.424967395920139,4.466603981314991
11287273183.jpg,3.43580103844664,4.49139624824233
11288559554.jpg,3.4313627659721817,4.481239476352001
11291450085.jpg,2.8421746146708267,3.1329108895672872
11292980633.jpg,3.497117599544826,4.6317162325960695
11293176185.jpg,3.4717707709387056,4.573711241289846
11293946974.jpg,3.3851775311148247,4.375546800238273
11294894953.jpg,3.504356553261992,4.648282228048809
11295475784.jpg,3.255464148022772,4.07870399692447
11297504114.jpg,2.7989740316130254,3.03404844473715
11297570034.jpg,2.715898425046117,2.8439339372555654
11301386435.jpg,3.465621734884984,4.559639469693472
11302087114.jpg,3.0862750952854623,3.6915230329609527
1130601148.jpg,3.3933135316538,4.394165643954947
11307198154.jpg,3.4014751334355724,4.4128430748774985
11316105544.jpg,3.5308545352968737,4.708921578298514
11320098306.jpg,2.9105257041426684,3.289329051862657
11321228905.jpg,3.475477921038978,4.582194874989301
